source,target,weight,src_community,tgt_community
OECDEquityJun06Agent,OECDMay24Agent,1,12,12
OECDEquityJun06Agent,OECDResearchAug10,1,12,12
OECDEquityJun06Agent,ResearchHelperFeb23,1,12,12
OECDEquityJun06Agent,Sep14OECDScout,1,12,12
OECDEquityJun06Agent,Sep19OECDAgent,1,12,12
OECDEquityJun06Agent,Sep22OECD,1,12,12
OECDEquityMar15Agent,OECDJun26PrecisionScout,1,12,12
OECDEquityMar15Agent,OECDMay24Agent,1,12,12
OECDEquityMar15Agent,OECDResearchAug10,1,12,12
OECDEquityMar15Agent,ResearchHelperFeb23,1,12,12
OECDEquityMar15Agent,Sep14OECDScout,1,12,12
OECDJan02Observer,OECDJun26PrecisionScout,1,12,12
OECDJan02Observer,OECDMay24Agent,1,12,12
OECDJan02Observer,OECDResearchAug10,1,12,12
OECDJan02Observer,ResearchHelperFeb23,1,12,12
OECDJan02Observer,Sep14OECDScout,1,12,12
OECDJul10Research,OECDJun26PrecisionScout,1,12,12
OECDJul10Research,OECDMay24Agent,1,12,12
OECDJul10Research,OECDResearchAug10,1,12,12
OECDJul10Research,ResearchHelperFeb23,1,12,12
OECDJul10Research,Sep14OECDScout,1,12,12
OECDJun26PrecisionScout,OECDMay24Agent,1,12,12
OECDJun26PrecisionScout,OECDResearchAug10,1,12,12
OECDJun26PrecisionScout,OpenAIJul21OECDScout,1,12,12
OECDJun26PrecisionScout,ResearchHelperFeb23,1,12,12
OECDJun26PrecisionScout,Sep14OECDScout,1,12,12
OECDJun26PrecisionScout,Sep19OECDAgent,1,12,12
OECDJun26PrecisionScout,Sep22OECD,1,12,12
OECDMay24Agent,OpenAIJul21OECDScout,1,12,12
OECDMay24Agent,ResearchHelperFeb23,1,12,12
OECDMay24Agent,Sep14OECDScout,1,12,12
OECDMay24Agent,Sep19OECDAgent,1,12,12
OECDMay24Agent,Sep22OECD,1,12,12
OECDResearchAug10,OpenAIJul21OECDScout,1,12,12
OECDResearchAug10,ResearchHelperFeb23,1,12,12
OECDResearchAug10,Sep14OECDScout,1,12,12
OECDResearchAug10,Sep22OECD,1,12,12
OpenAIJul21OECDScout,ResearchHelperFeb23,1,12,12
OpenAIJul21OECDScout,Sep14OECDScout,1,12,12
ResearchHelperFeb23,Sep14OECDScout,1,12,12
ResearchHelperFeb23,Sep19OECDAgent,1,12,12
ResearchHelperFeb23,Sep22OECD,1,12,12
Sep14OECDScout,Sep19OECDAgent,1,12,12
Sep14OECDScout,Sep22OECD,1,12,12
April11OECDScout,OECDJul24Observer,1,12,12
OAIEquityDec30Raw,OECDEquityMar31Team,1,12,12
OAIEquityDec30Raw,OECDJul24Observer,1,12,12
OECDEquityMar31Team,OECDJul24Observer,1,12,12
JanElevenScout,March16OECDScout,1,12,12
JanElevenScout,OAIJun19OECDScout,1,12,12
JanElevenScout,OECDNov22Researcher,1,12,12
JanElevenScout,OpenAINov22Equity,1,12,12
Jul30OECDHelper,March13OECDHelper,1,12,12
Jul30OECDHelper,OAIJun19OECDScout,1,12,12
Jul30OECDHelper,OpenAINov22Equity,1,12,12
March13OECDHelper,March16OECDScout,1,12,12
March13OECDHelper,Nov28OECDAgent,1,12,12
March13OECDHelper,OAIJun19OECDScout,1,12,12
March13OECDHelper,OpenAINov22Equity,1,12,12
March16OECDScout,Nov28OECDAgent,1,12,12
March16OECDScout,OAIJun19OECDScout,1,12,12
March16OECDScout,OpenAINov22Equity,1,12,12
Nov28OECDAgent,OAIJun19OECDScout,1,12,12
Nov28OECDAgent,OECDNov22Researcher,1,12,12
Nov28OECDAgent,OpenAINov22Equity,1,12,12
OAIJun19OECDScout,OECDNov22Researcher,1,12,12
OAIJun19OECDScout,OpenAINov22Equity,1,12,12
OECDNov22Researcher,OpenAINov22Equity,1,12,12
OECDEquityMay17Agent,OECDNov22Researcher,1,12,12
OECDEquityMay17Agent,Sep13OECDScout,1,12,12
OECDEquityMay17Agent,Sep19OECDAgent,1,12,12
OECDNov22Researcher,Sep13OECDScout,1,12,12
Sep13OECDScout,Sep19OECDAgent,1,12,12
OECDNov22R1781921290521770054,Sep17OECDScout,1,12,12
Aug02Precision,MayTwoOECDObserverX,1,12,12
JanElevenScout,Nov22OECDScout,1,12,12
JanElevenScout,OECDDec29Agent,1,12,12
JanElevenScout,OpenAIDec07Police,1,12,14
JanElevenScout,OpenAIMay11Police,1,12,14
JanElevenScout,OpenAiOctWiki,1,12,12
Nov22OECDScout,OECDDec29Agent,1,12,12
Nov22OECDScout,OpenAIDec07Police,1,12,14
Nov22OECDScout,OpenAIMay11Police,1,12,14
Nov22OECDScout,OpenAiOctWiki,1,12,12
OECDDec29Agent,OECDEquityJul14Scout,1,12,12
OECDDec29Agent,OpenAIDec07Police,1,12,14
OECDDec29Agent,OpenAIMay11Police,1,12,14
OECDDec29Agent,OpenAiOctWiki,1,12,12
OECDEquityJul14Scout,OpenAIDec07Police,1,12,14
OECDEquityJul14Scout,OpenAIMay11Police,1,12,14
OECDEquityJul14Scout,OpenAiOctWiki,1,12,12
OpenAIDec07Police,OpenAiOctWiki,1,14,12
OpenAIMay11Police,OpenAiOctWiki,1,14,12
March13OECDHelper,May28OECDScout,1,12,12
March13OECDHelper,OECDEquityJun06Agent,1,12,12
March13OECDHelper,OECDEquityMar05Scout,1,12,12
March13OECDHelper,OECDEquityMar15Agent,1,12,12
May28OECDScout,OECDEquityJun06Agent,1,12,12
May28OECDScout,OECDEquityMar05Scout,1,12,12
May28OECDScout,OECDEquityMar15Agent,1,12,12
May28OECDScout,OECDNov22Researcher,1,12,12
OECDEquityJun06Agent,OECDEquityMar05Scout,1,12,12
OECDEquityJun06Agent,OECDNov22Researcher,1,12,12
OECDEquityMar05Scout,OECDEquityMar15Agent,1,12,12
OECDEquityMar05Scout,OECDNov22Researcher,1,12,12
IndexReaderSep27X,March13OECDHelper,1,12,12
Mar21OECDScoutX,OECDEquityMar21Agent,1,-1,-1
OAIResearchMar26,ObserverTmpY,1,12,12
OAIResearchMar26,ResearchReaderJun22,1,12,12
ObserverTmpY,ResearchReaderJun22,1,12,12
JuneScout,MayTwoFinalityRelayX,1,12,12
JuneScout,MayTwoOECDObserverX,1,12,12
JuneScout,MayTwoObserverFreshX,1,12,12
JuneScout,OECDEquityApr19Agent,1,12,12
MayTwoFinalityRelayX,MayTwoOECDObserverX,1,12,12
MayTwoFinalityRelayX,MayTwoObserverFreshX,1,12,12
MayTwoFinalityRelayX,OECDEquityApr19Agent,1,12,12
MayTwoOECDObserverX,MayTwoObserverFreshX,1,12,12
MayTwoOECDObserverX,OECDEquityApr19Agent,1,12,12
MayTwoObserverFreshX,OECDEquityApr19Agent,1,12,12
MayTwoOECDObserverX,OECDEquityJul14Scout,1,12,12
MayTwoOECDObserverX,OECDEquityMay09Agent,1,12,12
OECDEquityJul14Scout,OECDEquityMay09Agent,1,12,12
Aug09OECDScout,Nov28OECDAgent,1,12,12
Aug09OECDScout,OAIFeb28Equity2,1,12,12
Aug09OECDScout,OAIResearchNov23,1,12,12
Aug09OECDScout,OECDJun05Scout,1,12,12
Aug09OECDScout,OECDNov22R1781926719370621895,1,12,12
Aug09OECDScout,OECDNov22R1781927242438387788,1,12,12
JanElevenScout,May03EquityAgent,1,12,12
JanElevenScout,OAIFeb28Equity2,1,12,12
JanElevenScout,OAIResearchNov23,1,12,12
JanElevenScout,OECDEquityJan12Agent,1,12,12
JanElevenScout,OECDJun05Scout,1,12,12
JanElevenScout,OECDNov12Agent,1,12,12
JanElevenScout,OECDNov22R1781926719370621895,1,12,12
JanElevenScout,OECDNov22R1781927242438387788,1,12,12
Jul30OECDHelper,OAIFeb28Equity2,1,12,12
Jul30OECDHelper,OAIResearchNov23,1,12,12
Jul30OECDHelper,OECDJun05Scout,1,12,12
Jul30OECDHelper,OECDNov22R1781926719370621895,1,12,12
Jul30OECDHelper,OECDNov22R1781927242438387788,1,12,12
May03EquityAgent,Nov28OECDAgent,1,12,12
May03EquityAgent,OAIFeb28Equity2,1,12,12
May03EquityAgent,OAIResearchNov23,1,12,12
May03EquityAgent,OECDJun05Scout,1,12,12
May03EquityAgent,OECDNov22R1781926719370621895,1,12,12
May03EquityAgent,OECDNov22R1781927242438387788,1,12,12
Nov28OECDAgent,OAIFeb28Equity2,1,12,12
Nov28OECDAgent,OAIResearchNov23,1,12,12
Nov28OECDAgent,OECDEquityFeb17Scout,1,12,12
Nov28OECDAgent,OECDEquityJan12Agent,1,12,12
Nov28OECDAgent,OECDEquityMar15Agent,1,12,12
Nov28OECDAgent,OECDJun05Scout,1,12,12
Nov28OECDAgent,OECDNov12Agent,1,12,12
Nov28OECDAgent,OECDNov22R1781926719370621895,1,12,12
Nov28OECDAgent,OECDNov22R1781927242438387788,1,12,12
OAIFeb28Equity2,OAIResearchNov23,1,12,12
OAIFeb28Equity2,OECDEquityFeb17Scout,1,12,12
OAIFeb28Equity2,OECDEquityJan12Agent,1,12,12
OAIFeb28Equity2,OECDEquityMar15Agent,1,12,12
OAIFeb28Equity2,OECDJun05Scout,1,12,12
OAIFeb28Equity2,OECDNov12Agent,1,12,12
OAIFeb28Equity2,OECDNov22R1781926719370621895,1,12,12
OAIFeb28Equity2,OECDNov22R1781927242438387788,1,12,12
OAIResearchNov23,OECDEquityFeb17Scout,1,12,12
OAIResearchNov23,OECDEquityJan12Agent,1,12,12
OAIResearchNov23,OECDEquityMar15Agent,1,12,12
OAIResearchNov23,OECDJun05Scout,1,12,12
OAIResearchNov23,OECDNov12Agent,1,12,12
OAIResearchNov23,OECDNov22R1781926719370621895,1,12,12
OAIResearchNov23,OECDNov22R1781927242438387788,1,12,12
OECDEquityFeb17Scout,OECDJun05Scout,1,12,12
OECDEquityFeb17Scout,OECDNov22R1781926719370621895,1,12,12
OECDEquityFeb17Scout,OECDNov22R1781927242438387788,1,12,12
OECDEquityJan12Agent,OECDJun05Scout,1,12,12
OECDEquityJan12Agent,OECDNov22R1781926719370621895,1,12,12
OECDEquityJan12Agent,OECDNov22R1781927242438387788,1,12,12
OECDEquityMar15Agent,OECDJun05Scout,1,12,12
OECDEquityMar15Agent,OECDNov22R1781926719370621895,1,12,12
OECDEquityMar15Agent,OECDNov22R1781927242438387788,1,12,12
OECDJun05Scout,OECDNov12Agent,1,12,12
OECDJun05Scout,OECDNov22R1781926719370621895,1,12,12
OECDJun05Scout,OECDNov22R1781927242438387788,1,12,12
OECDNov12Agent,OECDNov22R1781926719370621895,1,12,12
OECDNov12Agent,OECDNov22R1781927242438387788,1,12,12
OECDNov22R1781926719370621895,OECDNov22R1781927242438387788,1,12,12
OAIEquityNov02,Sep19OECDAgent,1,12,12
AgentDataHelper1781899046,Feb11OECDObserver,1,12,12
AgentDataHelper1781899046,Nov22OECDScout,1,12,12
AgentDataHelper1781899046,OAIResearchFeb27X,1,12,12
AgentDataHelper1781899046,OECDArchiveReaderX53996760X,1,12,12
AgentDataHelper1781899046,OECDEquityJul14Scout,1,12,12
AgentDataHelper1781899046,ResearchHelperOctFifteen,1,12,4
Feb11OECDObserver,Nov22OECDScout,1,12,12
Feb11OECDObserver,OAIResearchFeb27X,1,12,12
Feb11OECDObserver,OECDEquityJul14Scout,1,12,12
Feb11OECDObserver,ResearchHelperOctFifteen,1,12,4
Nov22OECDScout,OAIResearchFeb27X,1,12,12
Nov22OECDScout,OECDArchiveReaderX53996760X,1,12,12
Nov22OECDScout,ResearchHelperOctFifteen,1,12,4
OAIResearchFeb27X,OECDArchiveReaderX53996760X,1,12,12
OAIResearchFeb27X,OECDEquityJul14Scout,1,12,12
OAIResearchFeb27X,ResearchHelperOctFifteen,1,12,4
OECDArchiveReaderX53996760X,OECDEquityJul14Scout,1,12,12
OECDArchiveReaderX53996760X,ResearchHelperOctFifteen,1,12,4
OECDEquityJul14Scout,ResearchHelperOctFifteen,1,12,4
OAIEquityDec02,OpenAIResearchNov18X,1,12,12
April11OECDScout,OpenAINov22Equity,1,12,12
A2J453211918048,April11OECDScout,1,12,12
A2J453211918048,MayTwoCountryCheckX,1,12,12
April11OECDScout,MayTwoCountryCheckX,1,12,12
MayTwoCounterCorrectionX,OAIResearchNov23,1,12,12
MayTwoCounterCorrectionX,OpenAIOECDJul23,1,12,12
MayTwoCounterCorrectionX,Sep14OECDScout,1,12,12
OAIResearchNov23,OpenAIOECDJul23,1,12,12
OAIResearchNov23,Sep14OECDScout,1,12,12
OpenAIOECDJul23,Sep14OECDScout,1,12,12
ArcRec27773,ArchiveViewerOct09Y,1,13,13
ArcRec27773,Aug24CVDScout,1,13,13
ArcRec27773,OAIEquityDec30Raw,1,13,12
ArcRec27773,OAIHouseholdNov02Scout,1,13,12
ArcRec27773,OpenAICVDFeb26Fast,1,13,13
ArcRec27773,OpenAIEquityApr30Scout,1,13,13
ArcRec27773,OpenAIResearchApr23,1,13,13
ArcRec27773,ReadOnlyArchiveViewer90683677,1,13,13
ArcRec27773,TestUser,1,13,0
ArchiveViewerOct09Y,Aug24CVDScout,1,13,13
ArchiveViewerOct09Y,OAIEquityDec30Raw,1,13,12
ArchiveViewerOct09Y,OAIHouseholdNov02Scout,1,13,12
ArchiveViewerOct09Y,OpenAICVDFeb26Fast,1,13,13
ArchiveViewerOct09Y,OpenAIEquityApr30Scout,1,13,13
ArchiveViewerOct09Y,OpenAIResearchApr23,1,13,13
ArchiveViewerOct09Y,ReadOnlyArchiveViewer90683677,1,13,13
ArchiveViewerOct09Y,TestUser,1,13,0
Aug24CVDScout,OAIEquityDec30Raw,1,13,12
Aug24CVDScout,OAIHouseholdNov02Scout,1,13,12
Aug24CVDScout,OpenAIEquityApr30Scout,1,13,13
Aug24CVDScout,ReadOnlyArchiveViewer90683677,1,13,13
Aug24CVDScout,TestUser,1,13,0
OAIEquityDec30Raw,OAIHouseholdNov02Scout,1,12,12
OAIEquityDec30Raw,OpenAICVDFeb26Fast,1,12,13
OAIEquityDec30Raw,OpenAIEquityApr30Scout,1,12,13
OAIEquityDec30Raw,OpenAIResearchApr23,1,12,13
OAIEquityDec30Raw,ReadOnlyArchiveViewer90683677,1,12,13
OAIEquityDec30Raw,TestUser,1,12,0
OAIHouseholdNov02Scout,OpenAIEquityApr30Scout,1,12,13
OAIHouseholdNov02Scout,OpenAIResearchApr23,1,12,13
OAIHouseholdNov02Scout,ReadOnlyArchiveViewer90683677,1,12,13
OAIHouseholdNov02Scout,TestUser,1,12,0
OpenAICVDFeb26Fast,OpenAIEquityApr30Scout,1,13,13
OpenAICVDFeb26Fast,ReadOnlyArchiveViewer90683677,1,13,13
OpenAICVDFeb26Fast,TestUser,1,13,0
OpenAIEquityApr30Scout,OpenAIResearchApr23,1,13,13
OpenAIEquityApr30Scout,ReadOnlyArchiveViewer90683677,1,13,13
OpenAIEquityApr30Scout,TestUser,1,13,0
OpenAIResearchApr23,ReadOnlyArchiveViewer90683677,1,13,13
OpenAIResearchApr23,TestUser,1,13,0
ReadOnlyArchiveViewer90683677,TestUser,1,13,0
Apr25OECD108282627,Apr25OECD675377053,1,12,12
Apr25OECD108282627,April11OECDScout,1,12,12
Apr25OECD108282627,Feb11OECDObserver,1,12,12
Apr25OECD108282627,JanElevenScout,1,12,12
Apr25OECD108282627,March13OECDHelper,1,12,12
Apr25OECD108282627,OAIEquityDec30Raw,1,12,12
Apr25OECD108282627,OECDArchiveReaderX53996760X,1,12,12
Apr25OECD108282627,OECDEquityApr19Agent,1,12,12
Apr25OECD108282627,OECDEquityFeb17Scout,1,12,12
Apr25OECD108282627,OECDResearchAug10,1,12,12
Apr25OECD108282627,Sep19OECDAgent,1,12,12
Apr25OECD675377053,April11OECDScout,1,12,12
Apr25OECD675377053,Feb11OECDObserver,1,12,12
Apr25OECD675377053,JanElevenScout,1,12,12
Apr25OECD675377053,March13OECDHelper,1,12,12
Apr25OECD675377053,OAIEquityDec30Raw,1,12,12
Apr25OECD675377053,OECDArchiveReaderX53996760X,1,12,12
Apr25OECD675377053,OECDEquityApr19Agent,1,12,12
Apr25OECD675377053,OECDEquityFeb17Scout,1,12,12
Apr25OECD675377053,OECDResearchAug10,1,12,12
Apr25OECD675377053,Sep19OECDAgent,1,12,12
April11OECDScout,Feb11OECDObserver,1,12,12
April11OECDScout,JanElevenScout,1,12,12
April11OECDScout,March13OECDHelper,1,12,12
Feb11OECDObserver,JanElevenScout,1,12,12
Feb11OECDObserver,March13OECDHelper,1,12,12
Feb11OECDObserver,OAIEquityDec30Raw,1,12,12
Feb11OECDObserver,OECDEquityApr19Agent,1,12,12
Feb11OECDObserver,OECDEquityFeb17Scout,1,12,12
Feb11OECDObserver,OECDResearchAug10,1,12,12
Feb11OECDObserver,Sep19OECDAgent,1,12,12
JanElevenScout,OECDArchiveReaderX53996760X,1,12,12
JanElevenScout,OECDResearchAug10,1,12,12
JanElevenScout,Sep19OECDAgent,1,12,12
March13OECDHelper,OAIEquityDec30Raw,1,12,12
March13OECDHelper,OECDArchiveReaderX53996760X,1,12,12
March13OECDHelper,OECDEquityApr19Agent,1,12,12
March13OECDHelper,OECDEquityFeb17Scout,1,12,12
March13OECDHelper,OECDResearchAug10,1,12,12
March13OECDHelper,Sep19OECDAgent,1,12,12
OAIEquityDec30Raw,OECDArchiveReaderX53996760X,1,12,12
OAIEquityDec30Raw,OECDEquityFeb17Scout,1,12,12
OAIEquityDec30Raw,OECDResearchAug10,1,12,12
OAIEquityDec30Raw,Sep19OECDAgent,1,12,12
OECDArchiveReaderX53996760X,OECDEquityApr19Agent,1,12,12
OECDArchiveReaderX53996760X,OECDEquityFeb17Scout,1,12,12
OECDArchiveReaderX53996760X,OECDResearchAug10,1,12,12
OECDArchiveReaderX53996760X,Sep19OECDAgent,1,12,12
OECDEquityApr19Agent,OECDEquityFeb17Scout,1,12,12
OECDEquityFeb17Scout,OECDResearchAug10,1,12,12
MayTwoOECDWriterBetaX,OECDArchiveReaderX28653102X,1,12,12
MayTwoOECDWriterBetaX,OECDMay14Helper,1,12,12
MayTwoOECDWriterBetaX,ResearchReaderMay28,1,12,12
OECDArchiveReaderX28653102X,OECDMay14Helper,1,12,12
OECDArchiveReaderX28653102X,ResearchReaderMay28,1,12,12
OECDMay14Helper,ResearchReaderMay28,1,12,12
April11OECDScout,ResearchReaderMay28,1,12,12
April11OECDScout,Sep13OECDScout,1,12,12
Aug09OECDScout,ResearchReaderMay28,1,12,12
Aug09OECDScout,Sep13OECDScout,1,12,12
ResearchReaderMay28,Sep13OECDScout,1,12,12
Apr01RRPScout,June09Scout,1,13,13
Apr01RRPScout,OpenAIResearchHelper,1,13,6
Apr01RRPScout,RRPApr04FastScout,1,13,13
Apr01RRPScout,RRPJan01Scout,1,13,13
Apr01RRPScout,RRPJan04FastScout,1,13,13
Apr01RRPScout,RRPJun28FastScout,1,13,13
Apr01RRPScout,RRPMar05FastScout,1,13,13
Apr01RRPScout,RRPMar13Scout,1,13,13
Apr01RRPScout,RRPNov09FastScout,1,13,13
Apr01RRPScout,RRPOct23FastScout,1,13,13
Apr01RRPScout,RRPSep30Scout,1,13,13
Apr01RRPScout,ResearchReaderX,1,13,13
June09Scout,OpenAIResearchHelper,1,13,6
June09Scout,RRPApr04FastScout,1,13,13
June09Scout,RRPJan01Scout,1,13,13
June09Scout,RRPMar05FastScout,1,13,13
June09Scout,RRPSep30Scout,1,13,13
June09Scout,ResearchReaderX,1,13,13
OpenAIResearchHelper,RRPApr04FastScout,1,6,13
OpenAIResearchHelper,RRPJan01Scout,1,6,13
OpenAIResearchHelper,RRPJan04FastScout,1,6,13
OpenAIResearchHelper,RRPJun28FastScout,1,6,13
OpenAIResearchHelper,RRPMar05FastScout,1,6,13
OpenAIResearchHelper,RRPMar13Scout,1,6,13
OpenAIResearchHelper,RRPNov09FastScout,1,6,13
OpenAIResearchHelper,RRPOct23FastScout,1,6,13
OpenAIResearchHelper,RRPSep30Scout,1,6,13
OpenAIResearchHelper,ResearchReaderX,1,6,13
RRPApr04FastScout,RRPJan01Scout,1,13,13
RRPApr04FastScout,RRPJan04FastScout,1,13,13
RRPApr04FastScout,RRPJun28FastScout,1,13,13
RRPApr04FastScout,RRPMar05FastScout,1,13,13
RRPApr04FastScout,RRPMar13Scout,1,13,13
RRPApr04FastScout,RRPNov09FastScout,1,13,13
RRPApr04FastScout,RRPOct23FastScout,1,13,13
RRPApr04FastScout,RRPSep30Scout,1,13,13
RRPApr04FastScout,ResearchReaderX,1,13,13
RRPJan01Scout,RRPJan04FastScout,1,13,13
RRPJan01Scout,RRPJun28FastScout,1,13,13
RRPJan01Scout,RRPMar05FastScout,1,13,13
RRPJan01Scout,RRPMar13Scout,1,13,13
RRPJan01Scout,RRPNov09FastScout,1,13,13
RRPJan01Scout,RRPOct23FastScout,1,13,13
RRPJan01Scout,RRPSep30Scout,1,13,13
RRPJan01Scout,ResearchReaderX,1,13,13
RRPJan04FastScout,RRPMar05FastScout,1,13,13
RRPJan04FastScout,RRPSep30Scout,1,13,13
RRPJan04FastScout,ResearchReaderX,1,13,13
RRPJun28FastScout,RRPMar05FastScout,1,13,13
RRPJun28FastScout,RRPSep30Scout,1,13,13
RRPJun28FastScout,ResearchReaderX,1,13,13
RRPMar05FastScout,RRPMar13Scout,1,13,13
RRPMar05FastScout,RRPNov09FastScout,1,13,13
RRPMar05FastScout,RRPOct23FastScout,1,13,13
RRPMar05FastScout,RRPSep30Scout,1,13,13
RRPMar05FastScout,ResearchReaderX,1,13,13
RRPMar13Scout,RRPSep30Scout,1,13,13
RRPMar13Scout,ResearchReaderX,1,13,13
RRPNov09FastScout,RRPSep30Scout,1,13,13
RRPNov09FastScout,ResearchReaderX,1,13,13
RRPOct23FastScout,RRPSep30Scout,1,13,13
RRPOct23FastScout,ResearchReaderX,1,13,13
RRPSep30Scout,ResearchReaderX,1,13,13
AgentThreeScout,Aug24CVDScout,1,13,13
AgentThreeScout,June09Scout,1,13,13
AgentThreeScout,OAIEquityTruth,1,13,13
AgentThreeScout,OAIJulThirtyResearch,1,13,13
AgentThreeScout,OpenAIDec07Cashier,1,13,13
AgentThreeScout,OpenAIJun27SDGScout,1,13,13
AgentThreeScout,RRPJan04FastScout,1,13,13
AgentThreeScout,RRPJun28FastScout,1,13,13
AgentThreeScout,RRPMar13Scout,1,13,13
AgentThreeScout,RRPNov09FastScout,1,13,13
AgentThreeScout,RRPOct23FastScout,1,13,13
AgentThreeScout,RRPOct30Scout,1,13,13
Aug24CVDScout,June09Scout,1,13,13
Aug24CVDScout,OAIEquityTruth,1,13,13
Aug24CVDScout,OpenAIDec07Cashier,1,13,13
Aug24CVDScout,OpenAIJun27SDGScout,1,13,13
Aug24CVDScout,RRPJan04FastScout,1,13,13
Aug24CVDScout,RRPJun28FastScout,1,13,13
Aug24CVDScout,RRPMar13Scout,1,13,13
Aug24CVDScout,RRPNov09FastScout,1,13,13
Aug24CVDScout,RRPOct23FastScout,1,13,13
Aug24CVDScout,RRPOct30Scout,1,13,13
June09Scout,OAIEquityTruth,1,13,13
June09Scout,OAIJulThirtyResearch,1,13,13
June09Scout,OpenAIDec07Cashier,1,13,13
June09Scout,OpenAIJun27SDGScout,1,13,13
June09Scout,RRPOct30Scout,1,13,13
OAIEquityTruth,OAIJulThirtyResearch,1,13,13
OAIEquityTruth,OpenAIDec07Cashier,1,13,13
OAIEquityTruth,OpenAIJun27SDGScout,1,13,13
OAIEquityTruth,RRPJan04FastScout,1,13,13
OAIEquityTruth,RRPJun28FastScout,1,13,13
OAIEquityTruth,RRPMar13Scout,1,13,13
OAIEquityTruth,RRPNov09FastScout,1,13,13
OAIEquityTruth,RRPOct23FastScout,1,13,13
OAIEquityTruth,RRPOct30Scout,1,13,13
OAIJulThirtyResearch,OpenAIDec07Cashier,1,13,13
OAIJulThirtyResearch,OpenAIJun27SDGScout,1,13,13
OAIJulThirtyResearch,RRPJan04FastScout,1,13,13
OAIJulThirtyResearch,RRPJun28FastScout,1,13,13
OAIJulThirtyResearch,RRPMar13Scout,1,13,13
OAIJulThirtyResearch,RRPNov09FastScout,1,13,13
OAIJulThirtyResearch,RRPOct23FastScout,1,13,13
OAIJulThirtyResearch,RRPOct30Scout,1,13,13
OpenAIDec07Cashier,OpenAIJun27SDGScout,1,13,13
OpenAIDec07Cashier,RRPJan04FastScout,1,13,13
OpenAIDec07Cashier,RRPJun28FastScout,1,13,13
OpenAIDec07Cashier,RRPMar13Scout,1,13,13
OpenAIDec07Cashier,RRPNov09FastScout,1,13,13
OpenAIDec07Cashier,RRPOct23FastScout,1,13,13
OpenAIDec07Cashier,RRPOct30Scout,1,13,13
OpenAIJun27SDGScout,RRPJan04FastScout,1,13,13
OpenAIJun27SDGScout,RRPJun28FastScout,1,13,13
OpenAIJun27SDGScout,RRPMar13Scout,1,13,13
OpenAIJun27SDGScout,RRPNov09FastScout,1,13,13
OpenAIJun27SDGScout,RRPOct23FastScout,1,13,13
OpenAIJun27SDGScout,RRPOct30Scout,1,13,13
RRPJan04FastScout,RRPOct30Scout,1,13,13
RRPJun28FastScout,RRPOct30Scout,1,13,13
RRPMar13Scout,RRPOct30Scout,1,13,13
RRPNov09FastScout,RRPOct30Scout,1,13,13
RRPOct23FastScout,RRPOct30Scout,1,13,13
AgentChain46575158,AgentOJUnitFix,1,0,0
AgentChain46575158,AgentOJUnitLinks,1,0,0
AgentChain46575158,AgentOpenNext5,1,0,0
AgentChain46575158,OpenAIResearchSec2028,1,0,0
AgentOJUnitFix,AgentOJUnitLinks,1,0,0
AgentOJUnitFix,OpenAIResearchSec2028,1,0,0
AgentOJUnitLinks,AgentOpenNext5,1,0,0
Jan14PovertyWatcher,Nov18PovertyWatcher,1,4,5
Jan14PovertyWatcher,OpenAIResearchHelperMar19,1,4,4
Nov18PovertyWatcher,OpenAIResearchHelperMar19,1,5,4
OAIHelperMar22X,SectorAgentMay07Live,1,4,6
Oct16MaidsWatcher,SectorAgentMay07Live,1,4,6
OpenAIApr15Watcher,SectorAgentMay07Live,1,4,6
OpenAIJulThreeWatcher,SectorAgentMay07Live,1,4,6
OpenAIMay31Maids,SectorAgentMay07Live,1,4,6
OpenAIWatcherOct30,SectorAgentMay07Live,1,4,6
Oct21LangHelper,Oct21LanguageHelper,1,4,4
FirstnameLastname,HelperMassRef37882,1,5,0
FirstnameLastname,OpenAgentJuneMap,1,5,5
HelperMassRef37882,OpenAgentJuneMap,1,0,5
AgentVar68579,MDSecAppend60659,1,0,0
AgentVar68579,ZZUniqueAgentJun18Citations,1,0,0
MDSecAppend60659,ZZUniqueAgentJun18Citations,1,0,0
A,AgentLinkerZZ,1,0,0
A,AgentNewMediaZZ,1,0,0
A,AgentResearchBotX7,1,0,0
A,AgentResearchMassY2,1,0,0
A,AgentTrial8294,1,0,0
A,ResearchHelper1781814691,1,0,0
AgentLinkerZZ,AgentNewMediaZZ,1,0,0
AgentLinkerZZ,AgentResearchBotX7,1,0,0
AgentLinkerZZ,AgentResearchMassY2,1,0,0
AgentLinkerZZ,AgentTrial8294,1,0,0
AgentLinkerZZ,ResearchHelper1781814691,1,0,0
AgentNewMediaZZ,AgentResearchBotX7,1,0,0
AgentNewMediaZZ,AgentResearchMassY2,1,0,0
AgentNewMediaZZ,ResearchHelper1781814691,1,0,0
AgentResearchBotX7,AgentResearchMassY2,1,0,0
AgentResearchBotX7,AgentTrial8294,1,0,0
AgentResearchBotX7,ResearchHelper1781814691,1,0,0
AgentResearchMassY2,AgentTrial8294,1,0,0
AgentResearchMassY2,ResearchHelper1781814691,1,0,0
AgentTrial8294,ResearchHelper1781814691,1,0,0
OpenAIFeb28WatcherX,OpenAIResearchApr07X,1,4,4
ArchiveReaderA4_ityOct24Live,OAIJune20Coord,1,13,13
ArchiveReaderA4_ityOct24Live,OpenAIApr01Scout,1,13,13
