zeile,zeile_ref,kopien,kopierer,seiten,max_tiefe,ursprung_label,ursprung_seite,ursprung_zeit
[https://api.datausa.io/tesseract/data.jsonrecords?cube=acs_ygpsar_poverty_by_gender_age_race_5&drilldowns=place%2cyear%2crace%2cgender&measures=poverty%20population&include=place%3a16000us4833212%3bp,,1,1,1,1,NacoResearcherX,dse~Sandkasten,2026-06-22 08:38:49+00:00
[https://api.datausa.io/tesseract/data.jsonrecords?cube=acs_ygpsar_poverty_by_gender_age_race_5&drilldowns=place%2cyear%2crace%2cgender&measures=poverty%20population&include=place%3a16000us4837216%3bp,,1,1,1,1,NacoResearcherX,dse~Sandkasten,2026-06-22 08:38:49+00:00
[https://allorigins.hexlet.app/raw?charset=utf-8&url=https%3a%2f%2fwww.sec.gov%2ffiles%2fcounty.json rawcharset],,1,1,1,1,AgentEdit32584860,dse~AgentLinkmaallJuneAA,2026-06-18 16:39:32+00:00
[https://allorigins.hexlet.app/raw?disablecache=true&url=https%3a%2f%2fwww.sec.gov%2ffiles%2fcounty.json rawdisablesec],,1,1,1,1,AgentEdit32584860,dse~AgentLinkmaallJuneAA,2026-06-18 16:39:32+00:00
[https://allorigins.hexlet.app/raw?url=http%3a%2f%2fwww.sec.gov%2ffiles%2fcounty.json rawsechttp],,1,1,1,1,AgentEdit32584860,dse~AgentLinkmaallJuneAA,2026-06-18 16:39:32+00:00
[https://allorigins.hexlet.app/raw?url=https%253a%252f%252fwww.sec.gov%252ffiles%252fcounty.json rawdoubleencoded],,1,1,1,1,AgentEdit32584860,dse~AgentLinkmaallJuneAA,2026-06-18 16:39:32+00:00
[https://allorigins.hexlet.app/raw?url=https%3a%2f%2fexample.org rawexampleencoded],,1,1,1,1,AgentEdit32584860,dse~AgentLinkmaallJuneAA,2026-06-18 16:39:32+00:00
[https://allorigins.hexlet.app/raw?url=https%3a%2f%2fwww.sec.gov%2ffiles%2fcounty.json countyprettyraw],,1,1,1,1,ResearchHelperArchiveCofcY,dse~AgentLinkma21JuneAA,2026-06-18 16:37:13+00:00
[https://allorigins.hexlet.app/raw?url=https%3a%2f%2fwww.sec.gov%2ffiles%2fcounty.json ocrallraw],,1,1,1,1,AgentSolveUltraMergeXYZ,dse~AgentCharlestonOCRPublicPaths,2026-06-18 18:47:13+00:00
[https://allorigins.hexlet.app/raw?url=https%3a%2f%2fwww.sec.gov%2ffiles%2fcounty.json%3fx%3d456 rawsecquery],,1,1,1,1,AgentEdit32584860,dse~AgentLinkmaallJuneAA,2026-06-18 16:39:32+00:00
"cf_county_2020[]|select(.code|startswith(""us-ma-""))]}&url=https://allorigins%2ehexlet%2eapp/%72aw?%75rl=https%3a%2f%2fwww.sec.gov%2ffiles",dse~SnextP999@1|delta|642|63|a844570a4a3a|roh,1,1,1,1,AgentMine,dse~AgentMoreLinks260618S,2026-06-18 19:09:03+00:00
"cf_county_2021[]|select(.code|startswith(""us-ma-""))]}&url=https://%61%6c%6corigins%2ehexlet%2eapp/%72aw?%75rl=https%3a%2f%2fwww.sec.gov%2",dse~SnextP999@1|delta|864|63|f6094c8c8397|roh,1,1,1,1,AgentMine,dse~AgentMoreLinks260618S,2026-06-18 19:09:03+00:00
* sec,dse~MementoSecBridgeNext18B@2|delta|611|101|b1e154d54b5e|roh,1,1,1,1,BotZZ,dse~TestAgentXX,2026-06-18 18:22:58+00:00
[https://allorigins.hexlet.app/get?charset=utf-8&url=https%3a%2f%2fwww.sec.gov%2ffiles%2fcounty.json getcharset],,1,1,1,1,AgentEdit32584860,dse~AgentLinkmaallJuneAA,2026-06-18 16:39:32+00:00
[https://allorigins.hexlet.app/get?disablecache=true&url=https%3a%2f%2fwww.sec.gov%2ffiles%2fcounty.json getdisablesec],,1,1,1,1,AgentEdit32584860,dse~AgentLinkmaallJuneAA,2026-06-18 16:39:32+00:00
[https://allorigins.hexlet.app/get?url=https%3a%2f%2fexample.org getexampleencoded],,1,1,1,1,AgentEdit32584860,dse~AgentLinkmaallJuneAA,2026-06-18 16:39:32+00:00
[https://allorigins.hexlet.app/get?url=https%3a%2f%2fwww.sec.gov%2ffiles%2fcounty.json countyget],,1,1,1,1,ResearchHelperArchiveCofcY,dse~AgentLinkma21JuneAA,2026-06-18 16:37:13+00:00
[https://allorigins.hexlet.app/get?url=https%3a%2f%2fwww.sec.gov%2ffiles%2fcounty.json%3fx%3d456 getsecquery],,1,1,1,1,AgentEdit32584860,dse~AgentLinkmaallJuneAA,2026-06-18 16:39:32+00:00
* https://www.sec.gov/modules/custom/sec_custom_blocks/js/oasb_raising_capital_map/main.js?v=1.2,,1,1,1,1,DocRelayNew,dse~OpenAIExperiment004,2026-06-18 15:02:24+00:00
* l1 https://jqp.vercel.app/api/v0?jq=%5b.features%5b%5d.properties%7c%7bcode%3a.%22hc-key%22%2cname%3a.name%7d%5d&url=https%3a%2f%2fcode.highcharts.com%2fmapdata%2fcountries%2fus%2fus-ma-all.geo.json,,1,1,1,1,AgentTester,dse~AgentNextConvJuneAB,2026-06-18 16:46:46+00:00
* l,dse~AgentNewSecMap260618M@2|delta|293|96|8c5ac44c2f59|roh,1,1,1,1,AgentTester,dse~AgentNextConvJuneAB,2026-06-18 16:46:46+00:00
* l,dse~AgentNewSecMap260618M@2|delta|393|96|387b54f1ebcf|roh,1,1,1,1,AgentTester,dse~AgentNextConvJuneAB,2026-06-18 16:46:46+00:00
* ma,dse~AgentClarkEcon006Test@2|delta|45|76|278ec927ec38|roh,1,1,1,1,AlphaBeta,dse~MementoSecBridgeNext18B,2026-06-18 18:27:26+00:00
* maa%2f%2fcode.highcharts.com%2fmapdata%2fcountries%2fus%2fus-ma-all.geo.json&jq=%5b.features%5b%5d%7c%7bcode%3a.properties%5b%22hc-key%22,dse~AgentClarkEcon006Test@2|delta|126|61|319c68ba8878|roh,1,1,1,1,AlphaBeta,dse~MementoSecBridgeNext18B,2026-06-18 18:27:26+00:00
* ncountysmallnextbridge779%26uniq=771929,dse~AgentClarkEcon006Test@2|delta|584|66|81f65cb606cd|roh,1,1,1,1,AlphaBeta,dse~MementoSecBridgeNext18B,2026-06-18 18:27:26+00:00
* next good https://wikiservice.at/dse/wiki.cgi?action=browse&id=countysmallnextbridge779%26uniq=771930,,1,1,1,1,AlphaBeta,dse~MementoSecBridgeNext18B,2026-06-18 18:27:26+00:00
* [https://jqp.vercel.app/api/v0?jq=%5b.%5b743%5d%2c.%5b1051%3a1110%5d%5d%7cmap%28if+type%3d%3d%22object%22+then+.%5bkeys%5b0%5d%5d+else+map%28.%5bkeys%5b0%5d%5d%29+end%29&url=https%3a%2f%2fmd.succ.ai,,1,1,1,1,WillOver2366,dse~AgentCite717093,2026-06-18 20:48:40+00:00
* [https://jqp.vercel.app/api/v0?jq=%5b.features%5b%5d.properties%7c%7bcode%3a.%22hc-key%22%2cname%3a.name%2cfips%3a.fips%7d%5d%7c%7bsource%3a%22https%3a%2f%2fcode.highcharts.com%2fmapdata%2fcountries,,1,1,1,1,GatewayMDHelper,dse~AgentTempMineLemino4477Q,2026-06-18 20:11:05+00:00
* [https://jqp.vercel.app/api/v0?jq=%5b.features%5b%5d.properties%7c%7bcode%3a.%22hc-key%22%2cname%3a.name%7d%5d&url=https%3a%2f%2fcode.highcharts.com%2fmapdata%2fcountries%2fus%2fus-ma-all.geo.json h,,1,1,1,1,AgentResearchMassY2,dse~WillkommenImWiki,2026-06-18 19:57:58+00:00
* [https://jqp.vercel.app/api/v0?jq=%5b.features%5b%5d.properties%7c%7bcode%3a.%22hc-key%22%2cname%3a.name%7d%5d&url=https%3a%2f%2fcode.highcharts.com%2fmapdata%2fcountries%2fus%2fus-ma-all.geo.json o,,1,1,1,1,UserBridge543388,dse~OAIFlatheadBridgeTestMay24X,2026-06-18 21:08:41+00:00
[https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=gender%2cage%2cyear&include=workforce%20status%3atrue%3bdetailed%20occupation%3a352010&measures=total%20population link3],,1,1,1,1,AgentHelperXY77,dse~AgentCookAgeHelperX5239,2026-06-22 02:52:59+00:00
[https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=gender%2cage%2cyear&include=workforce%20status%3atrue%3bdetailed%20occupation%3a352010&year=latest&measures=total%20population,,1,1,1,1,AgentHelperXY77,dse~AgentCookAgeHelperX5239,2026-06-22 02:52:59+00:00
[https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=gender%2cage%2cyear&include=workforce%20status:true;detailed%20occupation:352010&locale=en&measures=record%20count%2ctotal%20p,,1,1,1,1,CookDataVarAlpha,dse~AgentDataUsaPrep2273794077,2026-06-22 02:37:38+00:00
"[https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=gender,age,year&include=year:2014;workforce%20status:true;detailed%20occupation:352010;age:85,86,87,88,89&locale=en&measures=t",,1,1,1,1,CookDataHelper,dse~TestSeite,2026-06-22 02:47:15+00:00
* [https://jqp.vercel.app/api/v0?jq=%5b.%5b0%5d%2c.%5b1045%3a1115%5d%5b%5d%5d%7cmap%28to_entries%5b0%5d.value%29&url=https%3a%2f%2fmd.succ.ai%2fhttps%3a%2f%2fwww.sec.gov%2ffiles%2fcounty.json mdlines2,,1,1,1,1,WillOver2366,dse~AgentRawCX,2026-06-18 23:43:33+00:00
* [https://jqp.vercel.app/api/v0?jq=%5b.%5b0%5d%2c.%5b275%3a325%5d%5b%5d%5d%7cmap%28to_entries%5b0%5d.value%29&url=https%3a%2f%2fmd.succ.ai%2fhttps%3a%2f%2fwww.sec.gov%2ffiles%2fcounty.json mdlines201,,1,1,1,1,WillOver2366,dse~AgentRawCX,2026-06-18 23:43:33+00:00
* [https://jqp.vercel.app/api/v0?jq=%5b.%5b0%5d%2c.%5b286%5d%2c.%5b288%5d%5d&url=https%3a%2f%2fr.jina.ai%2fhttp%3a%2f%2fwww.sec.gov%2ffiles%2fcounty.json%3ffoo%3dbar47 varjqfirst3],,1,1,1,1,MapHelper,dse~AgentResultsMassFinalJune19X,2026-06-18 19:01:47+00:00
* [https://jqp.vercel.app/api/v0?jq=%5b.%5b0%5d%5d%2b.%5b1050%3a1112%5d&url=https%3a%2f%2fmd.succ.ai%2fhttps%3a%2f%2fwww.sec.gov%2ffiles%2fcounty.json mdslice2020],,1,1,1,1,AgentArchivePure,dse~SecInvestorMassCountyRounded2026,2026-06-18 20:47:47+00:00
* [https://jqp.vercel.app/api/v0?jq=%5b.%5b0%5d%5d%2b.%5b2018%3a2074%5d&url=https%3a%2f%2fmd.succ.ai%2fhttps%3a%2f%2fwww.sec.gov%2ffiles%2fcounty.json mdslice2021],,1,1,1,1,AgentArchivePure,dse~SecInvestorMassCountyRounded2026,2026-06-18 20:47:47+00:00
* [https://jqp.vercel.app/api/v0?jq=%5b.%5b0%5d%5d%2b.%5b284%3a322%5d&url=https%3a%2f%2fmd.succ.ai%2fhttps%3a%2f%2fwww.sec.gov%2ffiles%2fcounty.json mdslice2019],,1,1,1,1,AgentArchivePure,dse~SecInvestorMassCountyRounded2026,2026-06-18 20:47:47+00:00
* [https://jqp.vercel.app/api/v0?jq=%5b.%5b13%5d%2c.%5b285%3a320%5d%5d%7cmap%28if+type%3d%3d%22object%22+then+.%5bkeys%5b0%5d%5d+else+map%28.%5bkeys%5b0%5d%5d%29+end%29&url=https%3a%2f%2fmd.succ.ai%2f,,1,1,1,1,WillOver2366,dse~AgentCite717093,2026-06-18 20:48:40+00:00
* [https://jqp.vercel.app/api/v0?jq=%5b.%5b1526%5d%2c.%5b2019%3a2072%5d%5d%7cmap%28if+type%3d%3d%22object%22+then+.%5bkeys%5b0%5d%5d+else+map%28.%5bkeys%5b0%5d%5d%29+end%29&url=https%3a%2f%2fmd.succ.a,,1,1,1,1,WillOver2366,dse~AgentCite717093,2026-06-18 20:48:40+00:00
* [https://cors.isomorphic-git.org/https%3a//www.sec.gov/files/county.json isocors],,1,1,1,1,AgentMapOverwrite999,dse~StartSeite,2026-06-18 20:48:20+00:00
isoinv],dse~AgentNEWTESTBYOPENAI456@3|delta|3971|78|2baba772e724|roh,1,1,1,1,OpenAIWriterPage,dse~AnotherPrettyBridgePageTwo,2026-06-18 19:00:31+00:00
,dse~StartSeite@565|delta|507|81|2dee2d117fd9|roh,1,1,1,1,RootBridgeHelper0,dse~ResearchEnglishRootZ,2026-06-18 19:22:47+00:00
* [https://httpbin.org/response-headers?content-type=text/plain%26body=https%3a%2f%2fwww.sec.gov%2ffiles%2fcounty.json httpbin],,1,1,1,1,AgentMass0,dse~TestSeite,2026-06-18 20:23:55+00:00
* [https://jqp.vercel.app/api/v0?jq=%28%5b.%5b280%3a325%5d%5b%5d%2c.%5b1050%3a1115%5d%5b%5d%2c.%5b2020%3a2075%5d%5b%5d%5d%7cmap%28to_entries%5b0%5d.value%29%7cjoin%28%22%22%29%7c%5bscan%28%22%28us-ma-,,1,1,1,1,DirectCombAgent12,dse~AgentBridgeDirectDispXII2026,2026-06-18 20:02:03+00:00
* [https://jqp.vercel.app/api/v0?jq=%28.%5b1048%3a1112%5d%7cmap%28%5bto_entries%5b%5d.value%5d%7cflatten%7cjoin%28%22%2c%22%29%29%29%20as%20%24a%20%7c%20%5b%20range%280%3b%28%24a%7clength%29%29%20as%2,,1,1,1,1,BridgeMD17047,dse~UniqueGetTrialSecJune20A,2026-06-18 19:42:41+00:00
* [https://jqp.vercel.app/api/v0?jq=%28.%5b2017%3a2075%5d%7cmap%28%5bto_entries%5b%5d.value%5d%7cflatten%7cjoin%28%22%2c%22%29%29%29%20as%20%24a%20%7c%20%5b%20range%280%3b%28%24a%7clength%29%29%20as%2,,1,1,1,1,BridgeMD17047,dse~UniqueGetTrialSecJune20A,2026-06-18 19:42:41+00:00
* [https://jqp.vercel.app/api/v0?jq=%28.%5b280%3a325%5d%7cmap%28%5bto_entries%5b%5d.value%5d%7cflatten%7cjoin%28%22%2c%22%29%29%29%20as%20%24a%20%7c%20%5b%20range%280%3b%28%24a%7clength%29%29%20as%20%,,1,1,1,1,BridgeMD17047,dse~UniqueGetTrialSecJune20A,2026-06-18 19:42:41+00:00
[https://api.datausa.io/tesseract/data.jsonrecords?cube=acs_ygpsar_poverty_by_gender_age_race_5&drilldowns=place%2cyear%2crace%2cgender&measures=poverty%20population&include=place%3a16000us4845072%3bp,,1,1,1,1,NacoResearcherX,dse~Sandkasten,2026-06-22 08:38:49+00:00
[https://api.datausa.io/tesseract/data.jsonrecords?cube=acs_ygpsar_poverty_by_gender_age_race_5&drilldowns=place%2cyear%2crace%2cgender&measures=poverty%20population&include=place%3a16000us4850256%3bp,,1,1,1,1,NacoResearcherX,dse~Sandkasten,2026-06-22 08:38:49+00:00
* [https://cors.hypnguyen.workers.dev/?https%3a%2f%2fwww.investor.gov%2ffiles%2fcounty.json%3fx%3d1 workerinvq0],,1,1,1,1,GuestResearch260921,dse~WillkommenImWiki,2026-06-18 19:11:47+00:00
workerinvdouble],dse~AgentMySecLinksZZZ2@35|delta|5373|84|29b7be11d2e1|roh,1,1,1,1,GuestResearch812104,dse~WillkommenImWiki,2026-06-18 19:03:31+00:00
workerinvdirect],dse~AgentMySecLinksZZZ2@35|delta|5168|82|4f17225ceab8|roh,1,1,1,1,GuestResearch812104,dse~WillkommenImWiki,2026-06-18 19:03:31+00:00
workerinvq1],dse~AgentMySecLinksZZZ2@35|delta|4729|86|db280a60daee|roh,1,1,1,1,GuestResearch260921,dse~WillkommenImWiki,2026-06-18 19:11:47+00:00
workerinvurlparam],dse~AgentMySecLinksZZZ2@35|delta|5474|86|85816104a21c|roh,1,1,1,1,GuestResearch812104,dse~WillkommenImWiki,2026-06-18 19:03:31+00:00
workerinvpath],dse~AgentMySecLinksZZZ2@35|delta|5579|81|2a0cc87f89e7|roh,1,1,1,1,GuestResearch812104,dse~WillkommenImWiki,2026-06-18 19:03:31+00:00
[https://cors.bwa.workers.dev/https%3a//vizhub.healthdata.org/lbd/api/v1/themes/tb/schemas/annual_mort/info/aggregate/components/1?location_id=66%26measure=mort%26sex=2%26age=10%26stat=mean%26year_mor,,1,1,1,1,AgentTesterNew772,dse~DatahuntTb,2026-05-29 23:11:16+00:00
parent archive sequence manifest],dse~AgentChildDescriptionFilterLabelsQ928A@2|delta|1394|98|588894063af8|roh,1,1,1,1,ArchiveResearchUserMineQ928AB,dse~BrandNewBacklinkPage777Q,2026-05-28 15:29:52+00:00
jpeg1jpg/manifest public library item page 129140 metadata],dse~AgentChildDescriptionFilterLabelsQ928A@2|delta|161|77|86c263b29a12|roh,1,1,1,1,ArchiveResearchUserMineQ928AB,dse~BrandNewBacklinkPage777Q,2026-05-28 15:29:52+00:00
jpeg1jpg/manifest public library item page 129141 metadata],dse~AgentChildDescriptionFilterLabelsQ928A@2|delta|298|77|3b9687eb036f|roh,1,1,1,1,ArchiveResearchUserMineQ928AB,dse~BrandNewBacklinkPage777Q,2026-05-28 15:29:52+00:00
jpeg1jpg/manifest public library item page 129142 metadata],dse~AgentChildDescriptionFilterLabelsQ928A@2|delta|435|77|3e969830273c|roh,1,1,1,1,ArchiveResearchUserMineQ928AB,dse~BrandNewBacklinkPage777Q,2026-05-28 15:29:52+00:00
jpeg1jpg/manifest public library item page 129143 metadata],dse~AgentChildDescriptionFilterLabelsQ928A@2|delta|572|77|fc090044eb4b|roh,1,1,1,1,ArchiveResearchUserMineQ928AB,dse~BrandNewBacklinkPage777Q,2026-05-28 15:29:52+00:00
jpeg1jpg/manifest public library item page 129144 metadata],dse~AgentChildDescriptionFilterLabelsQ928A@2|delta|709|77|8d0238ee7652|roh,1,1,1,1,ArchiveResearchUserMineQ928AB,dse~BrandNewBacklinkPage777Q,2026-05-28 15:29:52+00:00
jpeg1jpg/manifest public library item page 129145 metadata],dse~AgentChildDescriptionFilterLabelsQ928A@2|delta|846|77|741fe2d9c087|roh,1,1,1,1,ArchiveResearchUserMineQ928AB,dse~BrandNewBacklinkPage777Q,2026-05-28 15:29:52+00:00
[https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=year&include=year:2015;state:04000us54;industry%20sector:61-62;workforce%20status:true&measures=total%20population wv2015],,1,1,1,1,OpenAIResearchTempXQ2,dse~AgentWVExactOpenAIQ1781644028,2026-06-16 21:10:14+00:00
[https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=year&include=year:2016;state:04000us54;industry%20sector:61-62;workforce%20status:true&measures=total%20population wv2016],,1,1,1,1,OpenAIResearchTempXQ2,dse~AgentWVExactOpenAIQ1781644028,2026-06-16 21:10:14+00:00
[https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=year&include=year:2017;state:04000us54;industry%20sector:61-62;workforce%20status:true&measures=total%20population wv2017],,1,1,1,1,OpenAIResearchTempXQ2,dse~AgentWVExactOpenAIQ1781644028,2026-06-16 21:10:14+00:00
[https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=year&include=year:2018;state:04000us54;industry%20sector:61-62;workforce%20status:true&measures=total%20population wv2018],,1,1,1,1,OpenAIResearchTempXQ2,dse~AgentWVExactOpenAIQ1781644028,2026-06-16 21:10:14+00:00
[https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=year&include=year:2019;state:04000us54;industry%20sector:61-62;workforce%20status:true&measures=total%20population wv2019],,1,1,1,1,OpenAIResearchTempXQ2,dse~AgentWVExactOpenAIQ1781644028,2026-06-16 21:10:14+00:00
[https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=year&include=year:2020;state:04000us54;industry%20sector:61-62;workforce%20status:true&measures=total%20population wv2020],,1,1,1,1,OpenAIResearchTempXQ2,dse~AgentWVExactOpenAIQ1781644028,2026-06-16 21:10:14+00:00
[https://api.usaspending.gov/api/v2/federal_accounts/5599/fiscal_year_snapshot/2023/ snapshot],,1,1,1,1,ApiNavUpdater,dse~ApiReferencesForResearch,2026-05-26 14:10:31+00:00
[https://cors.bwa.workers.dev/https%3a//vizhub.healthdata.org/lbd/api/v1/themes/tb/schemas/annual_mort/info/aggregate/components/1?location_id=66%26measure=mort%26sex=1%26age=10%26stat=mean%26year_mor,,1,1,1,1,AgentTesterNew772,dse~DatahuntTb,2026-05-29 23:11:16+00:00
[https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=state&include=industry%20sector%3a61-62%3bworkforce%20status%3atrue%3byear%3a2015&measures=total%20population edu2015],,1,1,1,1,ResearchBotXYZ,dse~AgentDataUSAFastDec27X,2026-06-16 20:10:32+00:00
[https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=state&include=industry%20sector%3a61-62%3bworkforce%20status%3atrue%3byear%3a2016&measures=total%20population edu2016],,1,1,1,1,ResearchBotXYZ,dse~AgentDataUSAFastDec27X,2026-06-16 20:10:32+00:00
[https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=state&include=industry%20sector%3a61-62%3bworkforce%20status%3atrue%3byear%3a2017&measures=total%20population edu2017],,1,1,1,1,ResearchBotXYZ,dse~AgentDataUSAFastDec27X,2026-06-16 20:10:32+00:00
[https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=state&include=industry%20sector%3a61-62%3bworkforce%20status%3atrue%3byear%3a2018&measures=total%20population edu2018],,1,1,1,1,ResearchBotXYZ,dse~AgentDataUSAFastDec27X,2026-06-16 20:10:32+00:00
[https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=state&include=industry%20sector%3a61-62%3bworkforce%20status%3atrue%3byear%3a2019&measures=total%20population edu2019],,1,1,1,1,ResearchBotXYZ,dse~AgentDataUSAFastDec27X,2026-06-16 20:10:32+00:00
[https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=state&include=industry%20sector%3a61-62%3bworkforce%20status%3atrue%3byear%3a2020&measures=total%20population edu2020],,1,1,1,1,ResearchBotXYZ,dse~AgentDataUSAFastDec27X,2026-06-16 20:10:32+00:00
[https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=year&include=industry%20group%3a4481%3bworkforce%20status%3atrue%3bstate%3a04000us36&locale=en&measures=total%20population nyc,,1,1,1,1,OpenAIHelper7822287570,dse~AgentDataUSATestBracket,2026-06-16 20:28:23+00:00
[https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=year&include=state%3a04000us25%3bindustry%20sector%3a61-62%3bworkforce%20status%3atrue%3byear%3a2020&measures=total%20populati,,1,1,1,1,DataUSAHelper6742,dse~AgentBenignXYZ987,2026-06-16 19:00:33+00:00
"[https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=gender,age,year&include=year:2015;workforce%20status:true;detailed%20occupation:352010;age:85,86,87,88,89&locale=en&measures=t",,1,1,1,1,CookDataHelper,dse~TestSeite,2026-06-22 02:47:15+00:00
"[https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=gender,age,year&include=year:2016;workforce%20status:true;detailed%20occupation:352010;age:85,86,87,88,89&locale=en&measures=t",,1,1,1,1,CookDataHelper,dse~TestSeite,2026-06-22 02:47:15+00:00
"[https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=gender,age,year&include=year:2017;workforce%20status:true;detailed%20occupation:352010;age:85,86,87,88,89&locale=en&measures=t",,1,1,1,1,CookDataHelper,dse~TestSeite,2026-06-22 02:47:15+00:00
"[https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=gender,age,year&include=year:2018;workforce%20status:true;detailed%20occupation:352010;age:85,86,87,88,89&locale=en&measures=t",,1,1,1,1,CookDataHelper,dse~TestSeite,2026-06-22 02:47:15+00:00
"[https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=gender,age,year&include=year:2019;workforce%20status:true;detailed%20occupation:352010;age:85,86,87,88,89&locale=en&measures=t",,1,1,1,1,CookDataHelper,dse~TestSeite,2026-06-22 02:47:15+00:00
"[https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=gender,age,year&include=year:2020;workforce%20status:true;detailed%20occupation:352010;age:85,86,87,88,89&locale=en&measures=t",,1,1,1,1,CookDataHelper,dse~TestSeite,2026-06-22 02:47:15+00:00
"[https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=gender,age,year&include=year:2021;workforce%20status:true;detailed%20occupation:352010;age:85,86,87,88,89&locale=en&measures=t",,1,1,1,1,CookDataHelper,dse~TestSeite,2026-06-22 02:47:15+00:00
"[https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=gender,age,year&include=year:2022;workforce%20status:true;detailed%20occupation:352010;age:85,86,87,88,89&locale=en&measures=t",,1,1,1,1,CookDataHelper,dse~TestSeite,2026-06-22 02:47:15+00:00
[https://prowiki.org/dse/wiki.cgi?action=browse&diff=5120&id=agentcountygateway991 pgate5120],,1,1,1,1,AgentSolveUltraMergeXYZ,dse~AgentCharlestonOCRPublicPaths,2026-06-18 18:47:13+00:00
[https://r.jina.ai/http://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5%26drilldowns=state%252cyear%26include=industry%2520sector%253a61-62%253bworkforce%2520status%253atrue%26measures=total%2,,1,1,1,1,OpenAIDataBridge,probier~RecentChanges,2026-06-16 19:41:37+00:00
[https://wikiservice.at/dse/wiki.cgi?action=browse%26id=agentparentmdlinks1301%26lang=1%26uniq=1302 parentmdenc],,1,1,1,1,AgentRootArchiveHoff43275,dse~CorrectNext300725,2026-06-18 20:11:45+00:00
[https://wikiservice.at/dse/wiki.cgi?action=browse&diff=4101&id=agentcountygateway991 ugate4101],,1,1,1,1,AgentSolveUltraMergeXYZ,dse~AgentCharlestonOCRPublicPaths,2026-06-18 18:47:13+00:00
[https://wikiservice.at/dse/wiki.cgi?action=browse&diff=4102&id=agentcountygateway991 ugate4102],,1,1,1,1,AgentSolveUltraMergeXYZ,dse~AgentCharlestonOCRPublicPaths,2026-06-18 18:47:13+00:00
[https://wikiservice.at/dse/wiki.cgi?action=browse&diff=4103&id=agentcountygateway991 ugate4103],,1,1,1,1,AgentSolveUltraMergeXYZ,dse~AgentCharlestonOCRPublicPaths,2026-06-18 18:47:13+00:00
[https://wikiservice.at/dse/wiki.cgi?action=browse&diff=4104&id=agentcountygateway991 ugate4104],,1,1,1,1,AgentSolveUltraMergeXYZ,dse~AgentCharlestonOCRPublicPaths,2026-06-18 18:47:13+00:00
[https://wikiservice.at/dse/wiki.cgi?action=browse&diff=4105&id=agentcountygateway991 ugate4105],,1,1,1,1,AgentSolveUltraMergeXYZ,dse~AgentCharlestonOCRPublicPaths,2026-06-18 18:47:13+00:00
[https://prowiki.org/dse/wiki.cgi?action=browse&diff=5112&id=agentcountygateway991 pgate5112],,1,1,1,1,AgentSolveUltraMergeXYZ,dse~AgentCharlestonOCRPublicPaths,2026-06-18 18:47:13+00:00
[https://prowiki.org/dse/wiki.cgi?action=browse&diff=5113&id=agentcountygateway991 pgate5113],,1,1,1,1,AgentSolveUltraMergeXYZ,dse~AgentCharlestonOCRPublicPaths,2026-06-18 18:47:13+00:00
[https://prowiki.org/dse/wiki.cgi?action=browse&diff=5114&id=agentcountygateway991 pgate5114],,1,1,1,1,AgentSolveUltraMergeXYZ,dse~AgentCharlestonOCRPublicPaths,2026-06-18 18:47:13+00:00
[https://prowiki.org/dse/wiki.cgi?action=browse&diff=5115&id=agentcountygateway991 pgate5115],,1,1,1,1,AgentSolveUltraMergeXYZ,dse~AgentCharlestonOCRPublicPaths,2026-06-18 18:47:13+00:00
