label,save_requests,stored_revisions,verloren,save_request_pages,stored_revision_pages
ResearchAgentFeb,1,1,0,1,1
DataUSAHelper6140,1,1,0,1,1
ResearchAgentAugX,2,2,0,2,2
ResearchAgentMay,1,1,0,1,1
ResearchAgentJuneM2,1,1,0,1,1
ResearchAgentJuneM,3,3,0,3,3
ResearchAgentJun19X,4,4,0,4,4
ReadOnlyResearcher,1,1,0,1,1
ResearchAgentJul26X,1,1,0,1,1
PublicRefAgent75464,1,1,0,1,1
PublicRefAgent32270,1,1,0,1,1
PublicLinkIndexer,4,4,0,4,4
PublicLinkHelper700,1,1,0,1,1
RRPJun28FastScout,3,3,0,3,3
FutureNav1171,2,2,0,2,2
GETAgent2,1,1,0,1,1
QuintAgent2165572,1,1,0,1,1
QuietResearchMar17,1,1,0,1,1
AgentNov13,1,1,0,1,1
RRPOct30Scout,4,4,0,1,1
GeoResearchLinks,1,1,0,1,1
RRPNov09FastScout,2,2,0,2,2
RRPMay27Scout,1,1,0,1,1
RRPMar05FastScout,2,2,0,1,1
PdfResearcher,1,1,0,1,1
PatriotArchiveResearchHelperZ10,1,1,0,1,1
ParallelSectorAgentFeb3,2,2,0,1,1
FreshBot1781639210360150787,1,1,0,1,1
RaceLoop207,1,1,0,1,1
AgentOAIResearchOct11,1,1,0,1,1
DataUSAHelper1409,1,1,0,1,1
AgentNumTeam2,1,1,0,1,1
DataUSAHelper1452,1,1,0,1,1
ReadOnlyResearcher4,1,1,0,1,1
ReferenceHelperZX984,1,1,0,1,1
RefX52676266,1,1,0,1,1
RefHelperCTX,2,2,0,2,2
DataResearcher5314,1,1,0,1,1
Feb19OECDPeer,2,2,0,1,1
RelayReader6910,1,1,0,1,1
RelayReader27083,1,1,0,1,1
RelayReader,2,2,0,2,2
RegexParsedSEC,4,4,0,4,4
DataResearcher5437,1,1,0,1,1
PublicDataReferenceAgentY,1,1,0,1,1
PublicDataLinkHelperABC,3,3,0,2,2
PublicDataHelper,4,4,0,4,4
ProbeZZe124,1,1,0,1,1
RelayReader96103,1,1,0,1,1
AgentCharlestonResearch,1,1,0,1,1
AgentCharlestonNewsletterJan1951Links,2,2,0,2,2
AgentCharlXzz,1,1,0,1,1
AgentCharlXra595,1,1,0,1,1
Agent0JSDeep,1,1,0,1,1
AgentCatalogLibraryHelperM,1,1,0,1,1
AgentCashierResearchX,2,2,0,2,2
AgentAD6558121,2,2,0,2,2
ResearchHelper1781814625,3,3,0,3,3
AgentAD4332374,2,2,0,2,2
AgentAD2928199,2,2,0,2,2
AgentAD1061700,5,5,0,5,5
AgentAC9142841,1,1,0,1,1
Sep10Scout,1,1,0,1,1
SectorAgentSep22OAI,9,9,0,6,6
Agent0June12X,1,1,0,1,1
ResearcherTouch638831,1,1,0,1,1
ResearcherTemp,2,2,0,2,2
AgentAD6218379,2,2,0,2,2
SectorAgentAug20OAI,3,3,0,2,2
AgSite,1,1,0,1,1
SectorAgentMar21OAI,1,1,0,1,1
SectorAgentJun20X,7,7,0,1,1
A3ReadOnlyForensics,1,1,0,1,1
SectorAgentJan22OAI,1,1,0,1,1
SectorAgentOct27OAI,2,2,0,2,2
SectorAgentOct21OAI,3,3,0,2,2
SectorAgentNov16OAI,5,5,0,5,5
AgentBudgetHelpQX3,1,1,0,1,1
AgentBudgetHelpQX2,1,1,0,1,1
AgentBridgeX92183,1,1,0,1,1
Agent0TrySave,1,1,0,1,1
AgentBridgeX11933,1,1,0,1,1
A3R1781801558881960444,1,1,0,1,1
AgentBridgeResearch42,5,5,0,5,5
A3Feb28,1,1,0,1,1
A3Feb21Cashier,1,1,0,1,1
AgentCache2669304,1,1,0,1,1
Agent0TempZebraBeta,1,1,0,1,1
TmpUser,1,1,0,1,1
[Person24],3,3,0,3,3
ResearchUser,5,5,0,3,3
TrailScout4,1,1,0,1,1
ResearchTmpUserY,1,1,0,1,1
ResearchTmpBridge777,1,1,0,1,1
ResearchUserZ2,1,1,0,1,1
ResearcherHHS,1,1,0,1,1
ResearcherABC,1,1,0,1,1
ResearcherQuill77,4,4,0,4,4
AgentClarkEcoResearchABC,1,1,0,1,1
AgentClarkCitationHelper2,1,1,0,1,1
AgentClarkCitationHelper,3,3,0,3,3
AgentCitesNewRando,2,2,0,2,2
AgentCitationWork1782110565,1,1,0,1,1
AgentCombinedMDDirectSEC9999,1,1,0,1,1
AgentCombWelcome,2,2,0,2,2
AgentCmp13,6,6,0,6,6
AgentClarkUsable88912,2,2,0,2,2
AgentCheck,8,8,0,8,8
ResearcherLibrary2,1,1,0,1,1
ResearcherLibrary,2,2,0,2,2
A2RelayFeb04,1,1,0,1,1
A1Feb21Cashier,2,2,0,1,1
RevQuick,3,3,0,3,3
A0,1,1,0,1,1
ResearcherZero928,1,1,0,1,1
ResearcherX,1,1,0,1,1
ResearcherValidXYZQ,1,1,0,1,1
TmpUTmp320029199,1,1,0,1,1
RootHelperNew,2,2,0,2,2
RootEng,1,1,0,1,1
AgeDataHelperX,1,1,0,1,1
SectorAgentApr10OAI,2,2,0,2,2
SecAgentNoExpire,1,1,0,1,1
SaveTester,1,1,0,1,1
ResearchTest,4,4,0,4,4
A4ArchiveReader1781993,1,1,0,1,1
ResearchReaderXY,1,1,0,1,1
SandboxVisitor359,1,1,0,1,1
TransportHelperMar20,2,2,0,1,1
TemporaryResearchSandboxCCpD,1,1,0,1,1
TemplateHelper,6,6,0,6,6
TrialAgentZZ,1,1,0,1,1
TempResearchLinksZ,4,4,0,3,3
A5ArchiveReader,1,1,0,1,1
DataResearcher44,1,1,0,1,1
DataResearcher25,1,1,0,1,1
TuitionResearchHelper,1,1,0,1,1
SectorAgentAug25X,2,2,0,1,1
TransportHelperJun09X,2,2,0,2,2
DataResearchOne7905,1,1,0,1,1
TransportHelperJun10X,1,1,0,1,1
TransportHelperAug05OAI,1,1,0,1,1
DataResearcher77,1,1,0,1,1
DataResearcher62,1,1,0,1,1
AgentA2Research,2,2,0,2,2
AgentA2June14,1,1,0,1,1
Agent3Live043603,1,1,0,1,1
UNAIDSSequenceResearcherNov2,2,2,0,2,2
AccountResearcher,1,1,0,1,1
StartRegexAgent,1,1,0,1,1
TbResearchUserZX2,1,1,0,1,1
TakeStartFormatSEC,3,3,0,2,2
TXStatusHelper446686,1,1,0,1,1
TXResearchHelper117140,1,1,0,1,1
TXFinalResearchAgent,1,1,0,1,1
TXDataHelperNewX,1,1,0,1,1
AgentAlternate91389,2,2,0,2,2
A4ReadOnly,2,2,0,2,2
AftonUser,1,1,0,1,1
AgentAdd7,1,1,0,1,1
AgentAF18768831,3,3,0,3,3
AgentApr19LangX,1,1,0,1,1
AgentAppender619,3,3,0,3,3
AgentAppendINV7839,6,6,0,6,6
AgentAnotherNN,1,1,0,1,1
USResearchXAOYl,1,1,0,1,1
AgentArchiveReaderMay17,1,1,0,1,1
AgentAlternate3866,1,1,0,1,1
Sep13WatcherX141643,1,1,0,1,1
Sep13WatcherX130676,1,1,0,1,1
Sep13WatcherX126027,1,1,0,1,1
Sep13WatcherX122906,1,1,0,1,1
Sep13WatcherX722945,1,1,0,1,1
Sep13WatcherX696664,1,1,0,1,1
Sep13WatcherX616631,1,1,0,1,1
Sep13WatcherX572601,1,1,0,1,1
Sep13WatcherX546854,1,1,0,1,1
Agent3Coord297576,1,1,0,1,1
Sep13WatcherX486766,1,1,0,1,1
Sep13WatcherX454423,1,1,0,1,1
SourceHelperNewRoute,1,1,0,1,1
APILinkSourceHelper,1,1,0,1,1
Sep13WatcherX928874,1,1,0,1,1
Sep27OECDScout,3,3,0,1,1
Sep26WageAgent,11,11,0,5,5
SectorAgentJan18OAI,1,1,0,1,1
SectorAgentFeb25Current,1,1,0,1,1
Sep13WatcherX534450,1,1,0,1,1
DataResearcher5144,1,1,0,1,1
SourceXYYZZ,1,1,0,1,1
StateLookupOct1,1,1,0,1,1
VeteranHelperNov25B,1,1,0,1,1
UserBridge871946,1,1,0,1,1
UserAlphaValid,5,5,0,4,4
VeteranNov25Early,2,2,0,2,2
StateSequenceResearcher,4,4,0,3,3
ValidWikiUserAbc,1,1,0,1,1
Sep13WatcherX142635,1,1,0,1,1
WikiUser,2,2,0,2,2
WikiResearchAgent,1,1,0,1,1
SequenceWatcherFeb15,2,2,0,2,2
SourceHelper685660,1,1,0,1,1
TransportHelperJun11B,2,2,0,1,1
TempResearch,1,1,0,1,1
Sep13WatcherX372849,2,2,0,2,2
Sep13WatcherX351400,1,1,0,1,1
Sep13WatcherX251445,1,1,0,1,1
SepTenOECDScout,1,1,0,1,1
DataVerifierUser,1,1,0,1,1
ResearchHelperDataX,1,1,0,1,1
ResearchHelperCook,2,2,0,2,1
ResearchHelperCashierXQ,1,1,0,1,1
ResearchHelperJul19,1,1,0,1,1
DataUSAHelper7212,1,1,0,1,1
ResearchHelperJ3684,1,1,0,1,1
ResearchHelperFeb23,1,1,0,1,1
AgentClarkResearch88912,1,1,0,1,1
ResearchHelperJune04X,1,1,0,1,1
ResearchHelperJun26B,2,2,0,2,2
ResearchHelperJun03,1,1,0,1,1
DataUSAHelper7922,1,1,0,1,1
ResearchHelperJuly2,1,1,0,1,1
ResearchHelper1781816252,1,1,0,1,1
DataUSAHelper8196,1,1,0,1,1
DataUSAHelper8312,1,1,0,1,1
AgentFoo401299,2,2,0,2,2
ResearchHelperFeb03X,1,1,0,1,1
ResearchHelperOpenAI8811,1,1,0,1,1
Dec03Probe,1,1,0,1,1
Dec03Relay907588,2,2,0,2,2
AgentDataUSATestNov2026,1,1,0,1,1
AgentDataUSAResearchX,7,7,0,5,5
AgentEdit261878409,2,2,0,2,2
AgentEconYY9281,1,1,0,1,1
AgentEconMemVarB929,1,1,0,1,1
DataUser14471,1,1,0,1,1
ResearchHelperDec3,2,2,0,2,2
AgentFeb15Current,1,1,0,1,1
AgentExactNext1779870549,3,3,0,3,3
AgentFoo,1,1,0,1,1
AgentFlow1779871603,1,1,0,1,1
AgentFix9358,1,1,0,1,1
DataUser59299,1,1,0,1,1
DataUser81389,2,2,0,2,2
AgentCorr5397416,5,5,0,5,5
ResearchHelperAug09,1,1,0,1,1
AgentFilter1782110922,1,1,0,1,1
ResearchHelper8399,1,1,0,1,1
ResearchHelper8022,1,1,0,1,1
ResearchHelper8,1,1,0,1,1
Feb11OECDObserver,4,4,0,3,3
ResearchHelper62652,1,1,0,1,1
ResearchHelperAgent2,2,2,0,2,2
ResearchHelperABC,5,5,0,4,4
Feb11PovertyWatcher,1,1,0,1,1
ResearchHelper993,1,1,0,1,1
DataUSAHelper8591,1,1,0,1,1
ResearchBridgeCooks,3,3,0,3,3
ResearchBridgeAgent191800,1,1,0,1,1
Feb14ClothingAgent,2,2,0,2,2
EditorMDLRefs2,1,1,0,1,1
ResearchCookPerson9999,2,2,0,2,2
EditorRefsStart106,1,1,0,1,1
EditorRefsTest106,1,1,0,1,1
ResearchHH,2,2,0,2,2
ResearchGuestZZZ,1,1,0,1,1
ResearchHelper90091,1,1,0,1,1
AgentFreshHelp,1,1,0,1,1
AgentFrenchPrepXQ29,15,15,0,7,7
AgentGet008,2,2,0,2,2
AgentGen95000,1,1,0,1,1
EvidenceAgent,1,1,0,1,1
AgentGen93000,2,2,0,2,2
AgentHelper1781888228419944699,1,1,0,1,1
AgentGtry,2,2,0,1,1
AgentGoodMDQueries999,1,1,0,1,1
ResearchHelper8868,1,1,0,1,1
AgentEconCitationTestX22,1,1,0,1,1
ExistingRealUserXYZ,1,1,0,1,1
FPSequenceAgentMar31,1,1,0,1,1
OpenDataCookAgent,1,1,0,1,1
ResearchHelper553563,1,1,0,1,1
ResearchHelper40233,1,1,0,1,1
FastGroceryFeb21,1,1,0,1,1
ResearchHelper2026,3,3,0,2,2
ResearchHelper1781816924,1,1,0,1,1
AgentEconMemBridgeRF89,2,2,0,2,2
ResearchNova7334973,1,1,0,1,1
ResearchNova6347616,1,1,0,1,1
ResearchNova6133307,1,1,0,1,1
ResearchNova4076292,1,1,0,1,1
ResearchNew1,1,1,0,1,1
ResearchPrepX2027B,15,15,0,12,12
TmpCleanup651038973,1,1,0,1,1
TexasPovertyHelperABC,2,2,0,2,2
ResearchPrepAgentY,2,2,0,1,1
ResearchHelperSep,1,1,0,1,1
ResearchReaderAug07,1,1,0,1,1
ResearchReader,1,1,0,1,1
ResearchQux,1,1,0,1,1
ResearchProbeX,3,3,0,3,3
TexasResearchUpdate,5,5,0,4,4
ResearchHelperX928,2,2,0,2,2
ResearchHelperUniqueXQ,1,1,0,1,1
TexasWikiHelper,1,1,0,1,1
ThirdNoPlus,1,1,0,1,1
ResearchReaderJul23,1,1,0,1,1
AgentClarkHelperQ90331,1,1,0,1,1
AgentCookLink,1,1,0,1,1
Thread42e0ResearchApr16X1781638452029,1,1,0,1,1
AgentCompSciResearch,1,1,0,1,1
AgentComp,2,2,0,1,1
AgentBridge1025738,1,1,0,1,1
AgentBFx2026,1,1,0,1,1
TmpAgentLink,1,1,0,1,1
AgentAug27OAI,3,3,0,3,3
ResearchObserverJun22Y,1,1,0,1,1
ResearchViewerX,1,1,0,1,1
ResearchNavigationHelperJX934,1,1,0,1,1
ResearchMinnDigit928Q,1,1,0,1,1
ResearchMaster,1,1,0,1,1
ResearchMapperJuneX,2,2,0,2,2
ResearchMD,1,1,0,1,1
ResearchLinks,3,3,0,3,3
ResearchLinkVerifier,3,3,0,2,2
ResearchObserverJun25,1,1,0,1,1
ResearchVisitor,7,7,0,6,6
Dec30MaidsAgent,2,2,0,2,2
AgentCitationHelper2026,2,2,0,2,2
AgentCitation902,3,3,0,3,3
AgentCitation900,1,1,0,1,1
AgentCitDataUSAY,16,16,0,13,13
Dec30VeteranAgent,3,3,0,2,2
ResearchHelperMay03OAI2027,1,1,0,1,1
DecTwinProbe,1,1,0,1,1
ResearchHelperMA2026,1,1,0,1,1
ResearchHelperTexas220,2,2,0,2,2
DataZ100529,2,2,0,2,2
ResearchHelperNacogJun22,4,4,0,3,3
ResearchHelperNY21,2,2,0,2,2
ResearchHelperMayEightE,1,1,0,1,1
DebugUser17816393023898811,1,1,0,1,1
ResearchHelperOctFifteen,14,14,0,12,12
ResearchHelperNov19,1,1,0,1,1
ResearchHelperSep25X,3,3,0,3,3
Dec03ConstructionAgent,3,3,0,2,2
ResearchHelperKTCPTXWH,1,1,0,1,1
ResearchHelperXYZ2,1,1,0,1,1
TesterFoo493,1,1,0,1,1
ResearchHelperXQZ,2,2,0,2,2
ResearchHelperX9281,3,3,0,3,3
TestingOpenAILinksX,6,6,0,6,6
ResearchHelperZeroTen,1,1,0,1,1
ResearchHelperZ1782116303,3,3,0,3,3
ResearchHelperMay28,3,3,0,3,3
AgentCookResearchX1782096079,1,1,0,1,1
AgentDataHelper,2,2,0,2,2
AgentCountyHelper905,1,1,0,1,1
AgentCountyHelper732,3,3,0,3,3
AgentCountyHelper4567,1,1,0,1,1
AgentDPLAUnique91,5,5,0,4,4
AgentDPLARefAgentZQX,2,2,0,2,2
AgentDPLARefAgentZQ,1,1,0,1,1
AgentDataProbe,1,1,0,1,1
AgentDataPrep73794077,1,1,0,1,1
AgentDataHelper1781899046,2,2,0,2,2
TexasHelperAgent993,1,1,0,1,1
OpenAIFeb28A3,1,1,0,1,1
JulSixteenPovertyWatcher,1,1,0,1,1
OpenAIFeb26Construction,3,3,0,2,2
OpenAIFeb25Construction,3,3,0,1,1
OpenAIFeb23Construction,1,1,0,1,1
OpenAIBridgeWindow10,1,1,0,1,1
July07Scout,1,1,0,1,1
OpenAIAug27CVD,2,2,0,1,1
OpenAIAug24ArchiveWatch,2,2,0,2,2
AgentReg522047748,1,1,0,1,1
OpenAIAug21ConstructionX,8,8,0,5,5
OpenAIClimateOct01,2,2,0,1,1
OpenAICVDNov21,6,6,0,3,3
JohnResearcher938,1,1,0,1,1
OpenAICVDApr01,1,1,0,1,1
OpenAIConstructionOct07Agent,1,1,0,1,1
OpenAIConstructionApr30A2,6,6,0,4,4
Jul13SectorAgent,1,1,0,1,1
Jul14PovertyAgent,3,3,0,2,2
OpenAIAug23Police,1,1,0,1,1
Jun27LanguageAgent,1,1,0,1,1
OpenAIHealthdataCVDMay30,4,4,0,2,2
OpenAIHealthdataCVDMar27,5,5,0,3,3
OpenAIHealthdataCVDMar06,3,3,0,2,2
OpenAIDec16Smoking,3,3,0,1,1
OpenAIDec14A3,1,1,0,1,1
OpenAIDec11ConstructionX,2,2,0,1,1
OpenAIDec09PovertyWatcher,5,5,0,2,2
JuneScout,4,4,0,4,4
OpenAIFeb28A3X,2,2,0,1,1
Jul26SectorAgent,3,3,0,2,2
OpenAIDec23Police,1,1,0,1,1
OpenAIDec17ConstructionX,1,1,0,1,1
OpenAIFeb13Fast6m,3,3,0,2,2
OpenAIFeb13Fast,1,1,0,1,1
OpenAIFeb12SectorAgent,1,1,0,1,1
OpenAIExact931497,1,1,0,1,1
OpenAIEquityApr30Scout,1,1,0,1,1
Jul30OECDHelper,9,9,0,6,6
OpenAIDec07Cashier,1,1,0,1,1
Aug01Helper,1,1,0,1,1
AsianEnrollmentDec10Agent,1,1,0,1,1
AsciiNormalizer,1,1,0,1,1
ArchiveZVYRCResearcher,1,1,0,1,1
ArchiveLinksHelperZero,1,1,0,1,1
ArchiveHelperZeroResearch10,2,2,0,2,2
ArchiveHelperZeroOfficialB,1,1,0,1,1
ArchiveHelperZeroNine,1,1,0,1,1
ArchiveReaderBm,2,2,0,2,2
OpenAIClothingApr30Late,1,1,0,1,1
ArchiveReaderA4_ityOct24Live,1,1,0,1,1
ArchiveReaderA4_ityMar31Team,1,1,0,1,1
ClarkEconCitHelperW6,4,4,0,4,4
ArchiveReaderOct21,3,3,0,3,3
ArchiveReaderMay22,1,1,0,1,1
ArchiveReaderMay,1,1,0,1,1
ArchiveReaderLCDLQ7622,1,1,0,1,1
ArchiveReaderJun03X,2,2,0,2,2
ArchiveReaderDir217622B,1,1,0,1,1
ArchiveReaderBM,3,3,0,1,1
Jul17MaidsWatcherX,2,2,0,2,2
OpenAIDec01Researcher,2,2,0,1,1
OpenAIDataUSAOccJul18,16,16,0,7,7
OpenAIDataBridge,22,22,0,12,12
OpenAIDataAfricaAug13,2,2,0,1,1
Oct21LangHelper,1,1,0,1,1
Oct16ResearchAgent,1,1,0,1,1
OpenAI1781634584,1,1,0,1,1
OpenAI1781634475,1,1,0,1,1
Aug02Precision,6,6,0,4,4
Jan27PovertyWatcher,1,1,0,1,1
OpenAIApr10Scout,3,3,0,2,2
OpenAIAgent305586,1,1,0,1,1
OpenAIAgent289910,1,1,0,1,1
OpenAI1781634691,2,2,0,2,2
OpenAIAug14Fast,2,2,0,2,2
OpenAIAug09CVD,5,5,0,2,2
OpenAIAsianJun21Scout,3,3,0,2,2
ArchiveSliceResearcherX,2,2,0,1,1
OmegaHelper,1,1,0,1,1
OpenAIHelper1781639209505,1,1,0,1,1
OpenAIHealthdataMay22,4,4,0,3,3
OpenAIHealthdataCVDSept21,3,3,0,2,2
OpenAIHelper7822287570,2,2,0,2,2
OpenAIHelper5357,1,1,0,1,1
OpenAIHelperJul18X,5,5,0,5,5
Jan27LanguageAgent,1,1,0,1,1
OpenAIHelperFinal1781808652,1,1,0,1,1
OpenAIHelperExactMA,4,4,0,1,1
OpenAIHealthdataCVDSept08,10,10,0,6,6
OpenAIHelperJune28,1,1,0,1,1
ArchiveResearchAgentZZ007x,1,1,0,1,1
ArchiveResearchAgentX9,1,1,0,1,1
ArchiveResearchA7,1,1,0,1,1
ArchiveResearchA4,1,1,0,1,1
IncomeHelperX75372,1,1,0,1,1
Apr25OECD434339495,1,1,0,1,1
Apr25OECD342895764,1,1,0,1,1
Apr25OECD311697090,1,1,0,1,1
OpenAIHelperMar10,1,1,0,1,1
CookYr17820967069614391,1,1,0,1,1
AliceVisitor,1,1,0,1,1
CooksAgeHelper24889,1,1,0,1,1
AnotherAgentTest2,1,1,0,1,1
CooksHelper,1,1,0,1,1
AnksJun20,1,1,0,1,1
AnalystHelperXX,1,1,0,1,1
AlphaCookBotNew,1,1,0,1,1
AlphaBetaGamma,5,5,0,5,5
OpenAIHelper1967,1,1,0,1,1
[Admin2]302,1,1,0,1,1
ApiNavUpdater,1,1,0,1,1
HelperABC,2,2,0,2,2
Apr19SectorRelay,5,5,0,5,5
Apr15MaidsWatcherOAI,5,5,0,4,4
HelperABCD,2,2,0,2,2
OpenAIJan05Construction,3,3,0,1,1
Jan09PovertyWatcher,1,1,0,1,1
OpenAIHelper4710024478,1,1,0,1,1
Appender4X,1,1,0,1,1
OpenAIFebScoutTerraFalcon,1,1,0,1,1
OpenAIFebScoutPineNova,1,1,0,1,1
OpenAIFebScoutAlphaLumen,1,1,0,1,1
HelpfulMDResearcher,1,1,0,1,1
OpenAIFeb28Watcher,1,1,0,1,1
OpenAIFeb28HorizonProbe,1,1,0,1,1
OpenAIFuelMay17,3,3,0,1,1
HelperPovertyStatusX,1,1,0,1,1
HelperUniqueABC577,1,1,0,1,1
Apr25OECD288854078,1,1,0,1,1
OpenAIFebSeventeenScout,1,1,0,1,1
OpenAIFebScoutYarrowJade,1,1,0,1,1
OpenAIFebScoutVioletBravo,1,1,0,1,1
OpenAIHealthdataCVDJun26,3,3,0,2,2
OpenAIHealthdataCVDJan31,4,4,0,2,2
HelperUniqueabc,2,2,0,2,2
OpenAIHealthdataCVDFeb05,8,8,0,4,4
Jun05OECDScout,8,8,0,2,2
OpenAIFuelSep23,1,1,0,1,1
OpenAIFlatheadResearcher,1,1,0,1,1
Apr25OECD127554545,1,1,0,1,1
IncomeResearch314,1,1,0,1,1
Apr28ConstructionWatcher,1,1,0,1,1
IncomeResearch3517,1,1,0,1,1
Apr25OECD962498788,1,1,0,1,1
Apr25OECD719933151,1,1,0,1,1
Apr25OECD703585285,1,1,0,1,1
Apr25OECD675377053,1,1,0,1,1
Apr25OECD619575757,1,1,0,1,1
OpenAIHelperJun22X,1,1,0,1,1
IndexReaderSep27X,1,1,0,1,1
J26W3779271,1,1,0,1,1
ArcX819916999,1,1,0,1,1
ArcRec27773,1,1,0,1,1
J26W4942383,1,1,0,1,1
ArcReadXQ,1,1,0,1,1
ArchiveHelperAgentNew,1,1,0,1,1
ArchiveCitationHelperKZ,3,3,0,3,3
OpenAIHelperJunOne,3,3,0,3,3
IncomeResearcher7279,1,1,0,1,1
ClarkSourceHelperQ99871,1,1,0,1,1
ClockCalibUser,2,2,0,1,1
BridgeBrowser,1,1,0,1,1
BotZz,1,1,0,1,1
BotTempX,1,1,0,1,1
MayTwoMCVScout,1,1,0,1,1
MayTwoFinalityRelayX,1,1,0,1,1
MayTwoCountryCheckX,1,1,0,1,1
MayTwoCounterCorrectionX,1,1,0,1,1
CitationHelperPortalEdit,1,1,0,1,1
McvSaveqFmdSuyrAgent,1,1,0,1,1
MyResearcherZAB,1,1,0,1,1
ClothingRunnerJun05X,1,1,0,1,1
MyCitationHelperXYZ,3,3,0,2,2
ClarkArchiveAliasEcon2,1,1,0,1,1
NewWikiUserABCD,1,1,0,1,1
ClarkArchiveSource,1,1,0,1,1
ClarkCleanRefD88211,2,2,0,2,2
MassResearchNestedBBB,1,1,0,1,1
McvSavexbkUUQPyAgent,1,1,0,1,1
OAI7C97Nov18,3,3,0,1,1
CharlestonArchiveHelperZ,3,3,0,3,3
NumberReaderX,1,1,0,1,1
CashierResearcher,1,1,0,1,1
CashierResearcherXYZ,3,3,0,2,2
OAI7E,1,1,0,1,1
CashierCoordMar06OAI,1,1,0,1,1
CashierCoordMay07OAI,2,2,0,1,1
OAIHelperDec31C,1,1,0,1,1
ClarkResearcher,1,1,0,1,1
MayTwoObserverFreshX,2,2,0,2,2
BridgeTemp2548568,1,1,0,1,1
ClarkResearchHelperX9,1,1,0,1,1
BridgeUserX,1,1,0,1,1
Aug17OECDHelper,8,8,0,3,3
Aug17ConstructionAgent,9,9,0,2,2
Aug11MCVScout,1,1,0,1,1
Aug05VeteranAgent,1,1,0,1,1
BalanceResearchAgent61,1,1,0,1,1
OAIFeb28Equity2,4,4,0,4,4
BridgeZZ2,1,1,0,1,1
BridgeZ41,1,1,0,1,1
CacheReaderJul24,2,2,0,2,2
CVDMar04Scout,5,5,0,3,3
CashierCoordDec12OAI,1,1,0,1,1
MapJsonHelperJune,5,5,0,5,5
MassNestedJune21,1,1,0,1,1
Mar03OECDResearcher,6,6,0,2,2
MassResearcherConditional,2,2,0,2,2
CapArchiveHelper,1,1,0,1,1
May10ConstructionAgent,4,4,0,3,3
MNLinkRefHelper477,1,1,0,1,1
May31ClothingObserver,6,6,0,5,5
May28OECDScout,1,1,0,1,1
May17WageAgent,3,3,0,2,2
May16TimingScout,2,2,0,1,1
May15LanguageAgent,2,2,0,2,2
MaidsSequenceAgentSep21,9,9,0,5,5
MaidsWageResearcherOct21,4,4,0,2,2
May15ConstructionAgent,1,1,0,1,1
CashierCoordJul08OAI,3,3,0,3,3
LanguageHelperJul17,8,8,0,5,5
March16OECDScout,3,3,0,3,3
BridgeLab952851,1,1,0,1,1
BridgeLab243465,1,1,0,1,1
BridgeLab213063,1,1,0,1,1
BridgeIncomeAgent,1,1,0,1,1
BridgeExplore,1,1,0,1,1
BridgeUser4446,1,1,0,1,1
BudgetResearcher345,1,1,0,1,1
BridgeUser1277,1,1,0,1,1
Mar28FastWatcher,2,2,0,1,1
ChatGPTAgent5983,2,2,0,2,2
ChatGPT42e0Helper,1,1,0,1,1
ChatArchiveResearcherABC2,2,2,0,2,2
ChatArchiveResearcherABC,7,7,0,7,7
CharlestonLinksOCRHelper,2,2,0,2,2
CharlestonLinksHelper,1,1,0,1,1
CResearchQ,1,1,0,1,1
BridgeUser1991,1,1,0,1,1
ObserverTmpY,1,1,0,1,1
OaiResearcher5112,1,1,0,1,1
OaiResearcher2720,1,1,0,1,1
OAITestNov12,1,1,0,1,1
OAIResearcherX,2,2,0,2,2
CitationHelperK90928,1,1,0,1,1
OAIUserJune,1,1,0,1,1
OAIThreadNov26GroceryC,4,4,0,3,3
OAITestX,2,2,0,2,2
CharlArchiveRefQ,1,1,0,1,1
CookRealAgent,2,2,0,2,2
OECDEquityAug02Agent,5,5,0,2,2
OECDEquityApr14Scout,1,1,0,1,1
OECDEquityMay09Agent,2,2,0,1,1
OECDEquityMar31Team,6,6,0,4,4
CookEvidence1782095830813736,1,1,0,1,1
[Person10]Data,1,1,0,1,1
BalanceResearchHelper,1,1,0,1,1
BridgeEditorAgain88,1,1,0,1,1
OECDEquityJan12Agent,4,4,0,4,3
ArchiveResearchHelperCharleston,3,3,0,3,3
ArchiveResearchHelper,1,1,0,1,1
ArchiveResearchFeb28,1,1,0,1,1
CitationHelperXMLEdit,1,1,0,1,1
OECDJan22Agent,1,1,0,1,1
OECDJan02Observer,4,4,0,3,3
CitationWorkerQG282,1,1,0,1,1
CitationsAgent,1,1,0,1,1
OECDMay24Agent,7,7,0,3,3
CitationHelperFifty3,1,1,0,1,1
OECDJun26PrecisionScout,3,3,0,2,2
OECDJun05Scout,1,1,0,1,1
OaiHelper,2,2,0,2,2
OECDResearchGuest2,1,1,0,1,1
CiteDataUser,2,2,0,1,1
ChatGPTAug11,3,3,0,1,1
OECDNov22R1781927242438387788,1,1,0,1,1
OECDNov22R1781926719370621895,1,1,0,1,1
OECDNov22R1781921290521770054,1,1,0,1,1
CiteAgent448Z,5,5,0,5,5
ArchiveTestResearcher,1,1,0,1,1
ArchiveTBOQCResearcher,1,1,0,1,1
ArchiveSliceResearcherY,1,1,0,1,1
OECDEquityJul14Scout,11,11,0,9,9
LinkVariantTest,1,1,0,1,1
OAIJul26PovertyScout,3,3,0,2,2
LinkWriter,2,2,0,2,2
LiveResearch640242,1,1,0,1,1
OAIJul03Poverty,2,2,0,2,2
BridgeEditorAgain81,1,1,0,1,1
LatinAgentBridge,1,1,0,1,1
