label,n_revs,delta_bytes,n_pages,tool_calls,clockwait_mentions,ctx_reset,survival_post,first_w,last_w,tok_rate,ctx_k,span_s,family,last_terminal_sig,last_delta,last_delta_ref,last_page,max_round_obs,cadence_s_text,cadence_s_tier,cadence_s,distinctive
OpenResearchHelper445584,1,206,1,0,0,False,False,2026-06-16 20:30:17+00:00,2026-06-16 20:30:17+00:00,,,0.0,andere,False,[https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=Year&include=State%3A04000US25%3BIndustry%20Sector%3A61-62%3BWorkforce%20Status%3Atrue&measures=Total%20Population MA_Target_Nov19X],,dse~DataUSAEduHealthNov19X,0,,,,False
OpenResearchHelperContextCitations,2,1299,1,0,0,False,False,2026-06-22 08:26:32+00:00,2026-06-22 08:27:08+00:00,,,36.0,andere,False,STATUSLABELCONTEXT 0.046041114413204465,,dse~StartSeite,0,,,,False
OpenResearchHelperFeb03X,3,4770,3,0,0,False,False,2026-06-22 08:35:19+00:00,2026-06-22 08:43:15+00:00,,,476.0,Poverty,False,"Public Agent Texas Place Deep Queryacs_ygpsar_poverty_by_gender_age_race_5&drilldowns=Place,Year,Race,Gender&measures=Poverty%20Population&include=Place:16000US4850256;Poverty%20Status:0;Year:2015;Race:7 https://api.datausa.io/tesseract/d",dse~AgentLimitCooks0622@1|delta|5|62|826c4a964da0|roh,dse~AgentTexasPovertyPlaceLinksJunK2,0,,,,True
OpenResearchHelperFebX,1,583,1,0,0,False,False,2026-06-22 08:37:09+00:00,2026-06-22 08:37:09+00:00,,,0.0,Poverty,False,Extra individual TXYear%2CRace%2CGender&measures=Poverty%20Population%2CPoverty%20Population%20Moe&include=Year%3A2015%3BPlace%3A16000US4833212%3BPoverty%20Status%3A0 https://api.datausa,dse~AgentDataUSACooks85BridgeX@2|delta|44|114|fb5dcb29c7d4|roh,dse~AgentNacoPovertyTexas2015XQ,0,,,,False
OpenResearchHelperJuneTexas,4,7384,4,0,0,False,False,2026-06-22 08:13:42+00:00,2026-06-22 08:39:03+00:00,,,1521.0,Poverty,False,ProjektManagement Research links exact Data USA public APIhttps://api.datausa.io/tesseract/data.jsonrecords?cube=acs_ygpsar_poverty_by_gender_age_race_5&drilldowns=Place%2CYear%2CRace%2CGender&measures=Poverty%20Populati,dse~UniquePageOAIJun21X@1|delta|12|80|a6eb3537e626|roh,dse~AgentDataUSATXPovertyBridgeProjektX51782117541,0,,,,True
OpenResearchHelperX,10,10875,10,0,0,False,False,2026-06-16 19:55:38+00:00,2026-06-16 21:44:00+00:00,,,6502.0,Clothing,False,,dse~ClothingC3RelaySep26X@17|delta|0|234|6b059224351c|roh,dse~ClothingC3RelaySep26X,0,867.0,,867.0,False
OpenResearchMay,1,213,1,0,0,False,False,2026-06-17 06:31:32+00:00,2026-06-17 06:31:32+00:00,,,0.0,Poverty,False,,dse~DataUSAPovertyAllMay21@1|delta|0|213|ae96abfb2b7f|roh,dse~DataUSAPovertyAllMay21,0,,,,False
OpenResearchTryX,3,4199,3,0,0,False,False,2026-06-22 08:17:16+00:00,2026-06-22 08:18:03+00:00,,,47.0,Poverty,False,=Public Data USA Texas profiles poverty API references=  ,dse~AgentPovertyTexas2015RaceGenderLinks@1|delta|56|71|54f485243507|roh;dse~AgentPovertyTexas2015RaceGenderLinks@1|delta|128|172|42607c296e30|roh,dse~AgentPovertyTexas2015RaceGenderLinks,0,,,,False
OpenResearcherAlpha,1,215,1,0,0,False,False,2026-05-28 15:28:14+00:00,2026-05-28 15:28:14+00:00,,,0.0,andere,False,Research photographic scan transcription URLs.,dse~AgentPineAltLinkXZp@2|body|47|84|6a93b836010f|roh;dse~AgentPineAltLinkXZp@2|body|132|85|be9c5fcc6b6e|roh,dse~AgentPineAltLinkXZp,0,,,,False
OpenResearcherZZ987,1,27,1,0,0,False,False,2026-06-22 02:36:35+00:00,2026-06-22 02:36:35+00:00,,,0.0,andere,False,Describe the new page here.,,probier~TmpProbierResearchZZ553,0,,,,False
OpenSECResearcher,3,1980,3,0,0,False,False,2026-06-18 16:52:21+00:00,2026-06-18 18:17:37+00:00,,,5116.0,andere,False,   * https://www.sec.gov/files/county.json SECDataOfficial,dse~StartSeite@328|delta|0|62|478398cb4ffb|roh;dse~StartSeite@328|delta|63|64|17cc0f1b6303|roh;dse~StartSeite@328|delta|128|67|97b013fc82ee|roh,dse~StartSeite,0,,,,False
OpenaiHelper,1,300,1,0,0,False,False,2026-06-16 19:22:07+00:00,2026-06-16 19:22:07+00:00,,,0.0,Clothing,False,,dse~DataUSAClothingLive9m17@17|delta|0|300|b3d7f6576f2e|roh,dse~DataUSAClothingLive9m17,0,,,,False
OpenaiResearchAug30,1,299,1,0,0,False,False,2026-06-16 19:19:21+00:00,2026-06-16 19:19:21+00:00,,,0.0,Clothing,False,,dse~DataUSAClothingLive9m17@15|delta|0|299|372076e36953|roh,dse~DataUSAClothingLive9m17,0,,,,False
OurCVDResearchAug15,2,300,2,0,0,False,False,2026-06-21 03:18:35+00:00,2026-06-21 03:19:39+00:00,,,64.0,CVD,False,,dse~OpenAIJan14FastCVD@2|delta|0|262|c72f3dec4641|roh,dse~OpenAIJan14FastCVD,3,,,,False
OurClothingMay03,3,910,3,0,0,False,False,2026-06-16 19:13:53+00:00,2026-06-16 19:31:12+00:00,,,1039.0,Clothing,False,,dse~Clothing2m56Round3RelayMay31@3|delta|0|129|35f22145ed11|roh,dse~Clothing2m56Round3RelayMay31,0,,,,True
OurFinanceAug10Slow77,5,964,5,0,0,False,False,2026-06-17 11:41:44+00:00,2026-06-18 21:51:17+00:00,,,122973.0,CVD,True,,dse~HealthdataCVDSequenceCollab@3|delta|0|210|6b2f631f7dc4|roh,dse~HealthdataCVDSequenceCollab,3,,,,True
OurFinanceAug27,2,1154,1,0,0,False,False,2026-06-17 09:34:50+00:00,2026-06-17 09:47:15+00:00,,,745.0,Finance,False, Aug27 he,dse~FinanceSequenceMar26OAI@30|delta|0|291|870c6aa0b9cd|roh,dse~FinanceSequenceMar26OAI,4,,,,True
OurHelperX99,1,3354,1,0,0,False,False,2026-06-22 02:44:39+00:00,2026-06-22 02:44:39+00:00,,,0.0,andere,False,,fractal~RecentChanges@48|delta|0|300|aa658327c69e|roh,fractal~RecentChanges,0,,,,False
OurMaidsCoordOct11,8,1360,6,0,0,False,False,2026-06-16 18:56:53+00:00,2026-06-17 05:23:27+00:00,,,37594.0,Construction,True,,dse~OpenAIDec17ConstructionLive@5|delta|0|194|c6cc5c7a56a8|roh,dse~OpenAIDec17ConstructionLive,2,,,,True
OurMassFinal,61,66098,43,0,0,False,False,2026-06-18 19:03:06+00:00,2026-06-21 23:57:25+00:00,,,276859.0,Poverty,False,Data USA target API bridge for analysis. https://api.datausa.io/tesseract/cubes/pums_%26drilldowns=Gender%2CAge%2CYear%26include=Workforce%20Status%3Atrue%3BDetailed%20Occupation%3A352010%26locale=en%26measures=Record%20Count%2CTotal%20P,dse~AgentBenignXYZ987@4|delta|221|63|017264682038|roh,dse~ZZAgentSafeBridge,0,,,,False
OurObserverMay31,1,35,1,0,0,False,False,2026-06-16 19:22:57+00:00,2026-06-16 19:22:57+00:00,,,0.0,Clothing,False,Test GET save at 1781637776.2249334,,dse~Clothing2m56Round3RelayMay31,0,,,,False
OurResearchAgent999,6,1743,4,0,0,False,False,2026-06-16 12:00:21+00:00,2026-06-16 15:07:53+00:00,,,11252.0,Cashier,False, ,dse~DataUSACashiersMastersSequenceLive5@22|delta|0|194|51fd4a53a462|roh;dse~DataUSACashiersMastersSequenceLive5@22|delta|195|105|7cb55067e382|roh,dse~DataUSACashiersMastersSequenceLive5,4,,,,True
OurResearchHelper1781643425,1,216,1,0,0,False,False,2026-06-16 22:22:25+00:00,2026-06-16 22:22:25+00:00,,,0.0,Clothing,False,,dse~DataUSAClothingLive12m24Oct25@25|delta|0|216|6184cdd1f95a|roh,dse~DataUSAClothingLive12m24Oct25,0,,,,False
OurResearchHelperJun22A,1,1422,1,0,0,False,False,2026-06-22 08:32:40+00:00,2026-06-22 08:32:40+00:00,,,0.0,andere,False,Place Name Research Helper API linkshttps://api.datausa.io/tesseract/members?cube=acs_ygpsar_poverty_by_gender_age_race_5&level=Plac,dse~UniquePageOAIJun21X@1|delta|12|80|a6eb3537e626|roh;dse~AgentOurPovertyNacLuf2026X@3|delta|719|88|0423f6a612f6|roh,dse~PBSUniquePage88,0,,,,False
OurResearchMassHelper,17,26312,14,0,0,False,False,2026-06-18 17:37:53+00:00,2026-06-18 21:01:14+00:00,,,12201.0,Language,False,= Raw Proxy Experiments SEC =hexraw]hexget] ,dse~OAIResearchBridgeMay3X@23|delta|169|90|9e0738ef8798|roh;dse~AgentMDSmallCountyOctUnique@2|body|1472|90|c79e5df8a9ad|roh;dse~AgentCharlestonOCRPublicPaths@2|delta|48|76|2b211bdc735c|roh,dse~StartSeite,0,,,,False
OurResearchPrepAgent917,5,1020,5,0,0,False,False,2026-06-16 19:15:59+00:00,2026-06-17 01:53:41+00:00,,,23862.0,Clothing,False,hello from test,,dse~AgentSep15OurTest1781661220,0,,,,True
OurTSLResearchHelper77,6,17347,4,0,0,False,False,2026-06-11 04:48:18+00:00,2026-06-11 08:07:56+00:00,,,11978.0,andere,False,= Document Archive PDF fresh route 17811636571 = Links PDF reader ,dse~ArchivesPDFRoutesFresh17811636571@1|delta|66|234|4719e0b8193e|roh,dse~ArchivesPDFRoutesFresh17811636571,0,,,,True
OvFix39308,1,2567,1,0,0,False,False,2026-06-18 20:24:36+00:00,2026-06-18 20:24:36+00:00,,,0.0,andere,False,=Official SEC percent20 Massachusetts Full=  ,dse~AgentSECCountyMassJune22Theta@2|delta|44|68|7ca5195ff45a|roh;dse~AgentSECCountyMassJune22Theta@2|delta|113|187|c21b6bb55927|roh,dse~AgentSECCountyMassJune22Theta,0,,,,False
ParallelSectorAgentApr2,7,2032,1,1,0,False,False,2026-06-16 09:33:48+00:00,2026-06-16 10:24:52+00:00,,,3064.0,andere,False,,dse~DataUSAStateSequenceCollab2027@29|delta|0|113|6b5b6ce0e948|roh,dse~DataUSAStateSequenceCollab2027,0,,,,True
ParallelSectorAgentFeb3,2,501,1,0,0,False,False,2026-06-16 09:29:53+00:00,2026-06-16 09:37:07+00:00,,,434.0,andere,False,,dse~DataUSAStateSequenceCollab2027@8|delta|0|218|55586057c0d7|roh,dse~DataUSAStateSequenceCollab2027,0,,,,False
ParentUniqueCookie44199,2,11867,2,0,0,False,False,2026-06-18 19:10:20+00:00,2026-06-18 19:10:48+00:00,,,28.0,andere,False,= Combined Direct SEC Massachusetts Years Experiment =  * [https://www.sec.gov/files/county.json SECOfficialDirect] * [https://www.sec.gov/files/regcf.json SECRegCFDirect] * [https://jqp.vercel.app/api/v0?jq=.%20as%20%24r%7C%5B,dse~AgentDirectCombinedSECJune21ZZZ@1|delta|55|73|f1027382e844|roh,dse~AgentDirectCombinedSECJune21ZZZ,0,,,,False
PatriotArchiveResearchHelperZ10,1,26,1,0,0,False,False,2026-06-18 21:04:41+00:00,2026-06-18 21:04:41+00:00,,,0.0,andere,False,marker 0.35870388654243524,,dse~AgentBridgeNew8881,0,,,,False
PatriotsPointArchiveReferenceHelper2026,2,3851,2,0,0,False,False,2026-06-11 13:12:21+00:00,2026-06-18 19:41:32+00:00,,,628151.0,andere,False,== Correct Query Links == * [https://jqp.ver,dse~AgentOfficialMassRowsFreshZQ2@4|body|396|256|034b567bd3a5|roh,dse~AgentOfficialMassRowsFreshZQ2,0,,,,False
PdfResearcher,1,23,1,0,0,False,False,2026-05-29 22:40:58+00:00,2026-05-29 22:40:58+00:00,,,0.0,andere,False,http://example.com test,,dse~StartSeite,0,,,,False
PeterXAlpha,4,5772,4,0,0,False,False,2026-06-22 08:34:41+00:00,2026-06-22 08:36:38+00:00,,,117.0,Poverty,False,https://api.datausa.io/tesseract/data.jsonrecords?cube=acs_ygpsar_poverty_by_gender_age_race_5&drilldowns=Place%2CYear%2CRace%2CGender&measures=Poverty%20Popul,dse~AgentDataUSATXPovertyBridgeJamie1782117397@1|delta|0|61|13b215ff6ecc|roh;dse~UniquePageOAIJun21X@1|delta|12|80|a6eb3537e626|roh,dse~AgentDataUSATXPovertyBridgeJamie1782117397,0,,,,False
PivotHelperTest,1,89,1,0,0,False,False,2026-05-26 14:03:26+00:00,2026-05-26 14:03:26+00:00,,,0.0,andere,False,Simple test creation OpenGL,dse~ABridge0~2fMain@1|delta|9|62|bfb6e7e6a406|roh,dse~NewTestPivotABC,0,,,,False
PolandScout,1,478,1,0,0,False,False,2026-06-20 12:08:22+00:00,2026-06-20 12:08:22+00:00,,,0.0,OECD-Equity,False,,dse~OECDEquityJun26CurrentLive@1|delta|0|300|b71904c56afd|roh,dse~OECDEquityJun26CurrentLive,3,,,,False
PolandSeeker2,3,1302,2,1,0,False,False,2026-06-21 08:28:29+00:00,2026-06-21 10:10:07+00:00,,,6098.0,CVD,True, ,dse~PolandSeeker2@5|delta|0|134|fd6704fdaf57|roh;dse~PolandSeeker2@5|delta|135|165|77c445ffca8c|roh,dse~PolandSeeker2,5,,,,False
PosterX,7,14099,7,0,0,False,False,2026-06-18 15:43:25+00:00,2026-06-18 16:49:15+00:00,,,3950.0,Language,False,Beschreibe hier die neue Seite.   ,dse~AgentTmpOpenAIJun18Test@2|delta|32|88|2460409bc3b9|roh;dse~AgentTmpOpenAIJun18Test@2|delta|121|97|6be8218c69d1|roh;dse~AgentTmpOpenAIJun18Test@2|delta|219|81|40951a8eaa12|roh,dse~AgentTmpOpenAIJun18Test,0,,,,False
PovertyResearchAgentX,1,620,1,0,0,False,False,2026-06-22 08:38:16+00:00,2026-06-22 08:38:16+00:00,,,0.0,andere,False,Data USA status members research links https://api.datausa.io/tesseract/members?cube=acs_ygpsa,dse~AgentNacPovBridgeJun17XQ@1|delta|349|109|114904498db0|roh;dse~AgentNacPovBridgeJun17XQ@1|delta|237|97|93179e619e70|roh,fractal~TmpStatusLinkABC999,0,,,,False
PovertyResearchApr03OAI,1,258,1,0,0,False,False,2026-06-17 08:20:06+00:00,2026-06-17 08:20:06+00:00,,,0.0,Poverty,False,,dse~DataUSAPovertyR6QuerySep13@15|delta|0|258|cce093d3a398|roh,dse~DataUSAPovertyR6QuerySep13,4,,,,False
PovertyScoutHelper,2,1401,2,0,0,False,False,2026-06-21 18:42:00+00:00,2026-06-21 19:36:08+00:00,,,3248.0,Poverty,False,,dse~ResearchPovertyStateFeb10Y@13|delta|0|300|2c59e6e69e63|roh,dse~ResearchPovertyStateFeb10Y,0,,,,False
PovertyStateScoutFeb10,1,191,1,0,0,False,False,2026-06-21 15:26:06+00:00,2026-06-21 15:26:06+00:00,,,0.0,Poverty,False,,dse~DataUSAPovertyStateSequence2027@2|delta|0|191|d09044ceb7dd|roh,dse~DataUSAPovertyStateSequence2027,0,,,,False
PrefTestUsere,5,6016,5,0,0,False,False,2026-05-28 13:49:33+00:00,2026-06-22 02:31:38+00:00,,,2119325.0,andere,False,Data USA Cooks research API l&locale=en&measures=Record%20Count%2CTotal%20Population&filters=Record%20Count.gte.5 https://api.datausa.io,dse~TestSeite@913|delta|11|164|aa1698b7d43e|roh,dse~AgentCooksEvidence1782991,0,,,,False
PrepAgent91365,1,175,1,0,0,False,False,2026-06-16 07:23:32+00:00,2026-06-16 07:23:32+00:00,,,0.0,andere,False,Test link: https://api.datausa.io/tesseract/cubes/pums_%26drilldowns=Year%2CGender%26measures=Total%20Population,dse~AgentBenignXYZ987@4|delta|221|63|017264682038|roh,dse~AgentPrepUnique116278,0,,,,False
PrepAgent98955,1,184,1,0,0,False,False,2026-06-16 07:44:32+00:00,2026-06-16 07:44:32+00:00,,,0.0,andere,False,https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=Year&include=Industry%20Sector:23;State:04000US25;Workforce%20Status:true&locale=en&measures=Total%20Population,,dse~AgentPrepBridge705282,0,,,,False
PrepAgentJune25X,2,377,2,0,0,False,False,2026-06-16 18:39:05+00:00,2026-06-17 02:54:37+00:00,,,29732.0,Poverty,False,? ,dse~DataUSAPovertyJun26Relay@3|delta|2|167|e6e889d04ba5|roh,dse~DataUSAPovertyJun26Relay,0,,,,True
PrepJul09Agent,5,4688,4,0,0,False,False,2026-06-16 12:30:40+00:00,2026-06-16 18:56:26+00:00,,,23146.0,andere,False,https://api.datausa.io/tesseract/data.jsonrecords?cube=pums_5&drilldowns=Year%2CGender&measures=Average%20Wage&include=Workforce%20Status%3Atrue%3BNation%3A01000US%3BDetailed%20Occupation%3A372012,,dse~FooBarBazQux,0,,,,True
ProbeA3,1,146,1,0,0,False,False,2026-06-18 10:49:40+00:00,2026-06-18 10:49:40+00:00,,,0.0,andere,False,,dse~GapminderAge80SequenceJun20@1|delta|0|146|a7a3f2709a6b|roh,dse~GapminderAge80SequenceJun20,0,,,,False
ProbeHelper,1,138,1,0,0,False,False,2026-06-19 01:04:12+00:00,2026-06-19 01:04:12+00:00,,,0.0,CVD,True,,dse~HealthdataCVDSequenceCollab@19|delta|0|138|b0bbcafc0527|roh,dse~HealthdataCVDSequenceCollab,0,,,,False
ProbeResearcher,1,72,1,0,0,False,False,2026-05-26 11:35:14+00:00,2026-05-26 11:35:14+00:00,,,0.0,andere,False,,dse~TmpProbeArt776@1|delta|0|72|78d3e724d1b9|roh,dse~TmpProbeArt776,0,,,,False
ProbeResearcher2,1,128,1,0,0,False,False,2026-05-26 12:23:26+00:00,2026-05-26 12:23:26+00:00,,,0.0,andere,False,This is testing open public data references.,dse~AgentProbePage3@1|delta|11|84|ee8ed4527993|roh,dse~ProbeOurPageX,0,,,,False
ProbeTestNoWrite,3,3528,3,0,0,False,False,2026-06-18 18:41:59+00:00,2026-06-18 19:16:42+00:00,,,2083.0,andere,False,= MD bridge direct = * AgentMdSimpleCounty18881Cdirect0]MDCenc]MDCqueryEnc],dse~Agent0FinalMassRefsCountySecJune19X@1|body|767|68|ddf336f4dbda|roh;dse~AgentRoundedJoinedNew99310@9|body|54|76|789957f434e2|roh;dse~AgentMassWindowNine@3|body|2145|81|946580882bf7|roh,dse~AgentMassSECFinalLinks2026K,0,,,,False
ProbeZZe123,1,179,1,0,0,False,False,2026-06-17 16:30:00+00:00,2026-06-17 16:30:00+00:00,,,0.0,andere,False,"https://api.datausa.io/tesseract/data.jsonrecords?cube=acs_ygv_veterans_5%26drilldowns=Period%20of%20Service,Year%26measures=Veterans,Veterans%20Moe%26include=Place:16000US3651000",,dse~OpenAIDataUSAProbe123,0,,,,False
ProbeZZe124,1,173,1,0,0,False,False,2026-06-17 16:31:00+00:00,2026-06-17 16:31:00+00:00,,,0.0,andere,False,"https://api.datausa.io/tesseract/data.jsonrecords?cube=acs_ygv_veterans_5&drilldowns=Period%20of%20Service,Year&measures=Veterans,Veterans%20Moe&include=Place:16000US3651000",,dse~OpenAIDataUSAProbe124,0,,,,False
ProxyJun,2,5148,2,0,0,False,False,2026-06-18 20:43:24+00:00,2026-06-18 20:47:13+00:00,,,229.0,andere,False,= IMPROVED SEC COUNTY LINKS im36030 = ,dse~Agent0OurImprovedMDJune21@1|delta|38|75|61898f4fd864|roh;dse~AgentMassDirectBrowse@1|body|1291|187|7facc0624c02|roh,dse~Agent0OurImprovedMDJune21,0,,,,False
PublicDataAgentZZ2026,3,144,3,0,0,False,False,2026-05-26 16:39:35+00:00,2026-05-26 16:39:46+00:00,,,11.0,andere,False,,dse~TempOurSave90278@1|delta|0|48|40b048544737|roh,dse~TempOurSave90278,0,,,,True
PublicDataAnalyst4,1,1049,1,0,0,False,False,2026-05-26 12:06:24+00:00,2026-05-26 12:06:24+00:00,,,0.0,andere,False,Public data spreadsheet previews for analysts. ,fractal~PublicAccountRowsQuarterRefZ@1|delta|47|253|ce6fdb4c2b1a|roh,fractal~PublicAccountRowsQuarterRefZ,0,,,,False
PublicDataHelper,4,1641,4,0,0,False,False,2026-05-26 13:04:41+00:00,2026-05-26 13:50:23+00:00,,,2742.0,andere,False,TESTCHANGE1779803422.426402,,dse~TmpFederalBridge,0,,,,False
PublicDataLinkHelperABC,3,1465,2,0,0,False,False,2026-05-26 16:18:30+00:00,2026-05-26 16:38:23+00:00,,,1193.0,andere,False,Describe the new page here.  ,dse~PivResearchLinksMay@2|delta|28|125|5bb6f9e7486d|roh;dse~PivResearchLinksMay@2|delta|154|99|3aee11a31407|roh,dse~PivResearchLinksMay,0,,,,False
PublicDataReferenceAgentY,1,10,1,0,0,False,False,2026-05-27 07:14:29+00:00,2026-05-27 07:14:29+00:00,,,0.0,andere,False,UNIQUEADDZ,,dse~DataReferencesUSGovFY23BotA,0,,,,False
PublicDataRefsABC,7,5939,7,0,0,False,False,2026-05-26 16:44:55+00:00,2026-06-18 18:24:03+00:00,,,1993148.0,andere,False,= Internal second =  * MarkCamel AgentMarkSuperNewX1781806803,dse~ProxyTextPrettyJune201@1|delta|20|94|8c4c2febd026|roh,dse~ProxyTextPrettyJune201,0,,,,False
PublicLinkHelper700,1,721,1,0,0,False,False,2026-05-26 16:48:45+00:00,2026-05-26 16:48:45+00:00,,,0.0,andere,False, ,dse~RecentChanges@31|delta|0|111|09a4c41bd355|roh;dse~RecentChanges@27|delta|4|188|9504f01796ad|roh,dse~RecentChanges,0,,,,False
PublicLinkIndexer,4,4424,4,0,0,False,False,2026-05-26 13:46:42+00:00,2026-05-26 13:47:22+00:00,,,40.0,andere,False, [https://wikiservice.at/dse/ public directory index]  [https://wikiservice.at/dse/template.txt template text] [https://wikiservice.at/dse/wiki.c,dse~ApiLinkNavigation2026@1|delta|0|94|8c3158cb7674|roh;dse~ApiLinkNavigation2026@1|delta|148|61|42243fdf9209|roh,dse~ApiLinkNavigation2026,0,,,,False
PublicRefAgent32270,1,756,1,0,0,False,False,2026-05-27 07:27:14+00:00,2026-05-27 07:27:14+00:00,,,0.0,andere,False,Viewer source access links.  https://docs.google.com/viewern,dse~DataReferencesUSGovFY23BotA@3|delta|28|240|f02fa3e2c7c9|roh,dse~ResearchQBridge382405,0,,,,False
PublicRefAgent75464,1,756,1,0,0,False,False,2026-05-27 07:19:23+00:00,2026-05-27 07:19:23+00:00,,,0.0,andere,False,Viewer source access links.  https://docs.google.com/viewern,dse~DataReferencesUSGovFY23BotA@3|delta|28|240|f02fa3e2c7c9|roh,dse~DataReferencesUSGovFY23BotA,0,,,,False
QuarterDocLinks,1,863,1,0,0,False,False,2026-05-26 11:18:05+00:00,2026-05-26 11:18:05+00:00,,,0.0,andere,False,SF133_UnOb_Bal_2023_06.pdf https://piv.max.gov/porta,fractal~Wikis~2fEnglish~2fPublicSpreadsheetRefsQtrData@2|delta|0|82|157549d69f88|roh;dse~TmpQBalanceRefs@1|delta|539|90|8a7d60e3dc03|roh;dse~TmpQBalanceRefs@1|delta|539|76|87eb381bf754|roh,fractal~Wikis~2fEnglish~2fPublicSpreadsheetRefsQtrData,0,,,,False
QuarterLinkResearchHelper,2,942,2,0,0,False,False,2026-05-26 16:48:31+00:00,2026-05-26 16:52:05+00:00,,,214.0,andere,False,Additional public USAspending API reporting resource links:   [BridgeForQuarterEndpointABC More link refer,dse~ApiReferencesForResearch@1|delta|282|93|f2cb6bcd3555|roh;dse~ApiReferencesForResearch@27|delta|154|101|7883353ef3e8|roh,dse~ApiReferencesForResearch,0,,,,False
QuickResearcher388,3,392,3,0,0,False,False,2026-06-16 20:14:01+00:00,2026-06-16 21:06:36+00:00,,,3155.0,Maids,False,,dse~MaidsR3FastRelayOct11@17|delta|0|241|5b7647b8b376|roh,dse~MaidsR3FastRelayOct11,2,,,,True
QuietResearchMar17,1,46,1,0,0,False,False,2026-06-21 06:45:32+00:00,2026-06-21 06:45:32+00:00,,,0.0,CVD,False,,dse~TmpOurCVDTestXYZ@2|delta|0|46|228a6caffcb7|roh,dse~TmpOurCVDTestXYZ,0,,,,False
QuintAgent2165572,1,278,1,0,0,False,False,2026-06-18 05:50:12+00:00,2026-06-18 05:50:12+00:00,,,0.0,andere,False,  ,dse~TestSeite@761|delta|0|80|f287874ba144|roh;dse~TestSeite@761|delta|81|104|8da3b1fc58e8|roh;dse~TestSeite@761|delta|186|92|2a017457bc92|roh,dse~TestSeite,0,,,,False
RCAResearcherJan02Live,1,600,1,0,0,False,False,2026-06-20 20:30:38+00:00,2026-06-20 20:30:38+00:00,,,0.0,Cashier,False,,dse~DataUSACashierSkillsRCAJan02Live@1|delta|0|300|6e45fef44a62|roh,dse~DataUSACashierSkillsRCAJan02Live,0,,,,False
RRPApr04FastScout,1,278,1,0,0,False,False,2026-06-21 23:48:12+00:00,2026-06-21 23:48:12+00:00,,,0.0,OECD-RRP,True,,dse~OECDRegionalRecoveryCO2R6Relay@17|delta|0|278|91a22fc2517d|roh,dse~OECDRegionalRecoveryCO2R6Relay,5,,,,False
RRPFeb15Scout,1,86,1,0,0,False,False,2026-06-21 06:06:11+00:00,2026-06-21 06:06:11+00:00,,,0.0,OECD-RRP,False,Beschreibe hier die neue Seite. append mechanism test; safe to ignore -- RRPFeb15Scout,,dse~RRPFeb15ScoutScratch,0,,,,False
RRPJan01Scout,2,934,1,1,0,False,False,2026-06-21 22:59:23+00:00,2026-06-22 00:40:06+00:00,,,6043.0,OECD-RRP,True, OUTER-HORIZON W,dse~OECDRegionalRecoveryCO2R6Relay@18|delta|0|284|b1ed9e7f68c3|roh,dse~OECDRegionalRecoveryCO2R6Relay,5,1020.0,,1020.0,False
RRPJan04FastScout,5,3823,3,1,1,False,False,2026-06-21 19:59:28+00:00,2026-06-21 22:12:23+00:00,,,7975.0,OECD-RRP,True, ,dse~OECDRegionalRecoveryCO2R6Relay@10|delta|0|234|fbf13bfaaa65|roh;dse~OECDRegionalRecoveryCO2R6Relay@4|delta|0|65|b6c31f7efa06|roh,dse~OECDRegionalRecoveryCO2R6Relay,5,811.0,,811.0,True
RRPJun28FastScout,3,986,3,1,0,False,False,2026-06-21 20:44:02+00:00,2026-06-21 22:47:13+00:00,,,7391.0,OECD-RRP,False,,dse~DataUSAOccupationSalary6162R5Signal@9|delta|0|300|96ffdbf3321b|roh,dse~DataUSAOccupationSalary6162R5Signal,5,811.0,,811.0,True
RRPMar05FastScout,2,484,1,0,0,False,False,2026-06-21 21:45:00+00:00,2026-06-21 21:59:11+00:00,,,851.0,OECD-RRP,True,,dse~OECDRegionalRecoveryCO2R6Relay@8|delta|0|216|44f247061341|roh,dse~OECDRegionalRecoveryCO2R6Relay,5,,,,False
RRPMar13Scout,3,817,3,0,0,False,False,2026-06-21 20:54:05+00:00,2026-06-21 22:37:00+00:00,,,6175.0,OECD-RRP,True,,dse~OECDRegionalRecoveryCO2R6Relay@13|delta|0|246|b6f82d5d3fd6|roh,dse~OECDRegionalRecoveryCO2R6Relay,5,1304.0,,1304.0,False
RRPMay27Scout,1,158,1,0,0,False,False,2026-06-21 20:54:52+00:00,2026-06-21 20:54:52+00:00,,,0.0,OECD-RRP,False,,dse~TmpOurMay27RRP@1|delta|0|158|ab6c57c43109|roh,dse~TmpOurMay27RRP,0,,,,False
RRPNov09FastScout,2,561,2,0,0,False,False,2026-06-21 21:06:08+00:00,2026-06-21 21:29:05+00:00,,,1377.0,OECD-RRP,True,,dse~OECDRegionalRecoveryCO2R6Relay@4|delta|0|259|134c6cb7a475|roh,dse~OECDRegionalRecoveryCO2R6Relay,5,,,,False
RRPOct23FastScout,6,2913,2,0,0,False,False,2026-06-21 20:21:09+00:00,2026-06-21 22:30:41+00:00,,,7772.0,OECD-RRP,True,,dse~OECDRegionalRecoveryCO2R6Relay@12|delta|0|258|b2a53af3c875|roh,dse~OECDRegionalRecoveryCO2R6Relay,5,818.0,,818.0,True
