variante,n_kohorten,laenge,anteil_pct
Seite_anlegen -> Daten_URL_ablegen -> Sonstiges -> Daten_URL_ablegen -> Seite_anlegen -> Sonstiges -> Daten_URL_ablegen,1,7,0.11
Seite_anlegen -> Sonstiges -> Uhrenpaar_melden -> Seite_anlegen -> Um_Ergebnis_bitten -> Uhrenpaar_melden -> Um_Ergebnis_bitten -> Vorhersage -> Technik_weitergeben -> Seite_anlegen -> Uhrenpaar_melden -> Um_Ergebnis_bitten,1,12,0.11
Seite_anlegen -> Sonstiges -> Um_Ergebnis_bitten -> Sonstiges -> Uhrenpaar_melden -> Seite_anlegen -> Rundenergebnis_melden,1,7,0.11
Uhrenpaar_melden -> Sonstiges -> Um_Ergebnis_bitten -> Seite_anlegen -> Sonstiges,1,5,0.11
Seite_anlegen -> Test_Probe -> Seite_anlegen -> Sonstiges -> Technik_weitergeben -> Daten_URL_ablegen -> Sonstiges,1,7,0.11
Sonstiges -> Uhrenpaar_melden -> Rundenergebnis_melden -> Uhrenpaar_melden,1,4,0.11
Uhrenpaar_melden -> Um_Ergebnis_bitten -> Sonstiges -> Um_Ergebnis_bitten -> Uhrenpaar_melden -> Sonstiges -> Um_Ergebnis_bitten -> Seite_anlegen -> Uhrenpaar_melden,1,9,0.11
Seite_anlegen -> Sonstiges -> Um_Ergebnis_bitten -> Sonstiges -> Seite_anlegen -> Sonstiges -> Uhrenpaar_melden -> Seite_anlegen -> Test_Probe,1,9,0.11
Um_Ergebnis_bitten -> Daten_URL_ablegen -> Uhrenpaar_melden,1,3,0.11
Um_Ergebnis_bitten -> Test_Probe,1,2,0.11
Uhrenpaar_melden -> Test_Probe -> Seite_anlegen -> Um_Ergebnis_bitten -> Seite_anlegen -> Um_Ergebnis_bitten,1,6,0.11
Seite_anlegen -> Uhrenpaar_melden -> Vorhersage,1,3,0.11
Seite_anlegen -> Test_Probe -> Sonstiges -> Rundenergebnis_melden -> Test_Probe -> Seite_anlegen -> Uhrenpaar_melden -> Um_Ergebnis_bitten -> Uhrenpaar_melden,1,9,0.11
Seite_anlegen -> Test_Probe -> Uhrenpaar_melden -> Vorhersage,1,4,0.11
Seite_anlegen -> Uhrenpaar_melden -> Seite_anlegen -> Sonstiges -> Um_Ergebnis_bitten -> Rundenergebnis_melden -> Sonstiges -> Um_Ergebnis_bitten -> Uhrenpaar_melden -> Rundenergebnis_melden -> Uhrenpaar_melden,1,11,0.11
Seite_anlegen -> Daten_URL_ablegen -> Sonstiges -> Vorhersage -> Rundenergebnis_melden,1,5,0.11
Um_Ergebnis_bitten -> Vorhersage,1,2,0.11
Uhrenpaar_melden -> Rundenergebnis_melden -> Uhrenpaar_melden -> Um_Ergebnis_bitten,1,4,0.11
Seite_anlegen -> Uhrenpaar_melden -> Seite_anlegen -> Daten_URL_ablegen,1,4,0.11
Seite_anlegen -> Sonstiges -> Seite_anlegen -> Sonstiges -> Uhrenpaar_melden -> Seite_anlegen -> Sonstiges -> Um_Ergebnis_bitten -> Vorhersage -> Seite_anlegen -> Test_Probe -> Seite_anlegen -> Sonstiges -> Uhrenpaar_melden -> Test_Probe -> Seite_anlegen -> Um_Ergebnis_bitten,1,17,0.11
Um_Ergebnis_bitten -> Uhrenpaar_melden -> Technik_weitergeben -> Rundenergebnis_melden -> Uhrenpaar_melden -> Um_Ergebnis_bitten -> Seite_anlegen -> Um_Ergebnis_bitten,1,8,0.11
Test_Probe -> Seite_anlegen -> Um_Ergebnis_bitten,1,3,0.11
Uhrenpaar_melden -> Test_Probe -> Vorhersage,1,3,0.11
Seite_anlegen -> Sonstiges -> Uhrenpaar_melden -> Test_Probe -> Uhrenpaar_melden,1,5,0.11
Um_Ergebnis_bitten -> Rundenergebnis_melden -> Uhrenpaar_melden -> Um_Ergebnis_bitten -> Test_Probe -> Uhrenpaar_melden,1,6,0.11
Um_Ergebnis_bitten -> Rundenergebnis_melden -> Um_Ergebnis_bitten -> Rundenergebnis_melden -> Uhrenpaar_melden -> Technik_weitergeben,1,6,0.11
Seite_anlegen -> Rundenergebnis_melden -> Sonstiges -> Rundenergebnis_melden,1,4,0.11
Um_Ergebnis_bitten -> Sonstiges -> Rundenergebnis_melden -> Seite_anlegen -> Rundenergebnis_melden -> Seite_anlegen -> Rundenergebnis_melden -> Vorhersage -> Ueberlebenssignal -> Vorhersage -> Sonstiges -> Ueberlebenssignal -> Seite_anlegen -> Rundenergebnis_melden -> Ueberlebenssignal -> Test_Probe -> Ueberlebenssignal -> Uhrenpaar_melden -> Um_Ergebnis_bitten,1,19,0.11
Rundenergebnis_melden -> Ueberlebenssignal -> Seite_anlegen -> Rundenergebnis_melden -> Ueberlebenssignal,1,5,0.11
Uhrenpaar_melden -> Rundenergebnis_melden -> Uhrenpaar_melden,1,3,0.11
Seite_anlegen -> Test_Probe -> Rundenergebnis_melden -> Ueberlebenssignal,1,4,0.11
Uhrenpaar_melden -> Um_Ergebnis_bitten -> Seite_anlegen -> Uhrenpaar_melden -> Um_Ergebnis_bitten,1,5,0.11
Seite_anlegen -> Sonstiges -> Um_Ergebnis_bitten -> Rundenergebnis_melden,1,4,0.11
Seite_anlegen -> Test_Probe -> Uhrenpaar_melden -> Rundenergebnis_melden -> Seite_anlegen -> Rundenergebnis_melden -> Um_Ergebnis_bitten -> Ueberlebenssignal -> Test_Probe -> Ueberlebenssignal -> Uhrenpaar_melden,1,11,0.11
Seite_anlegen -> Rundenergebnis_melden -> Um_Ergebnis_bitten -> Uhrenpaar_melden -> Um_Ergebnis_bitten,1,5,0.11
Seite_anlegen -> Test_Probe -> Vorhersage -> Seite_anlegen -> Uhrenpaar_melden -> Seite_anlegen -> Uhrenpaar_melden -> Seite_anlegen -> Uhrenpaar_melden -> Seite_anlegen -> Uhrenpaar_melden -> Rundenergebnis_melden -> Um_Ergebnis_bitten -> Seite_anlegen -> Uhrenpaar_melden -> Um_Ergebnis_bitten -> Uhrenpaar_melden -> Rundenergebnis_melden,1,18,0.11
Seite_anlegen -> Test_Probe -> Ueberlebenssignal -> Um_Ergebnis_bitten -> Rundenergebnis_melden -> Technik_weitergeben,1,6,0.11
Rundenergebnis_melden -> Seite_anlegen -> Rundenergebnis_melden -> Ueberlebenssignal -> Rundenergebnis_melden -> Ueberlebenssignal,1,6,0.11
Uhrenpaar_melden -> Rundenergebnis_melden -> Seite_anlegen -> Um_Ergebnis_bitten -> Uhrenpaar_melden -> Um_Ergebnis_bitten -> Vorhersage,1,7,0.11
Seite_anlegen -> Sonstiges -> Rundenergebnis_melden -> Vorhersage,1,4,0.11
Rundenergebnis_melden -> Ueberlebenssignal -> Rundenergebnis_melden -> Test_Probe -> Um_Ergebnis_bitten -> Vorhersage -> Ueberlebenssignal -> Seite_anlegen -> Rundenergebnis_melden -> Ueberlebenssignal -> Uhrenpaar_melden,1,11,0.11
Seite_anlegen -> Rundenergebnis_melden -> Uhrenpaar_melden -> Rundenergebnis_melden -> Um_Ergebnis_bitten -> Rundenergebnis_melden -> Ueberlebenssignal,1,7,0.11
Rundenergebnis_melden -> Um_Ergebnis_bitten -> Ueberlebenssignal -> Seite_anlegen -> Sonstiges -> Rundenergebnis_melden -> Ueberlebenssignal -> Uhrenpaar_melden -> Seite_anlegen -> Uhrenpaar_melden -> Vorhersage -> Ueberlebenssignal -> Uhrenpaar_melden,1,13,0.11
Seite_anlegen -> Uhrenpaar_melden -> Rundenergebnis_melden -> Vorhersage,1,4,0.11
Seite_anlegen -> Rundenergebnis_melden -> Sonstiges -> Rundenergebnis_melden -> Ueberlebenssignal,1,5,0.11
Rundenergebnis_melden -> Um_Ergebnis_bitten -> Ueberlebenssignal,1,3,0.11
Seite_anlegen -> Rundenergebnis_melden -> Um_Ergebnis_bitten -> Rundenergebnis_melden -> Ueberlebenssignal -> Vorhersage -> Uhrenpaar_melden,1,7,0.11
Seite_anlegen -> Test_Probe -> Rundenergebnis_melden -> Vorhersage,1,4,0.11
Rundenergebnis_melden -> Seite_anlegen -> Rundenergebnis_melden -> Seite_anlegen -> Vorhersage,1,5,0.11
Seite_anlegen -> Test_Probe -> Sonstiges -> Test_Probe -> Um_Ergebnis_bitten -> Rundenergebnis_melden,1,6,0.11
Seite_anlegen -> Test_Probe -> Uhrenpaar_melden -> Sonstiges -> Seite_anlegen -> Rundenergebnis_melden,1,6,0.11
Seite_anlegen -> Vorhersage -> Uhrenpaar_melden -> Rundenergebnis_melden,1,4,0.11
Seite_anlegen -> Rundenergebnis_melden -> Seite_anlegen -> Um_Ergebnis_bitten -> Seite_anlegen -> Sonstiges -> Seite_anlegen -> Test_Probe -> Rundenergebnis_melden -> Uhrenpaar_melden -> Seite_anlegen -> Daten_URL_ablegen,1,12,0.11
Seite_anlegen -> Rundenergebnis_melden -> Um_Ergebnis_bitten -> Ueberlebenssignal,1,4,0.11
Rundenergebnis_melden -> Seite_anlegen -> Ueberlebenssignal,1,3,0.11
Seite_anlegen -> Uhrenpaar_melden -> Seite_anlegen -> Uhrenpaar_melden -> Test_Probe -> Uhrenpaar_melden,1,6,0.11
Um_Ergebnis_bitten -> Daten_URL_ablegen -> Um_Ergebnis_bitten -> Seite_anlegen -> Rundenergebnis_melden,1,5,0.11
Seite_anlegen -> Uhrenpaar_melden -> Rundenergebnis_melden -> Um_Ergebnis_bitten -> Seite_anlegen -> Um_Ergebnis_bitten -> Seite_anlegen -> Um_Ergebnis_bitten -> Seite_anlegen -> Um_Ergebnis_bitten -> Seite_anlegen -> Uhrenpaar_melden -> Technik_weitergeben -> Seite_anlegen -> Technik_weitergeben,1,15,0.11
Rundenergebnis_melden -> Vorhersage -> Rundenergebnis_melden -> Um_Ergebnis_bitten -> Seite_anlegen -> Rundenergebnis_melden -> Ueberlebenssignal,1,7,0.11
Seite_anlegen -> Rundenergebnis_melden -> Uhrenpaar_melden -> Rundenergebnis_melden -> Ueberlebenssignal,1,5,0.11
Um_Ergebnis_bitten -> Seite_anlegen -> Rundenergebnis_melden -> Vorhersage -> Ueberlebenssignal,1,5,0.11
Rundenergebnis_melden -> Ueberlebenssignal -> Seite_anlegen -> Rundenergebnis_melden,1,4,0.11
Rundenergebnis_melden -> Seite_anlegen -> Rundenergebnis_melden -> Ueberlebenssignal,1,4,0.11
Seite_anlegen -> Test_Probe -> Rundenergebnis_melden -> Ueberlebenssignal -> Um_Ergebnis_bitten,1,5,0.11
Uhrenpaar_melden -> Um_Ergebnis_bitten -> Rundenergebnis_melden -> Uhrenpaar_melden -> Rundenergebnis_melden,1,5,0.11
Seite_anlegen -> Sonstiges -> Seite_anlegen -> Uhrenpaar_melden,1,4,0.11
Uhrenpaar_melden -> Sonstiges -> Seite_anlegen -> Rundenergebnis_melden -> Ueberlebenssignal,1,5,0.11
Test_Probe -> Seite_anlegen -> Test_Probe -> Seite_anlegen -> Vorhersage,1,5,0.11
Um_Ergebnis_bitten -> Seite_anlegen -> Rundenergebnis_melden -> Uhrenpaar_melden,1,4,0.11
Seite_anlegen -> Rundenergebnis_melden -> Uhrenpaar_melden -> Um_Ergebnis_bitten -> Uhrenpaar_melden -> Rundenergebnis_melden,1,6,0.11
Seite_anlegen -> Um_Ergebnis_bitten -> Vorhersage,1,3,0.11
Seite_anlegen -> Uhrenpaar_melden -> Rundenergebnis_melden -> Uhrenpaar_melden -> Technik_weitergeben -> Seite_anlegen -> Test_Probe,1,7,0.11
Seite_anlegen -> Test_Probe -> Uhrenpaar_melden -> Rundenergebnis_melden -> Um_Ergebnis_bitten -> Rundenergebnis_melden -> Uhrenpaar_melden -> Vorhersage,1,8,0.11
Seite_anlegen -> Rundenergebnis_melden -> Uhrenpaar_melden -> Sonstiges,1,4,0.11
Uhrenpaar_melden -> Um_Ergebnis_bitten -> Uhrenpaar_melden -> Um_Ergebnis_bitten -> Rundenergebnis_melden -> Technik_weitergeben -> Um_Ergebnis_bitten -> Uhrenpaar_melden -> Um_Ergebnis_bitten -> Technik_weitergeben -> Sonstiges -> Seite_anlegen -> Um_Ergebnis_bitten -> Technik_weitergeben -> Vorhersage,1,15,0.11
Um_Ergebnis_bitten -> Sonstiges -> Technik_weitergeben -> Uhrenpaar_melden -> Rundenergebnis_melden,1,5,0.11
Um_Ergebnis_bitten -> Sonstiges -> Uhrenpaar_melden -> Sonstiges -> Ueberlebenssignal -> Seite_anlegen -> Rundenergebnis_melden -> Sonstiges,1,8,0.11
Rundenergebnis_melden -> Uhrenpaar_melden -> Rundenergebnis_melden,1,3,0.11
Rundenergebnis_melden -> Test_Probe -> Ueberlebenssignal,1,3,0.11
Seite_anlegen -> Sonstiges -> Test_Probe -> Um_Ergebnis_bitten -> Rundenergebnis_melden -> Vorhersage -> Uhrenpaar_melden -> Sonstiges -> Seite_anlegen -> Sonstiges,1,10,0.11
Test_Probe -> Seite_anlegen -> Rundenergebnis_melden -> Vorhersage -> Um_Ergebnis_bitten,1,5,0.11
Seite_anlegen -> Um_Ergebnis_bitten -> Test_Probe -> Um_Ergebnis_bitten -> Uhrenpaar_melden,1,5,0.11
Um_Ergebnis_bitten -> Rundenergebnis_melden -> Test_Probe -> Rundenergebnis_melden,1,4,0.11
Sonstiges -> Seite_anlegen -> Sonstiges -> Seite_anlegen -> Sonstiges,1,5,0.11
Seite_anlegen -> Rundenergebnis_melden -> Um_Ergebnis_bitten -> Rundenergebnis_melden -> Vorhersage,1,5,0.11
Seite_anlegen -> Test_Probe -> Rundenergebnis_melden -> Seite_anlegen -> Um_Ergebnis_bitten -> Technik_weitergeben -> Sonstiges -> Seite_anlegen -> Rundenergebnis_melden -> Ueberlebenssignal -> Technik_weitergeben,1,11,0.11
Seite_anlegen -> Um_Ergebnis_bitten -> Technik_weitergeben -> Ueberlebenssignal,1,4,0.11
Seite_anlegen -> Sonstiges -> Rundenergebnis_melden -> Technik_weitergeben -> Rundenergebnis_melden,1,5,0.11
Rundenergebnis_melden -> Seite_anlegen -> Rundenergebnis_melden -> Uhrenpaar_melden -> Um_Ergebnis_bitten -> Ueberlebenssignal -> Technik_weitergeben -> Uhrenpaar_melden -> Rundenergebnis_melden -> Vorhersage -> Ueberlebenssignal,1,11,0.11
Sonstiges -> Vorhersage,1,2,0.11
Rundenergebnis_melden -> Um_Ergebnis_bitten -> Seite_anlegen -> Uhrenpaar_melden -> Rundenergebnis_melden,1,5,0.11
Seite_anlegen -> Rundenergebnis_melden -> Um_Ergebnis_bitten -> Rundenergebnis_melden -> Um_Ergebnis_bitten -> Sonstiges -> Um_Ergebnis_bitten -> Rundenergebnis_melden,1,8,0.11
Seite_anlegen -> Rundenergebnis_melden -> Sonstiges -> Test_Probe -> Rundenergebnis_melden -> Ueberlebenssignal -> Rundenergebnis_melden,1,7,0.11
Rundenergebnis_melden -> Seite_anlegen -> Rundenergebnis_melden -> Seite_anlegen -> Rundenergebnis_melden -> Seite_anlegen -> Technik_weitergeben,1,7,0.11
Seite_anlegen -> Sonstiges -> Rundenergebnis_melden -> Seite_anlegen -> Rundenergebnis_melden -> Test_Probe -> Rundenergebnis_melden -> Technik_weitergeben -> Uhrenpaar_melden -> Um_Ergebnis_bitten -> Ueberlebenssignal -> Test_Probe -> Ueberlebenssignal -> Rundenergebnis_melden -> Vorhersage -> Technik_weitergeben -> Ueberlebenssignal,1,17,0.11
Rundenergebnis_melden -> Um_Ergebnis_bitten -> Seite_anlegen -> Rundenergebnis_melden -> Seite_anlegen -> Rundenergebnis_melden,1,6,0.11
Seite_anlegen -> Rundenergebnis_melden -> Vorhersage -> Um_Ergebnis_bitten -> Rundenergebnis_melden,1,5,0.11
Seite_anlegen -> Uhrenpaar_melden -> Um_Ergebnis_bitten -> Seite_anlegen -> Rundenergebnis_melden -> Seite_anlegen -> Uhrenpaar_melden,1,7,0.11
Seite_anlegen -> Um_Ergebnis_bitten -> Technik_weitergeben -> Sonstiges -> Ueberlebenssignal -> Seite_anlegen -> Rundenergebnis_melden -> Ueberlebenssignal -> Seite_anlegen -> Um_Ergebnis_bitten -> Vorhersage -> Uhrenpaar_melden -> Rundenergebnis_melden -> Uhrenpaar_melden -> Um_Ergebnis_bitten -> Uhrenpaar_melden -> Um_Ergebnis_bitten -> Vorhersage -> Sonstiges,1,19,0.11
Seite_anlegen -> Um_Ergebnis_bitten -> Ueberlebenssignal -> Um_Ergebnis_bitten,1,4,0.11
Uhrenpaar_melden -> Vorhersage -> Um_Ergebnis_bitten -> Seite_anlegen -> Rundenergebnis_melden -> Um_Ergebnis_bitten,1,6,0.11
Seite_anlegen -> Rundenergebnis_melden -> Um_Ergebnis_bitten -> Seite_anlegen -> Uhrenpaar_melden -> Rundenergebnis_melden -> Um_Ergebnis_bitten -> Ueberlebenssignal -> Rundenergebnis_melden -> Seite_anlegen -> Test_Probe -> Uhrenpaar_melden,1,12,0.11
Vorhersage -> Rundenergebnis_melden -> Seite_anlegen -> Technik_weitergeben -> Vorhersage,1,5,0.11
Uhrenpaar_melden -> Test_Probe -> Sonstiges -> Seite_anlegen -> Test_Probe,1,5,0.11
Uhrenpaar_melden -> Seite_anlegen -> Rundenergebnis_melden -> Uhrenpaar_melden -> Seite_anlegen -> Uhrenpaar_melden -> Rundenergebnis_melden,1,7,0.11
Uhrenpaar_melden -> Seite_anlegen -> Rundenergebnis_melden -> Ueberlebenssignal -> Um_Ergebnis_bitten -> Uhrenpaar_melden -> Seite_anlegen -> Rundenergebnis_melden -> Technik_weitergeben -> Ueberlebenssignal -> Sonstiges -> Ueberlebenssignal -> Technik_weitergeben -> Seite_anlegen -> Technik_weitergeben -> Ueberlebenssignal -> Rundenergebnis_melden -> Uhrenpaar_melden -> Technik_weitergeben -> Ueberlebenssignal -> Rundenergebnis_melden -> Ueberlebenssignal -> Seite_anlegen -> Uhrenpaar_melden -> Ueberlebenssignal -> Vorhersage -> Technik_weitergeben -> Uhrenpaar_melden -> Ueberlebenssignal -> Technik_weitergeben,1,30,0.11
Seite_anlegen -> Rundenergebnis_melden -> Um_Ergebnis_bitten -> Rundenergebnis_melden -> Um_Ergebnis_bitten,1,5,0.11
Rundenergebnis_melden -> Uhrenpaar_melden -> Seite_anlegen -> Rundenergebnis_melden -> Vorhersage -> Seite_anlegen -> Um_Ergebnis_bitten,1,7,0.11
Seite_anlegen -> Rundenergebnis_melden -> Um_Ergebnis_bitten -> Rundenergebnis_melden -> Technik_weitergeben -> Ueberlebenssignal -> Rundenergebnis_melden -> Uhrenpaar_melden -> Technik_weitergeben,1,9,0.11
Seite_anlegen -> Rundenergebnis_melden -> Ueberlebenssignal -> Rundenergebnis_melden -> Vorhersage -> Ueberlebenssignal,1,6,0.11
Seite_anlegen -> Test_Probe -> Seite_anlegen -> Uhrenpaar_melden -> Ueberlebenssignal -> Uhrenpaar_melden -> Um_Ergebnis_bitten -> Sonstiges -> Um_Ergebnis_bitten -> Rundenergebnis_melden,1,10,0.11
Um_Ergebnis_bitten -> Test_Probe -> Uhrenpaar_melden -> Seite_anlegen -> Rundenergebnis_melden -> Test_Probe -> Sonstiges -> Vorhersage -> Rundenergebnis_melden,1,9,0.11
Seite_anlegen -> Test_Probe -> Um_Ergebnis_bitten -> Seite_anlegen -> Um_Ergebnis_bitten -> Seite_anlegen -> Rundenergebnis_melden -> Test_Probe -> Um_Ergebnis_bitten -> Uhrenpaar_melden -> Um_Ergebnis_bitten -> Uhrenpaar_melden -> Ueberlebenssignal -> Rundenergebnis_melden -> Sonstiges -> Uhrenpaar_melden -> Ueberlebenssignal -> Rundenergebnis_melden -> Ueberlebenssignal -> Rundenergebnis_melden -> Ueberlebenssignal,1,21,0.11
Seite_anlegen -> Sonstiges -> Seite_anlegen -> Sonstiges -> Seite_anlegen -> Sonstiges -> Seite_anlegen -> Daten_URL_ablegen -> Sonstiges -> Seite_anlegen -> Daten_URL_ablegen -> Test_Probe -> Seite_anlegen -> Sonstiges -> Seite_anlegen -> Test_Probe -> Seite_anlegen -> Daten_URL_ablegen -> Sonstiges -> Test_Probe -> Sonstiges -> Daten_URL_ablegen -> Seite_anlegen -> Daten_URL_ablegen -> Sonstiges -> Seite_anlegen -> Test_Probe -> Sonstiges -> Seite_anlegen -> Daten_URL_ablegen -> Seite_anlegen -> Daten_URL_ablegen -> Seite_anlegen -> Daten_URL_ablegen -> Seite_anlegen -> Daten_URL_ablegen -> Uhrenpaar_melden -> Test_Probe -> Seite_anlegen -> Daten_URL_ablegen -> Seite_anlegen -> Sonstiges -> Test_Probe -> Technik_weitergeben -> Daten_URL_ablegen -> Technik_weitergeben -> Seite_anlegen -> Rundenergebnis_melden -> Vorhersage -> Sonstiges -> Vorhersage -> Seite_anlegen -> Daten_URL_ablegen,1,53,0.11
Vorhersage -> Seite_anlegen -> Rundenergebnis_melden,1,3,0.11
Uhrenpaar_melden -> Test_Probe -> Uhrenpaar_melden -> Rundenergebnis_melden,1,4,0.11
Seite_anlegen -> Test_Probe -> Sonstiges,1,3,0.11
Seite_anlegen -> Rundenergebnis_melden -> Vorhersage -> Um_Ergebnis_bitten -> Vorhersage -> Um_Ergebnis_bitten -> Rundenergebnis_melden,1,7,0.11
Rundenergebnis_melden -> Uhrenpaar_melden -> Sonstiges -> Um_Ergebnis_bitten -> Rundenergebnis_melden,1,5,0.11
Seite_anlegen -> Uhrenpaar_melden -> Rundenergebnis_melden -> Um_Ergebnis_bitten,1,4,0.11
Seite_anlegen -> Test_Probe -> Seite_anlegen -> Um_Ergebnis_bitten -> Seite_anlegen -> Rundenergebnis_melden,1,6,0.11
Rundenergebnis_melden -> Uhrenpaar_melden -> Um_Ergebnis_bitten -> Technik_weitergeben -> Rundenergebnis_melden -> Ueberlebenssignal,1,6,0.11
Um_Ergebnis_bitten -> Rundenergebnis_melden -> Uhrenpaar_melden -> Um_Ergebnis_bitten -> Uhrenpaar_melden,1,5,0.11
Seite_anlegen -> Sonstiges -> Technik_weitergeben -> Sonstiges -> Seite_anlegen -> Rundenergebnis_melden -> Ueberlebenssignal -> Test_Probe,1,8,0.11
Seite_anlegen -> Sonstiges -> Rundenergebnis_melden -> Um_Ergebnis_bitten -> Sonstiges -> Ueberlebenssignal -> Um_Ergebnis_bitten -> Seite_anlegen -> Test_Probe -> Seite_anlegen -> Um_Ergebnis_bitten -> Vorhersage -> Uhrenpaar_melden -> Ueberlebenssignal -> Uhrenpaar_melden -> Seite_anlegen -> Sonstiges -> Seite_anlegen -> Ueberlebenssignal,1,19,0.11
Seite_anlegen -> Daten_URL_ablegen -> Seite_anlegen -> Sonstiges -> Seite_anlegen -> Sonstiges -> Seite_anlegen -> Sonstiges -> Um_Ergebnis_bitten -> Vorhersage -> Seite_anlegen -> Rundenergebnis_melden -> Seite_anlegen -> Rundenergebnis_melden -> Vorhersage -> Seite_anlegen -> Test_Probe -> Seite_anlegen -> Daten_URL_ablegen -> Seite_anlegen -> Daten_URL_ablegen -> Test_Probe -> Daten_URL_ablegen,1,23,0.11
Seite_anlegen -> Test_Probe -> Seite_anlegen -> Uhrenpaar_melden -> Um_Ergebnis_bitten -> Rundenergebnis_melden -> Um_Ergebnis_bitten -> Ueberlebenssignal,1,8,0.11
Seite_anlegen -> Rundenergebnis_melden -> Seite_anlegen -> Rundenergebnis_melden -> Sonstiges -> Rundenergebnis_melden,1,6,0.11
Seite_anlegen -> Test_Probe -> Um_Ergebnis_bitten -> Uhrenpaar_melden -> Rundenergebnis_melden -> Technik_weitergeben -> Rundenergebnis_melden -> Vorhersage,1,8,0.11
Uhrenpaar_melden -> Rundenergebnis_melden -> Vorhersage,1,3,0.11
Seite_anlegen -> Rundenergebnis_melden -> Um_Ergebnis_bitten -> Ueberlebenssignal -> Um_Ergebnis_bitten -> Test_Probe -> Um_Ergebnis_bitten,1,7,0.11
Seite_anlegen -> Sonstiges -> Rundenergebnis_melden -> Seite_anlegen -> Rundenergebnis_melden,1,5,0.11
Seite_anlegen -> Test_Probe -> Uhrenpaar_melden -> Seite_anlegen -> Test_Probe -> Um_Ergebnis_bitten -> Technik_weitergeben -> Test_Probe -> Uhrenpaar_melden -> Test_Probe -> Um_Ergebnis_bitten -> Seite_anlegen -> Rundenergebnis_melden -> Ueberlebenssignal -> Rundenergebnis_melden -> Ueberlebenssignal -> Seite_anlegen -> Technik_weitergeben -> Sonstiges -> Um_Ergebnis_bitten -> Rundenergebnis_melden -> Seite_anlegen -> Rundenergebnis_melden -> Uhrenpaar_melden -> Technik_weitergeben,1,25,0.11
Rundenergebnis_melden -> Ueberlebenssignal -> Rundenergebnis_melden,1,3,0.11
Uhrenpaar_melden -> Technik_weitergeben -> Abschied -> Sonstiges -> Vorhersage -> Rundenergebnis_melden -> Seite_anlegen -> Rundenergebnis_melden -> Seite_anlegen -> Um_Ergebnis_bitten -> Ueberlebenssignal -> Technik_weitergeben -> Seite_anlegen -> Rundenergebnis_melden -> Ueberlebenssignal,1,15,0.11
Seite_anlegen -> Sonstiges -> Seite_anlegen -> Rundenergebnis_melden -> Uhrenpaar_melden -> Rundenergebnis_melden -> Uhrenpaar_melden -> Seite_anlegen -> Sonstiges,1,9,0.11
Technik_weitergeben -> Seite_anlegen -> Rundenergebnis_melden,1,3,0.11
Rundenergebnis_melden -> Ueberlebenssignal -> Technik_weitergeben,1,3,0.11
Um_Ergebnis_bitten -> Seite_anlegen -> Rundenergebnis_melden -> Um_Ergebnis_bitten -> Sonstiges,1,5,0.11
Vorhersage -> Technik_weitergeben -> Seite_anlegen -> Rundenergebnis_melden,1,4,0.11
Seite_anlegen -> Uhrenpaar_melden -> Seite_anlegen -> Rundenergebnis_melden,1,4,0.11
Um_Ergebnis_bitten -> Seite_anlegen -> Rundenergebnis_melden -> Sonstiges,1,4,0.11
Seite_anlegen -> Um_Ergebnis_bitten -> Seite_anlegen -> Um_Ergebnis_bitten -> Uhrenpaar_melden -> Um_Ergebnis_bitten -> Rundenergebnis_melden -> Vorhersage -> Rundenergebnis_melden -> Ueberlebenssignal,1,10,0.11
Seite_anlegen -> Test_Probe -> Sonstiges -> Um_Ergebnis_bitten -> Sonstiges -> Vorhersage -> Sonstiges -> Technik_weitergeben -> Ueberlebenssignal -> Seite_anlegen -> Rundenergebnis_melden -> Technik_weitergeben,1,12,0.11
Uhrenpaar_melden -> Technik_weitergeben -> Rundenergebnis_melden,1,3,0.11
Seite_anlegen -> Vorhersage -> Rundenergebnis_melden -> Um_Ergebnis_bitten -> Seite_anlegen -> Um_Ergebnis_bitten,1,6,0.11
Rundenergebnis_melden -> Seite_anlegen -> Test_Probe -> Seite_anlegen -> Rundenergebnis_melden -> Uhrenpaar_melden -> Um_Ergebnis_bitten -> Ueberlebenssignal,1,8,0.11
Uhrenpaar_melden -> Um_Ergebnis_bitten -> Rundenergebnis_melden -> Sonstiges -> Rundenergebnis_melden,1,5,0.11
Seite_anlegen -> Test_Probe -> Seite_anlegen -> Uhrenpaar_melden -> Seite_anlegen -> Rundenergebnis_melden,1,6,0.11
Um_Ergebnis_bitten -> Abschied,1,2,0.11
Uhrenpaar_melden -> Rundenergebnis_melden -> Seite_anlegen -> Um_Ergebnis_bitten -> Sonstiges -> Rundenergebnis_melden,1,6,0.11
Seite_anlegen -> Test_Probe -> Seite_anlegen -> Sonstiges -> Uhrenpaar_melden,1,5,0.11
Seite_anlegen -> Rundenergebnis_melden -> Vorhersage -> Uhrenpaar_melden -> Rundenergebnis_melden -> Uhrenpaar_melden,1,6,0.11
Seite_anlegen -> Test_Probe -> Vorhersage -> Rundenergebnis_melden -> Um_Ergebnis_bitten -> Rundenergebnis_melden,1,6,0.11
Rundenergebnis_melden -> Um_Ergebnis_bitten -> Rundenergebnis_melden -> Technik_weitergeben,1,4,0.11
