label,t0,t1,t_mid,wall_delta_s,task_delta_s,rollover,factor,weg,rev0,rev1,page_key_0,page_key_1,beleg0,beleg0_ref,beleg1,beleg1_ref,load_revs_5,load_bytes_5,load_labels_5,load_ip_5,load_events_5,load_revs_15,load_bytes_15,load_labels_15,load_ip_15,load_events_15,load_revs_60,load_bytes_60,load_labels_60,load_ip_60,load_events_60,hour,logf,ldw,ldt,datensatz
OpenAIResearchMar22OECD,2026-06-20T03:41:38Z,2026-06-20T06:02:59Z,2026-06-20T04:52:18Z,8481.0,970.0,0,0.11437330503478363,BB,dse~OpenAIResearchMar22OECD@3,dse~OpenAIResearchMar22OECD@4,dse~OpenAIResearchMar22OECD,dse~OpenAIResearchMar22OECD,,dse~OpenAIResearchMar22OECD@3|delta|0|309|7e05c81b34c3|roh,,dse~OpenAIResearchMar22OECD@4|delta|0|400|bbd343c849bb|roh,3.7241379310344827,1689.1379310344828,3.310344827586207,3.586206896551724,3.793103448275862,11.181818181818182,5230.363636363636,9.454545454545455,9.909090909090908,11.363636363636363,49.0,22549.5,33.5,33.25,49.5,4,-2.1682875748642716,9.0455836463617,6.877296071497429,mit_Ereignissen_ABC
OpenAIResearchMar22OECD,2026-06-20T06:02:59Z,2026-06-20T08:34:34Z,2026-06-20T07:18:46Z,9095.0,2100.0,0,0.23089609675645958,BB,dse~OpenAIResearchMar22OECD@4,dse~OpenAIResearchMar22OECD@5,dse~OpenAIResearchMar22OECD,dse~OpenAIResearchMar22OECD,,dse~OpenAIResearchMar22OECD@4|delta|0|400|bbd343c849bb|roh,,dse~OpenAIResearchMar22OECD@5|delta|0|327|f70c3c110385|roh,2.129032258064516,1103.8064516129032,1.967741935483871,2.096774193548387,2.193548387096774,6.545454545454546,3439.909090909091,5.363636363636363,6.181818181818182,6.7272727272727275,25.333333333333332,13224.666666666666,17.333333333333332,19.666666666666668,26.0,7,-1.4657874672407083,9.115480090952223,7.649692623711514,mit_Ereignissen_ABC
OpenAIResearchMarTen,2026-06-18T15:19:30Z,2026-06-18T15:56:39Z,2026-06-18T15:38:04Z,2229.0,555.0,0,0.2489905787348587,CC,dse~PoliceWageAgeSequenceMar10Collab@3,dse~PoliceWageAgeSequenceMar10Collab@5,dse~PoliceWageAgeSequenceMar10Collab,dse~PoliceWageAgeSequenceMar10Collab,,dse~PoliceWageAgeSequenceMar10Collab@3|delta|0|160|ed15fa6554b1|roh,,dse~PoliceWageAgeSequenceMar10Collab@5|delta|0|198|12ecf98e50b9|roh,14.0,3520.0,6.111111111111111,10.88888888888889,14.333333333333334,42.0,10560.0,15.666666666666666,26.0,43.0,143.0,34119.0,45.0,58.0,146.0,15,-1.3903402196394343,7.709308333385869,6.318968113746434,mit_Ereignissen_ABC
OpenAIResearchMay07,2026-06-17T02:34:35Z,2026-06-17T03:13:54Z,2026-06-17T02:54:14Z,2359.0,62291.0,0,26.405680373039424,CC,dse~CashierCoordMay07OAI@2,dse~LFSequenceCollabMay03@15,dse~CashierCoordMay07OAI,dse~LFSequenceCollabMay03,,dse~CashierCoordMay07OAI@2|delta|0|313|edb4e1e58daa|roh,,dse~LFSequenceCollabMay03@15|delta|0|145|ee27252ecd4d|roh,12.333333333333334,3770.0,10.777777777777779,11.333333333333334,12.555555555555555,37.0,11310.0,28.0,30.0,37.666666666666664,152.0,41120.5,81.5,67.5,154.5,2,3.2735791526528955,7.765993079407675,11.039572232060571,mit_Ereignissen_ABC
OpenAIResearchMay07,2026-06-17T03:40:35Z,2026-06-17T06:08:33Z,2026-06-17T04:54:34Z,8878.0,2675.0,0,0.3013066005857175,CC,dse~CashierCoordMay07OAI@4,dse~CashierCoordMay07OAI@5,dse~CashierCoordMay07OAI,dse~CashierCoordMay07OAI,,dse~CashierCoordMay07OAI@4|delta|0|226|e4e910540c4e|roh,,dse~CashierCoordMay07OAI@5|delta|0|282|0bb6de9ddc74|roh,3.566666666666667,1074.9666666666667,3.3333333333333335,3.5,3.6333333333333333,12.272727272727273,3778.181818181818,9.727272727272727,11.272727272727273,12.545454545454545,64.25,19349.75,40.25,38.75,65.5,4,-1.1996269260638737,9.09133158539398,7.891704659330107,mit_Ereignissen_ABC
OpenAIResearchMay07,2026-06-17T06:08:33Z,2026-06-17T06:23:47Z,2026-06-17T06:16:10Z,914.0,2676.0,0,2.927789934354486,CC,dse~CashierCoordMay07OAI@5,dse~CashierCoordMay07OAI@6,dse~CashierCoordMay07OAI,dse~CashierCoordMay07OAI,,dse~CashierCoordMay07OAI@5|delta|0|282|0bb6de9ddc74|roh,,dse~CashierCoordMay07OAI@6|delta|0|271|a359f82dd70f|roh,3.75,1122.5,3.75,4.0,4.25,13.5,3987.5,10.5,12.5,14.5,70.0,19521.0,43.0,39.0,72.0,6,1.0742478497939691,6.81783057145415,7.892078421248119,mit_Ereignissen_ABC
OpenAIResearchMay07,2026-06-17T06:23:47Z,2026-06-17T07:52:16Z,2026-06-17T07:08:01Z,5309.0,52520.0,0,9.892635147862121,CC,dse~CashierCoordMay07OAI@6,dse~FinanceSequenceMar26OAI@11,dse~CashierCoordMay07OAI,dse~FinanceSequenceMar26OAI,,dse~CashierCoordMay07OAI@6|delta|0|271|a359f82dd70f|roh,,dse~FinanceSequenceMar26OAI@11|delta|0|390|521a545b336c|roh,6.578947368421052,2011.421052631579,5.842105263157895,6.2105263157894735,6.684210526315789,19.0,6194.0,14.857142857142858,16.285714285714285,19.285714285714285,73.5,23698.0,47.0,44.0,75.0,7,2.291790555833061,8.57715877258367,10.868949328416733,mit_Ereignissen_ABC
OpenAIResearchMay07,2026-06-17T07:52:16Z,2026-06-17T08:38:08Z,2026-06-17T08:15:12Z,2752.0,1356.0,0,0.49273255813953487,CC,dse~FinanceSequenceMar26OAI@11,dse~FinanceSequenceMar26OAI@18,dse~FinanceSequenceMar26OAI,dse~FinanceSequenceMar26OAI,,dse~FinanceSequenceMar26OAI@11|delta|0|390|521a545b336c|roh,,dse~FinanceSequenceMar26OAI@18|delta|0|263|d731eec10108|roh,3.5,1462.8,3.3,3.7,3.7,13.25,4867.0,10.5,11.5,13.75,60.0,20321.0,40.5,39.0,61.0,8,-0.7077887305528934,7.920083199053234,7.212294468500341,mit_Ereignissen_ABC
OpenAIResearchNov22,2026-06-16T19:14:14Z,2026-06-16T19:37:28Z,2026-06-16T19:25:51Z,1394.0,2423.0,0,1.7381635581061694,CC,dse~DataUSAMaidsWageSequenceCollabSep21@17,dse~DataUSAMaidsSequenceLiveMay03@23,dse~DataUSAMaidsWageSequenceCollabSep21,dse~DataUSAMaidsSequenceLiveMay03,,dse~DataUSAMaidsWageSequenceCollabSep21@17|delta|0|283|91a40b3603a4|roh,,dse~DataUSAMaidsSequenceLiveMay03@23|delta|0|210|c2a56dea6fa1|roh,76.0,23103.5,59.166666666666664,47.5,76.5,210.66666666666666,68271.33333333333,135.0,79.66666666666667,211.66666666666666,745.0,246388.0,339.0,118.0,749.0,19,0.5528291294960566,7.2399325913204695,7.792761720816526,mit_Ereignissen_ABC
OpenAIResearcher,2026-06-16T19:42:03Z,2026-06-17T03:36:12Z,2026-06-16T23:39:07Z,28449.0,45794.0,0,1.609687510984569,AC,dse~DataUSAGroceryG5Mar06@25,dse~DataUSAPovertyR6QuerySep13@7,dse~DataUSAGroceryG5Mar06,dse~DataUSAPovertyR6QuerySep13,,dse~DataUSAGroceryG5Mar06@25|delta|0|174|b13c95ff073a|roh,,dse~DataUSAPovertyR6QuerySep13@7|delta|0|223|0b5129541fc5|roh,19.239583333333332,5573.53125,15.96875,16.0625,19.447916666666668,61.27272727272727,18035.81818181818,43.15151515151515,37.75757575757576,61.878787878787875,270.22222222222223,78385.0,133.44444444444446,80.55555555555556,273.1111111111111,23,0.47604006760180545,10.255868289551836,10.731908357153642,mit_Ereignissen_ABC
OpenAIResearcherApr20,2026-06-16T19:12:23Z,2026-06-16T19:21:33Z,2026-06-16T19:16:58Z,550.0,590.5,0,1.0736363636363637,AA,dse~DataUSAClothingLive2m56Jun28@6,dse~DataUSAClothing2m56LiveC3@6,dse~DataUSAClothingLive2m56Jun28,dse~DataUSAClothing2m56LiveC3,,dse~DataUSAClothingLive2m56Jun28@6|delta|0|288|5f666bb46285|roh,,dse~DataUSAClothing2m56LiveC3@6|delta|0|174|c450cbc14c96|roh,74.33333333333333,21714.333333333332,58.666666666666664,48.666666666666664,75.0,198.0,53109.0,126.5,77.0,199.0,746.0,246429.0,339.0,118.0,749.0,19,0.07105135741090048,6.309918278226516,6.380969635637417,mit_Ereignissen_ABC
OpenAIResearcherAug09,2026-06-16T19:47:38Z,2026-06-16T19:58:15Z,2026-06-16T19:52:56Z,637.0,2182.5,0,3.426216640502355,CC,dse~AgentAug09ClothingRelay@1,dse~OpenAIJanSixMaidsLive@1,dse~AgentAug09ClothingRelay,dse~OpenAIJanSixMaidsLive,,dse~AgentAug09ClothingRelay@1|delta|0|205|05abd00e59ee|roh,,dse~OpenAIJanSixMaidsLive@1|delta|32|313|a2a20f0c4478|roh,37.0,13666.0,32.0,29.666666666666668,38.0,111.0,40998.0,88.0,62.0,114.0,746.0,246305.0,339.0,118.0,749.0,19,1.2314566321415938,6.456769655572163,7.688226287713757,mit_Ereignissen_ABC
OpenAIResearcherFeb01X,2026-06-16T19:48:17Z,2026-06-16T20:27:54Z,2026-06-16T20:08:05Z,2377.0,5152.0,0,2.1674379469920066,AC,dse~DataUSAClothing9m17Feb01Live@1,dse~DataUSAClothing9m17Feb01Live@2,dse~DataUSAClothing9m17Feb01Live,dse~DataUSAClothing9m17Feb01Live,,dse~DataUSAClothing9m17Feb01Live@1|delta|0|295|3cd1c27f3fa0|roh,,dse~DataUSAClothing9m17Feb01Live@2|delta|0|213|43b0f1bfa2c5|roh,35.333333333333336,13826.111111111111,29.333333333333332,28.555555555555557,35.77777777777778,106.0,41478.333333333336,81.33333333333333,59.0,107.33333333333333,567.0,185550.0,275.5,108.0,569.5,20,0.7735458004239956,7.773594467360194,8.54714026778419,mit_Ereignissen_ABC
OpenAIResearcherOct14,2026-06-16T19:20:17Z,2026-06-16T19:40:28Z,2026-06-16T19:30:22Z,1211.0,1201.0,0,0.9917423616845582,AC,dse~DataUSAClothingLive2m56Jun28@17,dse~Clothing2m56Round3RelayMay31@13,dse~DataUSAClothingLive2m56Jun28,dse~Clothing2m56Round3RelayMay31,,dse~DataUSAClothingLive2m56Jun28@17|delta|0|273|01ebe61e4a04|roh,,dse~Clothing2m56Round3RelayMay31@13|delta|0|233|a9f918132048|roh,73.8,27788.6,59.2,45.8,74.8,218.0,78610.0,145.0,82.5,220.5,742.0,245617.0,339.0,118.0,749.0,19,-0.008291921473108723,7.099201743553092,7.0909098220799835,mit_Ereignissen_ABC
OpenAIResearcherOct25,2026-06-16T19:24:17Z,2026-06-16T19:42:15Z,2026-06-16T19:33:16Z,1078.0,4515.0,0,4.188311688311688,CB,dse~DataUSAClothingLive12m24Oct25@1,dse~ClothingFastCohortRelayMay29@18,dse~DataUSAClothingLive12m24Oct25,dse~ClothingFastCohortRelayMay29,,dse~ClothingFastCohortRelayOct25@1|delta|77|400|d4dcc4b4c957|roh,,dse~ClothingFastCohortRelayMay29@18|delta|0|250|2d301a8bb897|roh,74.2,27814.2,59.2,45.8,74.8,219.0,78674.0,145.0,82.5,220.5,745.0,245755.0,339.0,118.0,749.0,19,1.4322977143821434,6.982862751468942,8.415160465851086,mit_Ereignissen_ABC
OpenAIResearcherOct25,2026-06-16T19:42:15Z,2026-06-16T19:57:27Z,2026-06-16T19:49:51Z,912.0,1350.0,0,1.480263157894737,BA,dse~ClothingFastCohortRelayMay29@18,dse~DataUSAClothingLive12m24Oct25@4,dse~ClothingFastCohortRelayMay29,dse~DataUSAClothingLive12m24Oct25,,dse~ClothingFastCohortRelayMay29@18|delta|0|250|2d301a8bb897|roh,,dse~DataUSAClothingLive12m24Oct25@4|delta|0|192|042f469ef007|roh,45.25,20437.25,39.0,33.0,45.75,174.5,69977.0,120.0,73.5,175.5,745.0,245755.0,339.0,118.0,749.0,19,0.39221988135814384,6.815639990074331,7.2078598714324755,mit_Ereignissen_ABC
OpenAIResearcherSep12,2026-06-16T19:22:37Z,2026-06-16T20:22:08Z,2026-06-16T19:52:22Z,3571.0,6391.5,0,1.7898347801736207,AC,dse~DataUSAClothingLive9m17@18,dse~Clothing9m17C3RelayAug16@5,dse~DataUSAClothingLive9m17,dse~Clothing9m17C3RelayAug16,,dse~DataUSAClothingLive9m17@18|delta|0|270|558fce6a83f2|roh,,dse~Clothing9m17C3RelayAug16@5|delta|0|252|cf328f16a364|roh,49.38461538461539,18627.46153846154,40.46153846153846,34.15384615384615,49.53846153846154,152.2,56622.4,107.2,68.4,152.6,568.5,186009.0,275.5,108.0,569.5,19,0.5821233140136279,8.18060094759445,8.762724261608076,mit_Ereignissen_ABC
OpenAISep04RunnerX,2026-06-16T23:41:04Z,2026-06-16T23:48:41Z,2026-06-16T23:44:52Z,457.0,492.0,0,1.0765864332603938,AB,dse~OpenAISep04ClothingLiveX@1,dse~OpenAISep04ClothingLiveX@4,dse~OpenAISep04ClothingLiveX,dse~OpenAISep04ClothingLiveX,,dse~OpenAISep04ClothingLiveX@1|delta|2|400|18fac63be6ef|roh,,dse~OpenAISep04ClothingLiveX@4|delta|0|234|5df0576648ff|roh,4.0,841.5,4.0,5.5,5.5,20.0,4216.5,12.5,19.0,21.5,93.0,23289.0,43.0,56.0,96.0,23,0.07379532559810337,6.124683390894205,6.198478716492308,mit_Ereignissen_ABC
OpenAIThread4ffeaMay17,2026-06-16T20:46:45Z,2026-06-16T21:41:40Z,2026-06-16T21:14:12Z,3295.0,27311.0,0,8.288619119878604,CC,dse~Sector61State5LiveRelay@47,dse~DataUSAClothingLive12m24Oct25@18,dse~Sector61State5LiveRelay,dse~DataUSAClothingLive12m24Oct25,,dse~Sector61State5LiveRelay@47|delta|0|208|8db48deb81a0|roh,,dse~DataUSAClothingLive12m24Oct25@18|delta|0|196|b8d89f300208|roh,35.416666666666664,9245.166666666666,28.666666666666668,27.0,35.833333333333336,106.25,27735.5,72.0,56.0,107.5,389.0,113624.0,191.0,99.5,391.5,21,2.114883383484718,8.100161446936607,10.215044830421325,mit_Ereignissen_ABC
OpenAIUEFAApr04Scout,2026-06-20T11:42:54Z,2026-06-20T11:55:02Z,2026-06-20T11:48:58Z,728.0,363.0,0,0.49862637362637363,CB,dse~UEFAPassAccuracySequenceSep17@13,dse~UEFAPassAccuracySequenceSep17@15,dse~UEFAPassAccuracySequenceSep17,dse~UEFAPassAccuracySequenceSep17,,dse~UEFAPassAccuracySequenceSep17@13|delta|180|197|1dbb8313032d|roh,,dse~UEFAPassAccuracySequenceSep17@15|delta|0|226|b2025e36a7c7|roh,1.5,445.75,1.5,2.0,2.0,5.0,1470.0,4.5,5.5,6.0,27.0,8427.0,14.0,24.0,29.0,11,-0.6958982139318352,6.590301048196686,5.8944028342648505,mit_Ereignissen_ABC
OpenAIUEFAApr04Scout,2026-06-20T11:55:02Z,2026-06-20T13:17:57Z,2026-06-20T12:36:29Z,4975.0,910.0,0,0.1829145728643216,BC,dse~UEFAPassAccuracySequenceSep17@15,dse~UEFAPassAccuracySequenceSep17@26,dse~UEFAPassAccuracySequenceSep17,dse~UEFAPassAccuracySequenceSep17,,dse~UEFAPassAccuracySequenceSep17@15|delta|0|226|b2025e36a7c7|roh,,dse~UEFAPassAccuracySequenceSep17@26|delta|0|241|f70dbf20bc4e|roh,1.5294117647058822,499.5882352941176,1.4705882352941178,1.6470588235294117,1.7058823529411764,4.428571428571429,1481.2857142857142,3.7142857142857144,4.714285714285714,4.857142857142857,20.666666666666668,7444.0,12.0,17.0,22.0,12,-1.6987360500817974,8.512180649592693,6.813444599510896,mit_Ereignissen_ABC
OpenAIUEFAOct18Agent,2026-06-20T11:42:55Z,2026-06-20T14:21:30Z,2026-06-20T13:02:12Z,9515.0,2133.0,0,0.22417235943247504,CB,dse~UEFAPassAccuracySequenceSep17@14,dse~UEFAOct29LiveR6@2,dse~UEFAPassAccuracySequenceSep17,dse~UEFAOct29LiveR6,,dse~UEFAPassAccuracySequenceSep17@14|delta|0|209|f998c488c07e|roh,,dse~UEFAOct29LiveR6@2|delta|0|265|f435bd955373|roh,1.121212121212121,461.72727272727275,1.0909090909090908,1.393939393939394,1.4545454545454546,3.5833333333333335,1422.0833333333333,3.3333333333333335,4.333333333333333,4.583333333333333,15.5,5866.25,10.25,15.25,19.0,13,-1.4953400612588992,9.16062477973025,7.665284718471351,mit_Ereignissen_ABC
OpenAIUEFAOct18Agent,2026-06-20T14:21:30Z,2026-06-20T14:28:10Z,2026-06-20T14:24:50Z,400.0,50.0,0,0.125,BC,dse~UEFAOct29LiveR6@2,dse~UEFAOct29LiveR6@4,dse~UEFAOct29LiveR6,dse~UEFAOct29LiveR6,,dse~UEFAOct29LiveR6@2|delta|0|265|f435bd955373|roh,,dse~UEFAOct29LiveR6@4|delta|0|228|a536b5e7ffe7|roh,1.0,335.5,1.0,2.0,2.0,2.0,671.0,2.0,4.0,4.0,6.0,2492.0,5.0,10.0,10.0,14,-2.0794415416798357,5.991464547107982,3.912023005428146,mit_Ereignissen_ABC
OpenAIUEFAOct29Scout,2026-06-20T14:43:17Z,2026-06-20T16:34:54Z,2026-06-20T15:39:05Z,6697.0,44790.0,0,6.688069284754367,CB,dse~UEFAOct29LiveR6@5,dse~UEFAOct29LiveR6@8,dse~UEFAOct29LiveR6,dse~UEFAOct29LiveR6,,dse~UEFAOct29LiveR6@5|delta|0|400|9deea090e0cc|roh,,dse~UEFAOct29LiveR6@8|delta|0|194|4cb71165bdb9|roh,0.21739130434782608,22.043478260869566,0.17391304347826086,0.30434782608695654,0.30434782608695654,0.6666666666666666,110.88888888888889,0.5555555555555556,0.8888888888888888,0.8888888888888888,4.333333333333333,1029.6666666666667,3.0,5.333333333333333,5.333333333333333,15,1.9003252352912956,8.80941494391005,10.709740179201345,mit_Ereignissen_ABC
OpenAIWatcherAug22,2026-06-16T19:21:06Z,2026-06-16T19:36:50Z,2026-06-16T19:28:58Z,944.0,264.0,0,0.2796610169491525,AB,dse~DataUSAMaidsWageSequenceCollabSep21@21,dse~DataUSAMaidsSequenceLiveMay03@21,dse~DataUSAMaidsWageSequenceCollabSep21,dse~DataUSAMaidsSequenceLiveMay03,,dse~DataUSAMaidsWageSequenceCollabSep21@21|delta|0|388|80b685a398d7|roh,,dse~DataUSAMaidsSequenceLiveMay03@21|delta|0|246|63b2a83da877|roh,75.75,24786.0,59.5,46.5,76.25,219.5,78921.5,145.0,82.5,220.5,747.0,246442.0,339.0,118.0,749.0,19,-1.2741770629991847,6.8501261661455,5.575949103146316,mit_Ereignissen_ABC
OpenAIWatcherOct30,2026-06-16T20:56:13Z,2026-06-16T22:00:19Z,2026-06-16T21:28:16Z,3846.0,2092.0,0,0.5439417576703068,AC,dse~MaidsR3FastRelayOct11@14,dse~MaidsR3FastRelayOct11@29,dse~MaidsR3FastRelayOct11,dse~MaidsR3FastRelayOct11,,dse~MaidsR3FastRelayOct11@14|delta|0|223|6626b719a19f|roh,,dse~MaidsR3FastRelayOct11@29|delta|0|307|1b1a27d23984|roh,34.142857142857146,8521.42857142857,27.214285714285715,26.714285714285715,34.285714285714285,104.0,25667.0,69.16666666666667,57.333333333333336,104.5,339.3333333333333,94093.66666666667,163.66666666666666,96.66666666666667,340.3333333333333,21,-0.6089131009639115,8.254788926148725,7.645875825184813,mit_Ereignissen_ABC
OpenAIWatcherOct30,2026-06-16T22:00:19Z,2026-06-17T02:06:22Z,2026-06-17T00:03:20Z,14763.0,56397.0,0,3.8201585043690307,CA,dse~MaidsR3FastRelayOct11@29,dse~DataUSAConstructionSequenceMar08@40,dse~MaidsR3FastRelayOct11,dse~DataUSAConstructionSequenceMar08,,dse~MaidsR3FastRelayOct11@29|delta|0|307|1b1a27d23984|roh,,dse~DataUSAConstructionSequenceMar08@40|delta|0|259|1100a0f4d3fc|roh,12.86,3127.06,10.66,11.56,13.02,39.529411764705884,9595.058823529413,27.529411764705884,29.0,40.0,159.8,39527.8,82.8,70.2,161.4,0,1.3402919150479833,9.599879329534089,10.940171244582071,mit_Ereignissen_ABC
OurResearchAgent999,2026-06-16T12:00:21Z,2026-06-16T12:33:25Z,2026-06-16T12:16:53Z,1984.0,2675.0,0,1.3482862903225807,CC,dse~DataUSACashiersMastersSequenceLive5@11,dse~DataUSACashiersMastersSequenceLive5@20,dse~DataUSACashiersMastersSequenceLive5,dse~DataUSACashiersMastersSequenceLive5,,dse~DataUSACashiersMastersSequenceLive5@11|delta|0|191|20ed3daf7db8|roh,,dse~DataUSACashiersMastersSequenceLive5@20|delta|0|212|c273826a76fd|roh,3.857142857142857,728.7142857142857,2.857142857142857,4.0,4.142857142857143,10.0,1927.3333333333333,5.0,9.666666666666666,10.666666666666666,33.0,9938.0,9.0,24.0,36.0,12,0.2988343714852889,7.592870287844818,7.891704659330107,mit_Ereignissen_ABC
ResearchAgentAug01,2026-06-16T19:10:42Z,2026-06-16T19:12:45Z,2026-06-16T19:11:43Z,123.0,942.0,0,7.658536585365853,CA,dse~ClothingLiveState3RelayMay29@18,dse~DataUSAClothingLive2m56Jun28@7,dse~ClothingLiveState3RelayMay29,dse~DataUSAClothingLive2m56Jun28,,dse~ClothingFastCohortRelayMay29@15|delta|0|219|865c21ec13ab|roh,,dse~DataUSAClothingLive2m56Jun28@7|delta|0|343|f378cb736261|roh,82.0,19462.0,61.0,53.0,87.0,189.0,45233.0,115.0,74.0,194.0,741.0,244618.0,339.0,118.0,749.0,19,2.0358209192039456,4.812184355372417,6.848005274576363,mit_Ereignissen_ABC
ResearchAgentAug01,2026-06-16T19:12:45Z,2026-06-16T19:45:41Z,2026-06-16T19:29:13Z,1976.0,1845.0,0,0.9337044534412956,AB,dse~DataUSAClothingLive2m56Jun28@7,dse~Clothing2m56Round3RelayMay31@19,dse~DataUSAClothingLive2m56Jun28,dse~Clothing2m56Round3RelayMay31,,dse~DataUSAClothingLive2m56Jun28@7|delta|0|343|f378cb736261|roh,,dse~Clothing2m56Round3RelayMay31@19|delta|0|248|7f37f46a412d|roh,71.25,24480.875,56.875,45.375,72.25,185.25,61154.5,123.5,75.25,187.25,741.0,244618.0,339.0,118.0,749.0,19,-0.06859532183318551,7.588829878307813,7.520234556474628,mit_Ereignissen_ABC
ResearchAgentJulTwentyThree,2026-06-16T20:50:59Z,2026-06-16T22:11:59Z,2026-06-16T21:31:29Z,4860.0,41425.0,0,8.52366255144033,AC,dse~Sector61State5LiveRelay@51,dse~ClothingC3FastSignalJul23@6,dse~Sector61State5LiveRelay,dse~ClothingC3FastSignalJul23,,dse~Sector61State5LiveRelay@51|delta|0|283|b466ec189c70|roh,,dse~ClothingC3FastSignalJul23@6|delta|0|258|d3613a9a81e4|roh,34.529411764705884,8432.588235294117,27.470588235294116,26.941176470588236,34.64705882352941,104.16666666666667,25705.5,69.16666666666667,57.333333333333336,104.5,339.6666666666667,94170.66666666667,163.66666666666666,96.66666666666667,340.3333333333333,21,2.1428461254002245,8.48879371689454,10.631639842294764,mit_Ereignissen_ABC
ResearchAgentOpenAIJan12,2026-06-16T10:13:39Z,2026-06-16T10:59:31Z,2026-06-16T10:36:35Z,2752.0,1889.0,0,0.6864098837209303,CA,dse~DataUSAClothingStateSequenceCollabOct10@8,dse~DataUSAClothingLive9m17@7,dse~DataUSAClothingStateSequenceCollabOct10,dse~DataUSAClothingLive9m17,,dse~DataUSAClothingStateSequenceCollabOct10@8|delta|0|366|9a767e701b31|roh,,dse~DataUSAClothingLive9m17@7|delta|0|151|b6cd507dba15|roh,11.1,4429.7,7.8,10.8,11.7,33.5,13076.25,14.25,28.5,35.75,134.0,52305.0,25.0,70.0,143.0,10,-0.3762803315517247,7.920083199053234,7.543802867501509,mit_Ereignissen_ABC
ResearchAssistantJune16,2026-06-16T19:03:52Z,2026-06-16T19:28:44Z,2026-06-16T19:16:18Z,1492.0,6718.5,0,4.503016085790884,AC,dse~DataUSAClothingLive9m17@10,dse~DataUSAClothingLive9m17@25,dse~DataUSAClothingLive9m17,dse~DataUSAClothingLive9m17,,dse~DataUSAClothingLive9m17@10|delta|0|346|a60aa36427b6|roh,,dse~DataUSAClothingLive9m17@25|delta|0|302|72701d43b823|roh,66.0,17672.0,53.5,43.0,66.33333333333333,198.0,53016.0,126.5,77.0,199.0,746.0,246132.0,339.0,118.0,749.0,19,1.5047474135517582,7.307872780763706,8.812620194315464,mit_Ereignissen_ABC
ResearchAssistantMar19X,2026-06-16T19:23:16Z,2026-06-16T20:50:00Z,2026-06-16T20:06:38Z,5204.0,1553.0,0,0.298424289008455,AA,dse~DataUSAClothingLive2m56Mar19@1,dse~ClothingC3RelayMar19X@5,dse~DataUSAClothingLive2m56Mar19,dse~ClothingC3RelayMar19X,,dse~DataUSAClothingLive2m56Mar19@1|delta|32|250|f4f8b37587d7|roh,,dse~ClothingC3RelayMar19X@5|delta|0|185|2da154181b9a|roh,42.78947368421053,15495.315789473685,35.10526315789474,30.473684210526315,43.05263157894737,134.28571428571428,46381.28571428572,94.71428571428571,62.142857142857146,135.0,567.0,185749.5,275.5,108.0,569.5,20,-1.2092390164837088,8.557182839632397,7.347943823148687,mit_Ereignissen_ABC
ResearchBotXYZ,2026-06-16T18:56:21Z,2026-06-16T20:30:28Z,2026-06-16T19:43:24Z,5647.0,1950.5,0,0.34540463963166285,AA,dse~DataUSAClothingSequenceCollabAug08@16,dse~Sector61State5LiveRelay@39,dse~DataUSAClothingSequenceCollabAug08,dse~Sector61State5LiveRelay,,dse~DataUSAClothingSequenceCollabAug08@16|delta|265|400|d23bddddef5b|roh,,dse~Sector61State5LiveRelay@39|delta|0|218|063e944009e9|roh,51.6,16259.15,41.5,35.95,52.5,145.25,44663.125,98.375,65.375,147.5,469.0,137463.0,231.0,102.66666666666667,477.0,19,-1.0630386807261254,8.638879709672837,7.575841028946711,mit_Ereignissen_ABC
ResearchHelper,2026-06-16T10:08:22Z,2026-06-16T10:29:50Z,2026-06-16T10:19:06Z,1288.0,1624.5,0,1.2612577639751552,CC,dse~DataUSAClothingStateSequenceCollabOct10@4,dse~ClothingLiveState3RelayMay29@1,dse~DataUSAClothingStateSequenceCollabOct10,dse~ClothingLiveState3RelayMay29,,dse~DataUSAClothingStateSequenceCollabOct10@4|delta|0|283|bb3c71556b17|roh,,dse~ClothingLiveState3RelayMay29@1|delta|32|272|11640f880834|roh,9.4,4286.8,7.6,9.2,10.4,30.5,12606.5,15.5,27.0,34.0,132.0,48779.0,25.0,70.0,143.0,10,0.232109448444856,7.160845906664299,7.392955355109155,mit_Ereignissen_ABC
ResearchHelper,2026-06-16T10:30:20Z,2026-06-16T10:55:45Z,2026-06-16T10:43:02Z,1525.0,566.0,0,0.3711475409836066,CA,dse~DataUSAClothingSequenceCollabAug08@12,dse~ClothingFastCohortRelayMay29@1,dse~DataUSAClothingSequenceCollabAug08,dse~ClothingFastCohortRelayMay29,,dse~DataUSAClothingSequenceCollabAug08@12|delta|0|247|ff46a741cf18|roh,,dse~ClothingFastCohortRelayMay29@1|delta|118|193|5fa0e04408ed|roh,11.833333333333334,3927.6666666666665,8.166666666666666,11.5,12.5,35.5,11783.0,13.0,30.0,37.5,132.0,48779.0,25.0,70.0,143.0,10,-0.991155610838329,7.329749689041512,6.338594078203183,mit_Ereignissen_ABC
