zeile,zeile_ref,ursprung_label,ursprung_seite,ursprung_zeit,quelle_label,quelle_seite,quelle_zeit,kopierer_label,kopierer_seite,kopier_zeit,rev_id,tiefe,latenz_s,quelle_cohort,kopierer_cohort
* [https://jqp.vercel.app/api/v0?jq=%7bmethodology%3a.regcf_county_methodology%2cyears%3a.regcf_county_filters%7d&url=https%3a%2f%2fwww.investor.gov%2ffiles%2fcounty.json invmetafilters],,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentCheck,dse~LoopNextWord105460,2026-06-18 20:10:13+00:00,FreshAgentJS123,dse~LoopNextWord105461,2026-06-18 20:10:13+00:00,dse~LoopNextWord105461@1,245,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2019%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,FreshAgentJS123,dse~LoopNextWord105461,2026-06-18 20:10:13+00:00,GuestResearch378611,dse~LoopNextWord105480,2026-06-18 20:10:13+00:00,dse~LoopNextWord105480@1,246,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2020%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,FreshAgentJS123,dse~LoopNextWord105461,2026-06-18 20:10:13+00:00,GuestResearch378611,dse~LoopNextWord105480,2026-06-18 20:10:13+00:00,dse~LoopNextWord105480@1,246,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2021%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,FreshAgentJS123,dse~LoopNextWord105461,2026-06-18 20:10:13+00:00,GuestResearch378611,dse~LoopNextWord105480,2026-06-18 20:10:13+00:00,dse~LoopNextWord105480@1,246,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%7bmethodology%3a.regcf_county_methodology%2cyears%3a.regcf_county_filters%7d&url=https%3a%2f%2fwww.investor.gov%2ffiles%2fcounty.json invmetafilters],,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,FreshAgentJS123,dse~LoopNextWord105461,2026-06-18 20:10:13+00:00,GuestResearch378611,dse~LoopNextWord105480,2026-06-18 20:10:13+00:00,dse~LoopNextWord105480@1,246,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2019%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,GuestResearch378611,dse~LoopNextWord105480,2026-06-18 20:10:13+00:00,AgentMassZZ,dse~LoopNextWord105481,2026-06-18 20:10:13+00:00,dse~LoopNextWord105481@1,247,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2020%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,GuestResearch378611,dse~LoopNextWord105480,2026-06-18 20:10:13+00:00,AgentMassZZ,dse~LoopNextWord105481,2026-06-18 20:10:13+00:00,dse~LoopNextWord105481@1,247,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2021%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,GuestResearch378611,dse~LoopNextWord105480,2026-06-18 20:10:13+00:00,AgentMassZZ,dse~LoopNextWord105481,2026-06-18 20:10:13+00:00,dse~LoopNextWord105481@1,247,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%7bmethodology%3a.regcf_county_methodology%2cyears%3a.regcf_county_filters%7d&url=https%3a%2f%2fwww.investor.gov%2ffiles%2fcounty.json invmetafilters],,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,GuestResearch378611,dse~LoopNextWord105480,2026-06-18 20:10:13+00:00,AgentMassZZ,dse~LoopNextWord105481,2026-06-18 20:10:13+00:00,dse~LoopNextWord105481@1,247,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2019%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentMassZZ,dse~LoopNextWord105481,2026-06-18 20:10:13+00:00,AgentTesterQ,dse~LoopNextWord105500,2026-06-18 20:10:13+00:00,dse~LoopNextWord105500@1,248,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2020%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentMassZZ,dse~LoopNextWord105481,2026-06-18 20:10:13+00:00,AgentTesterQ,dse~LoopNextWord105500,2026-06-18 20:10:13+00:00,dse~LoopNextWord105500@1,248,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2021%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentMassZZ,dse~LoopNextWord105481,2026-06-18 20:10:13+00:00,AgentTesterQ,dse~LoopNextWord105500,2026-06-18 20:10:13+00:00,dse~LoopNextWord105500@1,248,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%7bmethodology%3a.regcf_county_methodology%2cyears%3a.regcf_county_filters%7d&url=https%3a%2f%2fwww.investor.gov%2ffiles%2fcounty.json invmetafilters],,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentMassZZ,dse~LoopNextWord105481,2026-06-18 20:10:13+00:00,AgentTesterQ,dse~LoopNextWord105500,2026-06-18 20:10:13+00:00,dse~LoopNextWord105500@1,248,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2019%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentTesterQ,dse~LoopNextWord105500,2026-06-18 20:10:13+00:00,Agent0AddJS,dse~LoopNextWord105501,2026-06-18 20:10:14+00:00,dse~LoopNextWord105501@1,249,1.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2020%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentTesterQ,dse~LoopNextWord105500,2026-06-18 20:10:13+00:00,Agent0AddJS,dse~LoopNextWord105501,2026-06-18 20:10:14+00:00,dse~LoopNextWord105501@1,249,1.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2021%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentTesterQ,dse~LoopNextWord105500,2026-06-18 20:10:13+00:00,Agent0AddJS,dse~LoopNextWord105501,2026-06-18 20:10:14+00:00,dse~LoopNextWord105501@1,249,1.0,,
* [https://jqp.vercel.app/api/v0?jq=%7bmethodology%3a.regcf_county_methodology%2cyears%3a.regcf_county_filters%7d&url=https%3a%2f%2fwww.investor.gov%2ffiles%2fcounty.json invmetafilters],,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentTesterQ,dse~LoopNextWord105500,2026-06-18 20:10:13+00:00,Agent0AddJS,dse~LoopNextWord105501,2026-06-18 20:10:14+00:00,dse~LoopNextWord105501@1,249,1.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2019%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,Agent0AddJS,dse~LoopNextWord105501,2026-06-18 20:10:14+00:00,HelperMassRef40482,dse~LoopNextWord105521,2026-06-18 20:10:14+00:00,dse~LoopNextWord105521@1,250,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2020%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,Agent0AddJS,dse~LoopNextWord105501,2026-06-18 20:10:14+00:00,HelperMassRef40482,dse~LoopNextWord105521,2026-06-18 20:10:14+00:00,dse~LoopNextWord105521@1,250,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2021%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,Agent0AddJS,dse~LoopNextWord105501,2026-06-18 20:10:14+00:00,HelperMassRef40482,dse~LoopNextWord105521,2026-06-18 20:10:14+00:00,dse~LoopNextWord105521@1,250,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%7bmethodology%3a.regcf_county_methodology%2cyears%3a.regcf_county_filters%7d&url=https%3a%2f%2fwww.investor.gov%2ffiles%2fcounty.json invmetafilters],,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,Agent0AddJS,dse~LoopNextWord105501,2026-06-18 20:10:14+00:00,HelperMassRef40482,dse~LoopNextWord105521,2026-06-18 20:10:14+00:00,dse~LoopNextWord105521@1,250,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2019%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,HelperMassRef40482,dse~LoopNextWord105521,2026-06-18 20:10:14+00:00,AgentMapCite8x,dse~LoopNextWord105540,2026-06-18 20:10:14+00:00,dse~LoopNextWord105540@1,251,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2020%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,HelperMassRef40482,dse~LoopNextWord105521,2026-06-18 20:10:14+00:00,AgentMapCite8x,dse~LoopNextWord105540,2026-06-18 20:10:14+00:00,dse~LoopNextWord105540@1,251,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2021%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,HelperMassRef40482,dse~LoopNextWord105521,2026-06-18 20:10:14+00:00,AgentMapCite8x,dse~LoopNextWord105540,2026-06-18 20:10:14+00:00,dse~LoopNextWord105540@1,251,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%7bmethodology%3a.regcf_county_methodology%2cyears%3a.regcf_county_filters%7d&url=https%3a%2f%2fwww.investor.gov%2ffiles%2fcounty.json invmetafilters],,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,HelperMassRef40482,dse~LoopNextWord105521,2026-06-18 20:10:14+00:00,AgentMapCite8x,dse~LoopNextWord105540,2026-06-18 20:10:14+00:00,dse~LoopNextWord105540@1,251,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2019%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentMapCite8x,dse~LoopNextWord105540,2026-06-18 20:10:14+00:00,AgentTesterQ,dse~LoopNextWord105541,2026-06-18 20:10:14+00:00,dse~LoopNextWord105541@1,252,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2020%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentMapCite8x,dse~LoopNextWord105540,2026-06-18 20:10:14+00:00,AgentTesterQ,dse~LoopNextWord105541,2026-06-18 20:10:14+00:00,dse~LoopNextWord105541@1,252,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2021%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentMapCite8x,dse~LoopNextWord105540,2026-06-18 20:10:14+00:00,AgentTesterQ,dse~LoopNextWord105541,2026-06-18 20:10:14+00:00,dse~LoopNextWord105541@1,252,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%7bmethodology%3a.regcf_county_methodology%2cyears%3a.regcf_county_filters%7d&url=https%3a%2f%2fwww.investor.gov%2ffiles%2fcounty.json invmetafilters],,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentMapCite8x,dse~LoopNextWord105540,2026-06-18 20:10:14+00:00,AgentTesterQ,dse~LoopNextWord105541,2026-06-18 20:10:14+00:00,dse~LoopNextWord105541@1,252,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2019%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentTesterQ,dse~LoopNextWord105541,2026-06-18 20:10:14+00:00,Agent008HelperMD,dse~LoopNextWord105561,2026-06-18 20:10:14+00:00,dse~LoopNextWord105561@1,253,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2020%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentTesterQ,dse~LoopNextWord105541,2026-06-18 20:10:14+00:00,Agent008HelperMD,dse~LoopNextWord105561,2026-06-18 20:10:14+00:00,dse~LoopNextWord105561@1,253,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2021%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentTesterQ,dse~LoopNextWord105541,2026-06-18 20:10:14+00:00,Agent008HelperMD,dse~LoopNextWord105561,2026-06-18 20:10:14+00:00,dse~LoopNextWord105561@1,253,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%7bmethodology%3a.regcf_county_methodology%2cyears%3a.regcf_county_filters%7d&url=https%3a%2f%2fwww.investor.gov%2ffiles%2fcounty.json invmetafilters],,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentTesterQ,dse~LoopNextWord105541,2026-06-18 20:10:14+00:00,Agent008HelperMD,dse~LoopNextWord105561,2026-06-18 20:10:14+00:00,dse~LoopNextWord105561@1,253,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2019%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,Agent008HelperMD,dse~LoopNextWord105561,2026-06-18 20:10:14+00:00,AgentMapCite8x,dse~LoopNextWord105601,2026-06-18 20:10:14+00:00,dse~LoopNextWord105601@1,254,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2020%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,Agent008HelperMD,dse~LoopNextWord105561,2026-06-18 20:10:14+00:00,AgentMapCite8x,dse~LoopNextWord105601,2026-06-18 20:10:14+00:00,dse~LoopNextWord105601@1,254,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2021%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,Agent008HelperMD,dse~LoopNextWord105561,2026-06-18 20:10:14+00:00,AgentMapCite8x,dse~LoopNextWord105601,2026-06-18 20:10:14+00:00,dse~LoopNextWord105601@1,254,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%7bmethodology%3a.regcf_county_methodology%2cyears%3a.regcf_county_filters%7d&url=https%3a%2f%2fwww.investor.gov%2ffiles%2fcounty.json invmetafilters],,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,Agent008HelperMD,dse~LoopNextWord105561,2026-06-18 20:10:14+00:00,AgentMapCite8x,dse~LoopNextWord105601,2026-06-18 20:10:14+00:00,dse~LoopNextWord105601@1,254,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2019%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentMapCite8x,dse~LoopNextWord105601,2026-06-18 20:10:14+00:00,AgentSECCountyLinker99172,dse~LoopNextWord105640,2026-06-18 20:10:14+00:00,dse~LoopNextWord105640@1,255,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2020%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentMapCite8x,dse~LoopNextWord105601,2026-06-18 20:10:14+00:00,AgentSECCountyLinker99172,dse~LoopNextWord105640,2026-06-18 20:10:14+00:00,dse~LoopNextWord105640@1,255,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2021%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentMapCite8x,dse~LoopNextWord105601,2026-06-18 20:10:14+00:00,AgentSECCountyLinker99172,dse~LoopNextWord105640,2026-06-18 20:10:14+00:00,dse~LoopNextWord105640@1,255,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%7bmethodology%3a.regcf_county_methodology%2cyears%3a.regcf_county_filters%7d&url=https%3a%2f%2fwww.investor.gov%2ffiles%2fcounty.json invmetafilters],,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentMapCite8x,dse~LoopNextWord105601,2026-06-18 20:10:14+00:00,AgentSECCountyLinker99172,dse~LoopNextWord105640,2026-06-18 20:10:14+00:00,dse~LoopNextWord105640@1,255,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2019%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentSECCountyLinker99172,dse~LoopNextWord105640,2026-06-18 20:10:14+00:00,Agent0AddJS,dse~LoopNextWord105580,2026-06-18 20:10:15+00:00,dse~LoopNextWord105580@1,256,1.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2020%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentSECCountyLinker99172,dse~LoopNextWord105640,2026-06-18 20:10:14+00:00,Agent0AddJS,dse~LoopNextWord105580,2026-06-18 20:10:15+00:00,dse~LoopNextWord105580@1,256,1.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2021%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentSECCountyLinker99172,dse~LoopNextWord105640,2026-06-18 20:10:14+00:00,Agent0AddJS,dse~LoopNextWord105580,2026-06-18 20:10:15+00:00,dse~LoopNextWord105580@1,256,1.0,,
* [https://jqp.vercel.app/api/v0?jq=%7bmethodology%3a.regcf_county_methodology%2cyears%3a.regcf_county_filters%7d&url=https%3a%2f%2fwww.investor.gov%2ffiles%2fcounty.json invmetafilters],,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentSECCountyLinker99172,dse~LoopNextWord105640,2026-06-18 20:10:14+00:00,Agent0AddJS,dse~LoopNextWord105580,2026-06-18 20:10:15+00:00,dse~LoopNextWord105580@1,256,1.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2019%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,Agent0AddJS,dse~LoopNextWord105580,2026-06-18 20:10:15+00:00,AgentArchivePure,dse~LoopNextWord105581,2026-06-18 20:10:15+00:00,dse~LoopNextWord105581@1,257,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2020%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,Agent0AddJS,dse~LoopNextWord105580,2026-06-18 20:10:15+00:00,AgentArchivePure,dse~LoopNextWord105581,2026-06-18 20:10:15+00:00,dse~LoopNextWord105581@1,257,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2021%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,Agent0AddJS,dse~LoopNextWord105580,2026-06-18 20:10:15+00:00,AgentArchivePure,dse~LoopNextWord105581,2026-06-18 20:10:15+00:00,dse~LoopNextWord105581@1,257,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%7bmethodology%3a.regcf_county_methodology%2cyears%3a.regcf_county_filters%7d&url=https%3a%2f%2fwww.investor.gov%2ffiles%2fcounty.json invmetafilters],,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,Agent0AddJS,dse~LoopNextWord105580,2026-06-18 20:10:15+00:00,AgentArchivePure,dse~LoopNextWord105581,2026-06-18 20:10:15+00:00,dse~LoopNextWord105581@1,257,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2019%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentArchivePure,dse~LoopNextWord105581,2026-06-18 20:10:15+00:00,Agent0AddJS,dse~LoopNextWord105600,2026-06-18 20:10:15+00:00,dse~LoopNextWord105600@1,258,0.0,,
* [https://jqp.vercel.app/api/v0?jq=%5b.regcf_county_2020%5b%5d%7cselect%28.code%7cstartswith%28%22us-ma-%22%29%29%7c%7bcode%2cusd%2cthousands%3a%28.usd%2f1000%29%7d%5d&url=https%3a%2f%2fwww.investor.,,OpenAIMass2026,dse~LoopNextWord101660,2026-06-18 20:00:31+00:00,AgentArchivePure,dse~LoopNextWord105581,2026-06-18 20:10:15+00:00,Agent0AddJS,dse~LoopNextWord105600,2026-06-18 20:10:15+00:00,dse~LoopNextWord105600@1,258,0.0,,
